Player,Years,Seasons,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Chris Paul,14.0,2006 - 2019,PG,1041,36753,6873,14613,47.03346335454732,1422,3832,37.108559498956154,5451,10781,50.56117243298396,51.89899404639704,4375,5051,86.61651158186497,709,4002,4711,9986,2320,133,2540,2621,19543
Chris Porter,1.0,2001 - 2001,SF,51,1147,173,445,38.87640449438202,0,5,0.0,173,440,39.31818181818182,38.87640449438202,94,141,66.66666666666666,89,100,189,61,45,6,59,111,440
Chris Quinn,6.0,2007 - 2013,PG,246,3327,384,963,39.875389408099686,161,428,37.61682242990654,223,535,41.6822429906542,48.23468328141225,171,211,81.04265402843602,30,237,267,460,104,8,139,250,1100
Chris Richard,2.0,2008 - 2010,PF,72,785,56,116,48.275862068965516,0,0,,56,116,48.275862068965516,48.275862068965516,23,38,60.526315789473685,72,125,197,25,18,16,38,133,135
Chris Robinson,2.0,1997 - 1998,SG,76,1095,134,356,37.640449438202246,58,155,37.41935483870968,76,201,37.81094527363184,45.78651685393258,24,42,57.14285714285714,32,85,117,104,47,13,67,135,350
Chris Singleton,3.0,2012 - 2014,SF,148,2605,233,620,37.58064516129032,58,182,31.868131868131865,175,438,39.95433789954338,42.25806451612903,88,139,63.30935251798561,112,360,472,92,117,57,100,325,612
Chris Smith,4.0,1993 - 2014,SG,226,3958,425,976,43.545081967213115,59,161,36.64596273291926,366,815,44.9079754601227,46.56762295081967,231,324,71.29629629629629,61,230,291,627,118,56,219,346,1140
Chris Taft,1.0,2006 - 2006,C,17,144,23,38,60.526315789473685,0,0,,23,38,60.526315789473685,60.526315789473685,1,6,16.666666666666664,19,17,36,2,2,7,2,25,47
Chris Washburn,2.0,1987 - 1988,C,78,676,96,233,41.201716738197426,0,1,0.0,96,232,41.37931034482759,41.201716738197426,41,88,46.590909090909086,64,113,177,24,11,16,60,82,233
Chris Webber,15.0,1994 - 2008,PF,911,33747,7809,16354,47.7497859850801,278,935,29.732620320855613,7531,15419,48.84233737596472,48.599730952672125,2781,4310,64.52436194895593,2491,6329,8820,3817,1288,1292,2540,2986,18677
Chris Welp,3.0,1988 - 1990,C,112,1195,141,317,44.479495268138805,0,1,0.0,141,316,44.620253164556964,44.479495268138805,79,118,66.94915254237289,88,184,272,43,34,54,67,266,361
Chris Whitney,11.0,1994 - 2004,PG,589,10183,1237,3136,39.44515306122449,558,1541,36.21025308241402,679,1595,42.5705329153605,48.34183673469388,735,840,87.5,100,728,828,1622,353,34,626,1006,3767
Chris Wilcox,11.0,2003 - 2013,PF,630,12480,2101,3884,54.09371781668383,0,18,0.0,2101,3866,54.34557682359027,54.09371781668383,948,1474,64.31478968792402,970,2108,3078,455,322,246,705,1517,5150
Chris Wright,3.0,2012 - 2014,SF,35,316,45,82,54.87804878048781,0,1,0.0,45,81,55.55555555555556,54.87804878048781,30,46,65.21739130434783,29,36,65,9,14,18,14,39,120
Christian Eyenga,2.0,2011 - 2012,SF,54,1058,138,334,41.31736526946108,26,94,27.659574468085108,112,240,46.666666666666664,45.209580838323355,22,37,59.45945945945946,32,107,139,41,38,34,51,88,324
Christian Laettner,13.0,1993 - 2005,PF,913,26918,4208,8803,47.80188572077701,97,381,25.45931758530184,4111,8422,48.81263357872239,48.35283426104737,3080,3759,81.9366852886406,1681,4337,6018,2293,953,696,2004,2902,11593
Christian Wood,3.0,2016 - 2019,PF,51,503,95,193,49.22279792746114,13,42,30.952380952380953,82,151,54.3046357615894,52.59067357512953,65,92,70.65217391304348,44,106,150,13,15,23,26,39,268
Chubby Cox,1.0,1983 - 1983,SG,7,78,13,37,35.13513513513514,0,2,0.0,13,35,37.142857142857146,35.13513513513514,3,6,50.0,7,3,10,6,0,1,9,16,29
Chuck Aleksinas,1.0,1985 - 1985,C,74,1114,161,337,47.774480712166174,0,1,0.0,161,336,47.91666666666667,47.774480712166174,55,75,73.33333333333333,87,183,270,36,15,15,72,171,377
Chuck Hayes,11.0,2006 - 2016,C,675,12331,1078,2161,49.88431281813975,0,19,0.0,1078,2142,50.326797385620914,49.88431281813975,320,517,61.89555125725339,1157,2206,3363,801,506,248,477,1557,2476
Chuck Nevitt,9.0,1983 - 1994,C,171,881,104,242,42.97520661157025,0,0,,104,242,42.97520661157025,42.97520661157025,59,100,59.0,88,167,255,20,22,120,86,224,267
Chuck Person,13.0,1987 - 2000,SF,994,30273,5784,12640,45.75949367088607,1297,3567,36.36108774880852,4487,9073,49.454425217678825,50.89003164556962,1570,2170,72.35023041474655,1185,3762,4947,2731,706,209,2012,2685,14435
Chucky Atkins,11.0,2000 - 2010,PG,732,18149,2586,6308,40.99556119213697,973,2675,36.373831775700936,1613,3633,44.39856867602533,48.70798985415345,1027,1328,77.33433734939759,204,1044,1248,2483,493,37,1064,1365,7172
Chucky Brown,13.0,1990 - 2002,SF,735,12613,1795,3664,48.99017467248908,24,102,23.52941176470588,1771,3562,49.71925884334644,49.31768558951965,729,1042,69.96161228406909,698,1566,2264,568,243,223,558,1251,4343
Clarence Kea,2.0,1981 - 1982,PF,51,447,63,130,48.46153846153846,0,1,0.0,63,129,48.837209302325576,48.46153846153846,72,104,69.23076923076923,54,74,128,19,10,4,32,99,198
Clarence Weatherspoon,13.0,1993 - 2005,PF,933,28041,4061,8628,47.06768660176171,10,51,19.607843137254903,4051,8577,47.230966538416695,47.1256374594344,2451,3308,74.09310761789601,2150,4762,6912,1349,891,798,1441,2063,10583
Clark Kellogg,5.0,1983 - 1987,PF,260,8514,2008,4041,49.69067062608265,23,68,33.82352941176471,1985,3973,49.962245154794864,49.97525365008661,879,1161,75.71059431524549,852,1630,2482,764,381,105,731,858,4918
Claude Gregory,2.0,1986 - 1988,PF,25,315,62,136,45.588235294117645,0,1,0.0,62,135,45.925925925925924,45.588235294117645,12,36,33.33333333333333,39,58,97,16,10,13,24,38,136
Clay Johnson,3.0,1982 - 1984,SG,97,755,95,225,42.22222222222222,1,5,20.0,94,220,42.72727272727273,42.44444444444444,57,78,73.07692307692307,58,43,101,48,36,9,46,111,248
Cleanthony Early,2.0,2015 - 2016,SF,56,801,88,254,34.645669291338585,26,99,26.262626262626267,62,155,40.0,39.76377952755906,39,52,75.0,26,97,123,42,26,15,49,73,241
Cliff Alexander,1.0,2016 - 2016,PF,8,36,5,10,50.0,0,0,,5,10,50.0,50.0,0,0,,2,4,6,0,1,2,1,1,10
Cliff Levingston,11.0,1983 - 1995,PF,912,18009,2453,4763,51.50115473441108,7,37,18.91891891891892,2446,4726,51.756242065171385,51.57463783329834,1287,1905,67.55905511811024,1875,2665,4540,785,561,630,871,2461,6200
Clifford Lett,2.0,1990 - 1991,PG,11,127,16,37,43.24324324324324,0,1,0.0,16,36,44.44444444444444,43.24324324324324,6,9,66.66666666666666,1,6,7,8,2,1,10,17,38
Clifford Robinson,18.0,1990 - 2007,PF,1521,46448,7928,18247,43.44823806653149,1340,3807,35.19831888626215,6588,14440,45.62326869806094,47.12007453279991,3848,5623,68.43322070069358,2037,4823,6860,3344,1543,1522,2732,4671,21044
Clifford Rozier,4.0,1995 - 1998,C,173,2984,350,705,49.645390070921984,2,11,18.181818181818183,348,694,50.14409221902017,49.787234042553195,125,269,46.468401486988846,376,521,897,98,78,113,162,435,827
Clint Capela,5.0,2015 - 2019,C,345,8371,1687,2663,63.34960570784829,0,3,0.0,1687,2660,63.421052631578945,63.34960570784829,555,1057,52.50709555345316,1029,2032,3061,317,224,494,378,826,3929
Clint McDaniel,1.0,1996 - 1996,SG,12,71,8,23,34.78260869565217,2,6,33.33333333333333,6,17,35.294117647058826,39.130434782608695,12,16,75.0,3,7,10,7,5,0,2,10,30
Clinton Smith,2.0,1987 - 1991,SG,46,386,52,121,42.97520661157025,0,2,0.0,52,119,43.69747899159664,42.97520661157025,30,42,71.42857142857143,28,32,60,49,14,1,27,39,134
Clinton Wheeler,2.0,1988 - 1989,PG,87,867,107,219,48.858447488584474,0,1,0.0,107,218,49.08256880733945,48.858447488584474,40,54,74.07407407407408,36,35,71,157,63,2,76,63,254
Clyde Drexler,15.0,1984 - 1998,SG,1231,43109,9411,20081,46.865195956376674,968,3092,31.306597671410092,8443,16989,49.69686267584908,49.27543449031423,5368,6813,78.79054748275355,2974,4705,7679,7016,2485,827,3374,3771,25158
Coby Karl,2.0,2008 - 2010,SG,25,186,20,58,34.48275862068966,6,24,25.0,14,34,41.17647058823529,39.6551724137931,12,16,75.0,7,25,32,25,7,3,15,19,58
Cody Zeller,6.0,2014 - 2019,C,372,8462,1127,2205,51.11111111111111,10,38,26.31578947368421,1117,2167,51.54591601292109,51.337868480725625,772,1043,74.01725790987535,679,1452,2131,499,246,279,386,987,3036
Cole Aldrich,8.0,2011 - 2018,C,350,3491,449,849,52.88574793875147,0,0,,449,849,52.88574793875147,52.88574793875147,185,254,72.83464566929135,347,827,1174,186,143,236,201,523,1083
Collin Sexton,1.0,2019 - 2019,PG,82,2605,519,1206,43.03482587064676,119,296,40.2027027027027,400,910,43.956043956043956,47.96849087893864,214,255,83.92156862745098,57,179,236,243,44,6,185,186,1371
Conner Henry,2.0,1987 - 1988,SG,104,791,116,302,38.41059602649007,34,92,36.95652173913043,82,210,39.04761904761905,44.03973509933775,61,84,72.61904761904762,23,66,89,102,21,6,69,74,327
Corey Beck,3.0,1996 - 1999,PG,94,977,99,218,45.412844036697244,4,7,57.14285714285714,95,211,45.023696682464454,46.330275229357795,54,78,69.23076923076923,37,89,126,123,47,9,90,138,256
Corey Benjamin,4.0,1999 - 2003,PG,153,2191,317,812,39.039408866995075,57,197,28.934010152284262,260,615,42.27642276422765,42.54926108374384,144,221,65.15837104072398,84,175,259,143,71,48,164,316,835
Corey Brewer,12.0,2008 - 2019,SF,861,19679,2822,6660,42.372372372372375,537,1895,28.337730870712402,2285,4765,47.95383001049318,46.4039039039039,1293,1815,71.2396694214876,638,1735,2373,1294,1054,235,982,1874,7474
Corey Crowder,2.0,1992 - 1995,SF,62,369,50,131,38.16793893129771,13,36,36.11111111111111,37,95,38.94736842105263,43.12977099236641,17,25,68.0,18,28,46,19,9,2,17,37,130
Corey Gaines,5.0,1989 - 1995,SG,84,1030,92,221,41.6289592760181,11,49,22.448979591836736,81,172,47.093023255813954,44.11764705882353,53,72,73.61111111111111,12,59,71,249,39,4,72,102,248
Corey Maggette,14.0,2000 - 2013,SF,839,23650,4122,9091,45.34154658453416,471,1455,32.371134020618555,3651,7636,47.81299109481404,47.932020679793204,4666,5666,82.35086480762442,922,3187,4109,1713,597,144,1900,2377,13381
Corey Williams,2.0,1993 - 1994,PG,39,288,36,98,36.734693877551024,1,4,25.0,35,94,37.234042553191486,37.244897959183675,19,23,82.6086956521739,20,17,37,29,6,2,13,30,92
Corie Blount,11.0,1994 - 2004,PF,681,10412,991,2105,47.07838479809976,3,27,11.11111111111111,988,2078,47.54571703561116,47.149643705463184,387,659,58.725341426403645,1145,1686,2831,473,342,278,540,1454,2372
Corliss Williamson,12.0,1996 - 2007,SF,888,19848,3778,7756,48.710675605982466,6,48,12.5,3772,7708,48.93617021276596,48.74935533780299,2081,2897,71.83293061788056,1281,2075,3356,1022,485,272,1397,2413,9643
