Player,Years,Seasons,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
A.C. Green,16.0,1986 - 2001,PF,1431,40671,4999,10160,49.202755905511815,136,537,25.32588454376164,4863,9623,50.53517614049673,49.87204724409449,3512,4782,73.44207444583856,3744,6813,10557,1530,1133,592,1580,2776,13646
A.J. Bramlett,1.0,2000 - 2000,C,8,61,4,21,19.047619047619047,0,0,,4,21,19.047619047619047,19.047619047619047,0,0,,12,10,22,0,1,0,3,13,8
A.J. English,2.0,1991 - 1992,SG,151,3108,617,1418,43.51198871650212,9,65,13.846153846153847,608,1353,44.93717664449372,43.829337094499294,259,333,77.77777777777779,140,175,315,320,57,24,203,287,1502
A.J. Guyton,3.0,2001 - 2003,PG,80,1246,166,440,37.72727272727273,73,193,37.82383419689119,93,247,37.65182186234818,46.02272727272727,37,45,82.22222222222221,22,58,80,147,20,12,62,58,442
A.J. Hammons,1.0,2017 - 2017,C,22,163,17,42,40.476190476190474,5,10,50.0,12,32,37.5,46.42857142857143,9,20,45.0,8,28,36,4,1,13,10,21,48
A.J. Price,6.0,2010 - 2015,PG,270,4016,563,1481,38.014854827819036,225,706,31.869688385269125,338,775,43.612903225806456,45.611073598919646,216,289,74.74048442906575,71,315,386,574,128,9,236,242,1567
A.J. Wynder,1.0,1991 - 1991,PG,6,39,3,12,25.0,0,1,0.0,3,11,27.27272727272727,25.0,6,8,75.0,1,2,3,8,1,0,4,1,12
Aaron Brooks,10.0,2008 - 2018,PG,685,14142,2384,5774,41.28853481122272,857,2330,36.78111587982833,1527,3444,44.33797909407666,48.709733287149284,970,1166,83.19039451114922,264,883,1147,1995,368,92,1048,1276,6595
Aaron Gordon,5.0,2015 - 2019,PF,341,9500,1605,3563,45.04630928992422,368,1146,32.11169284467714,1237,2417,51.179147703765,50.210496772382825,671,949,70.70600632244468,532,1580,2112,736,261,218,462,691,4249
Aaron Gray,7.0,2008 - 2014,C,326,3947,449,879,51.080773606370876,0,3,0.0,449,876,51.25570776255708,51.080773606370876,189,339,55.75221238938053,434,778,1212,209,96,89,271,691,1087
Aaron Harrison,3.0,2016 - 2018,SG,37,350,24,92,26.08695652173913,12,55,21.818181818181817,12,37,32.432432432432435,32.608695652173914,19,31,61.29032258064516,8,35,43,16,15,2,7,40,79
Aaron Holiday,1.0,2019 - 2019,PG,50,646,105,262,40.0763358778626,43,127,33.85826771653544,62,135,45.925925925925924,48.282442748091604,41,50,82.0,5,62,67,87,21,13,40,71,294
Aaron Jackson,1.0,2018 - 2018,PG,8,52,5,13,38.46153846153847,1,6,16.666666666666664,4,7,57.14285714285714,42.30769230769231,2,4,50.0,4,3,7,3,0,0,3,6,13
Aaron McKie,13.0,1995 - 2007,SG,868,21295,2534,5792,43.75,443,1252,35.38338658146965,2091,4540,46.05726872246696,47.574240331491715,1070,1370,78.1021897810219,527,2333,2860,2363,993,175,1160,1779,6581
Aaron Miles,1.0,2006 - 2006,PG,19,118,6,18,33.33333333333333,0,0,,6,18,33.33333333333333,33.33333333333333,4,4,100.0,0,14,14,24,4,1,11,13,16
Aaron Swinson,1.0,1995 - 1995,SF,9,51,10,18,55.55555555555556,0,0,,10,18,55.55555555555556,55.55555555555556,4,5,80.0,3,5,8,3,1,0,5,8,24
Aaron Williams,14.0,1994 - 2008,PF,768,12912,1686,3428,49.183197199533254,1,17,5.88235294117647,1685,3411,49.39900322486074,49.1977829638273,1044,1407,74.20042643923242,1081,1889,2970,523,296,580,715,1923,4417
Abdel Nader,2.0,2018 - 2019,SF,120,1249,146,379,38.522427440633244,55,169,32.544378698224854,91,210,43.333333333333336,45.77836411609499,52,79,65.82278481012658,28,162,190,49,36,23,62,115,399
Acie Earl,4.0,1994 - 1997,C,194,2522,362,899,40.266963292547274,0,9,0.0,362,890,40.67415730337079,40.266963292547274,258,389,66.32390745501286,191,328,519,61,63,127,170,355,982
Acie Law,4.0,2008 - 2011,PG,201,2474,272,654,41.59021406727829,28,118,23.728813559322035,244,536,45.52238805970149,43.730886850152906,182,232,78.44827586206897,34,165,199,323,85,4,154,201,754
Adam Harrington,1.0,2003 - 2003,SG,19,111,11,37,29.72972972972973,5,14,35.714285714285715,6,23,26.08695652173913,36.486486486486484,3,4,75.0,1,7,8,12,2,1,2,8,30
Adam Keefe,9.0,1993 - 2001,PF,681,11010,1193,2364,50.465313028764804,2,16,12.5,1191,2348,50.724020442930154,50.50761421319797,909,1279,71.0711493354183,1046,1660,2706,446,327,182,573,1197,3297
Adam Morrison,3.0,2007 - 2010,SF,163,3291,471,1261,37.351308485329106,124,377,32.891246684350136,347,884,39.25339366515837,42.2680412371134,142,200,71.0,84,263,347,223,40,12,172,275,1208
Adonal Foyle,12.0,1998 - 2009,C,741,13081,1320,2771,47.63623240707326,0,2,0.0,1320,2769,47.670639219935,47.63623240707326,353,707,49.929278642149924,1301,2166,3467,344,264,1193,600,1577,2993
Adonis Jordan,2.0,1994 - 1999,PG,10,97,8,27,29.629629629629626,3,12,25.0,5,15,33.33333333333333,35.18518518518518,2,4,50.0,3,3,6,22,3,1,8,6,21
Adonis Thomas,1.0,2014 - 2014,SF,6,37,6,14,42.857142857142854,1,5,20.0,5,9,55.55555555555556,46.42857142857143,1,1,100.0,0,3,3,3,0,0,1,6,14
Adreian Payne,4.0,2015 - 2018,PF,107,1403,174,429,40.55944055944056,15,59,25.423728813559322,159,370,42.972972972972975,42.30769230769231,66,97,68.04123711340206,79,236,315,66,45,27,90,203,429
Adrian Branch,4.0,1987 - 1990,SF,142,1476,335,751,44.607190412782955,9,40,22.5,326,711,45.85091420534459,45.206391478029296,171,233,73.39055793991416,117,147,264,103,85,17,130,203,850
Adrian Caldwell,6.0,1990 - 1998,PF,199,1607,165,339,48.67256637168141,0,3,0.0,165,336,49.107142857142854,48.67256637168141,62,137,45.25547445255474,180,317,497,33,56,41,126,270,392
Adrian Griffin,9.0,2000 - 2008,SG,525,8629,859,1946,44.14182939362796,51,185,27.56756756756757,808,1761,45.88302101078933,45.452209660842755,312,409,76.28361858190709,560,1097,1657,698,463,62,357,966,2081
Al Harrington,16.0,1999 - 2014,PF,1036,29133,5176,11714,44.186443571794435,1009,2879,35.04689128169503,4167,8835,47.164685908319186,48.49325593307154,2276,3149,72.27691330581136,1564,4150,5714,1686,901,266,1898,3228,13637
Al Horford,12.0,2008 - 2019,C,897,29634,5306,10137,52.3429022393213,421,1128,37.322695035460995,4885,9009,54.223554223554224,54.41945348722502,1587,2095,75.75178997613365,1915,5577,7492,2928,727,1083,1443,2080,12620
Al Jefferson,14.0,2005 - 2018,C,936,26850,6282,12589,49.90070696639924,8,67,11.940298507462686,6274,12522,50.103817281584405,49.93248073715148,2036,2867,71.01499825601674,2098,5742,7840,1369,642,1112,1227,2392,14608
Al Thornton,4.0,2008 - 2011,SF,296,8274,1368,3029,45.16342027071641,78,266,29.32330827067669,1290,2763,46.68838219326818,46.450973918785074,713,954,74.73794549266248,392,841,1233,353,185,152,424,771,3527
Al Wood,6.0,1982 - 1987,SG,422,10096,2006,4310,46.54292343387471,40,191,20.94240837696335,1966,4119,47.73003156105851,47.00696055684455,910,1155,78.78787878787878,466,830,1296,752,311,160,576,960,4962
Al-Farouq Aminu,9.0,2011 - 2019,SF,694,17650,2002,4704,42.55952380952381,581,1689,34.399052693901716,1421,3015,47.131011608623545,48.735119047619044,919,1231,74.65475223395613,990,3286,4276,862,666,404,860,1309,5504
Alaa Abdelnaby,5.0,1991 - 1995,PF,273,3306,638,1276,50.0,0,3,0.0,638,1273,50.11783189316576,50.0,227,325,69.84615384615384,286,580,866,88,71,70,258,495,1503
Alan Anderson,8.0,2006 - 2017,SF,348,7196,893,2187,40.83219021490627,350,1010,34.65346534653465,543,1177,46.13423959218352,48.83401920438957,422,522,80.84291187739464,163,604,767,393,196,32,308,643,2558
Alan Hardy,2.0,1981 - 1982,SG,60,421,84,195,43.07692307692308,0,5,0.0,84,190,44.21052631578947,43.07692307692308,25,39,64.1025641025641,22,31,53,23,10,13,31,45,193
Alan Henderson,12.0,1996 - 2007,PF,688,14292,2046,4343,47.1102924245913,5,27,18.51851851851852,2041,4316,47.28915662650602,47.167856320515774,1177,1834,64.17666303162486,1476,1874,3350,408,371,307,741,1512,5274
Alan Ogg,3.0,1991 - 1993,C,83,672,76,155,49.03225806451613,0,2,0.0,76,153,49.673202614379086,49.03225806451613,26,46,56.52173913043478,48,86,134,13,13,61,30,135,178
Alan Williams,4.0,2016 - 2019,PF,67,872,163,322,50.621118012422365,0,2,0.0,163,320,50.9375,50.621118012422365,87,139,62.589928057553955,115,256,371,39,37,38,51,155,413
Alando Tucker,3.0,2008 - 2010,SF,51,426,77,182,42.30769230769231,10,34,29.411764705882355,67,148,45.27027027027027,45.05494505494506,47,60,78.33333333333333,29,20,49,16,5,2,19,22,211
Albert King,9.0,1982 - 1992,SF,555,13460,2844,6173,46.0716021383444,59,218,27.06422018348624,2785,5955,46.76742233417296,46.549489713267455,1050,1333,78.76969242310578,804,1568,2372,1220,478,204,1198,1693,6797
Alec Burks,8.0,2012 - 2019,SG,442,9235,1452,3438,42.23385689354276,298,835,35.688622754491014,1154,2603,44.333461390703036,46.567771960442116,995,1287,77.31157731157731,261,1078,1339,749,266,76,548,752,4197
Alec Kessler,4.0,1991 - 1994,PF,212,2949,425,1000,42.5,10,24,41.66666666666667,415,976,42.52049180327869,43.0,226,303,74.58745874587459,258,494,752,81,39,71,193,452,1086
Alec Peters,1.0,2018 - 2018,PF,20,225,28,74,37.83783783783784,18,58,31.03448275862069,10,16,62.5,50.0,8,10,80.0,8,29,37,12,2,2,4,13,82
Aleksandar Djordjevic,1.0,1997 - 1997,SG,8,61,8,16,50.0,5,7,71.42857142857143,3,9,33.33333333333333,65.625,4,5,80.0,1,4,5,5,0,0,5,3,25
Aleksandar Radojevic,2.0,2000 - 2005,C,15,152,8,26,30.76923076923077,0,0,,8,26,30.76923076923077,30.76923076923077,10,16,62.5,11,25,36,7,2,3,20,37,26
Alex Abrines,3.0,2017 - 2019,SG,185,2967,321,832,38.581730769230774,230,625,36.8,91,207,43.96135265700483,52.40384615384615,100,114,87.71929824561403,54,219,273,94,97,24,73,310,972
Alex Acker,2.0,2006 - 2009,SG,30,234,34,92,36.95652173913043,8,25,32.0,26,67,38.80597014925373,41.30434782608695,5,10,50.0,9,20,29,16,6,4,11,13,81
Alex Blackwell,1.0,1993 - 1993,SF,27,109,14,42,33.33333333333333,0,3,0.0,14,39,35.8974358974359,33.33333333333333,6,8,75.0,10,13,23,7,4,2,5,14,34
Alex Bradley,1.0,1982 - 1982,SF,39,331,54,103,52.42718446601942,0,1,0.0,54,102,52.94117647058824,52.42718446601942,29,48,60.416666666666664,31,34,65,11,12,5,28,37,137
Alex Caruso,2.0,2018 - 2019,PG,62,1093,127,289,43.944636678200695,37,93,39.784946236559136,90,196,45.91836734693878,50.34602076124568,72,94,76.59574468085107,35,97,132,152,47,19,84,106,363
Alex Garcia,2.0,2004 - 2005,SG,10,159,19,59,32.20338983050847,5,18,27.77777777777778,14,41,34.146341463414636,36.440677966101696,4,6,66.66666666666666,7,8,15,18,6,1,9,15,47
Alex Kirk,1.0,2015 - 2015,C,5,14,1,4,25.0,0,0,,1,4,25.0,25.0,2,2,100.0,1,0,1,1,0,0,0,1,4
Alex Len,6.0,2014 - 2019,C,412,8200,1240,2544,48.742138364779876,80,229,34.93449781659388,1160,2315,50.10799136069114,50.314465408805034,715,1029,69.48493683187561,848,1751,2599,345,168,413,522,1111,3275
Alex Poythress,3.0,2017 - 2019,PF,52,566,76,161,47.20496894409938,19,53,35.84905660377358,57,108,52.77777777777778,53.105590062111794,26,39,66.66666666666666,47,75,122,24,10,13,18,77,197
Alex Scales,1.0,2006 - 2006,SG,1,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Alex Stepheson,1.0,2016 - 2016,PF,8,73,9,27,33.33333333333333,0,0,,9,27,33.33333333333333,33.33333333333333,4,12,33.33333333333333,19,9,28,2,1,5,0,12,22
Alex Stivrins,2.0,1986 - 1993,PF-SF,22,90,20,43,46.51162790697674,0,2,0.0,20,41,48.78048780487805,46.51162790697674,4,8,50.0,10,12,22,4,2,2,10,13,44
Alexander Johnson,2.0,2007 - 2008,PF,102,1302,152,294,51.70068027210885,0,0,,152,294,51.70068027210885,51.70068027210885,135,201,67.16417910447761,82,193,275,30,38,45,89,217,439
Alexander Volkov,2.0,1990 - 1992,C,149,2453,388,853,45.48651817116061,48,144,33.33333333333333,340,709,47.95486600846262,48.30011723329425,195,318,61.32075471698113,155,229,384,333,102,52,154,344,1019
Alexey Shved,3.0,2013 - 2015,SG,182,3271,445,1207,36.868268434134215,162,529,30.623818525519848,283,678,41.740412979351035,43.579121789560894,297,390,76.15384615384615,85,270,355,460,110,49,243,201,1349
Alexis Ajinca,7.0,2009 - 2017,C,296,3915,649,1287,50.427350427350426,12,42,28.57142857142857,637,1245,51.16465863453815,50.893550893550895,251,315,79.68253968253968,346,805,1151,144,103,181,249,663,1561
Alfonzo McKinnie,2.0,2018 - 2019,SF,86,1056,142,290,48.96551724137931,45,127,35.43307086614173,97,163,59.50920245398773,56.72413793103448,29,51,56.86274509803921,82,172,254,32,19,16,33,142,358
Alfredrick Hughes,1.0,1986 - 1986,SG,71,884,156,381,40.94488188976378,3,17,17.647058823529413,153,364,42.032967032967036,41.338582677165356,49,84,58.333333333333336,49,64,113,62,27,5,64,82,364
Alize Johnson,1.0,2019 - 2019,PF,14,64,4,16,25.0,1,2,50.0,3,14,21.428571428571427,28.125,4,8,50.0,4,15,19,1,1,3,0,7,13
Allan Houston,12.0,1994 - 2005,SG,902,30836,5772,12987,44.44444444444444,1381,3428,40.28588098016336,4391,9559,45.935767339679884,49.76129976129976,2840,3282,86.53260207190738,372,2246,2618,2129,609,149,1923,2213,15765
Allan Ray,1.0,2007 - 2007,SG,47,710,100,259,38.61003861003861,48,116,41.37931034482759,52,143,36.36363636363637,47.87644787644788,42,55,76.36363636363637,18,51,69,43,20,3,42,85,290
Allen Crabbe,6.0,2014 - 2019,SG,361,8905,1214,2813,43.156772129399215,601,1527,39.35821872953504,613,1286,47.66718506998445,53.83931745467473,389,470,82.76595744680851,103,940,1043,419,218,102,276,750,3418
Allen Iverson,14.0,1997 - 2010,SG,985,40787,9222,21788,42.32605103726822,1182,3759,31.444533120510776,8040,18029,44.59481945754063,45.038553332109416,6853,8794,77.92813281783035,804,2863,3667,6049,2130,178,3483,1934,26479
Allonzo Trier,1.0,2019 - 2019,SG,64,1459,232,518,44.78764478764479,52,132,39.39393939393939,180,386,46.63212435233161,49.80694980694981,179,223,80.26905829596413,31,166,197,119,28,14,116,117,695
Alonzo Gee,8.0,2010 - 2017,SF,418,9074,1001,2309,43.35210047639671,186,572,32.51748251748251,815,1737,46.91997697179045,47.379818103074925,566,751,75.36617842876166,389,972,1361,442,379,101,447,792,2754
Alonzo Mourning,15.0,1993 - 2008,C,933,28572,5557,10562,52.61314145048286,29,108,26.851851851851855,5528,10454,52.879280658121296,52.75042605567128,4459,6481,68.80111093966981,2363,5439,7802,1027,459,2571,2435,3140,15602
Alphonso Ford,2.0,1994 - 1995,PG,11,114,16,52,30.76923076923077,1,10,10.0,15,42,35.714285714285715,31.73076923076923,2,4,50.0,8,12,20,10,3,0,9,7,35
Alton Ford,3.0,2002 - 2004,PF,73,524,70,138,50.72463768115942,0,0,,70,138,50.72463768115942,50.72463768115942,46,66,69.6969696969697,35,89,124,11,6,8,37,115,186
Alton Lister,16.0,1982 - 1998,C,1040,20762,2755,5384,51.17013372956909,1,11,9.090909090909092,2754,5373,51.256281407035175,51.17942050520059,1404,2337,60.07702182284981,2023,4479,6502,984,390,1615,1576,3498,6915
Alvin Heggs,1.0,1996 - 1996,SF,4,14,3,5,60.0,0,0,,3,5,60.0,60.0,2,3,66.66666666666666,1,1,2,0,0,0,0,0,8
Alvin Jones,1.0,2002 - 2002,C,25,131,8,20,40.0,0,0,,8,20,40.0,40.0,10,20,50.0,13,24,37,3,3,9,12,35,26
Alvin Robertson,10.0,1985 - 1996,SG,792,25159,4514,9443,47.80260510431007,242,817,29.620563035495717,4272,8626,49.524692789241826,49.08397754950757,1874,2520,74.36507936507937,1648,2487,4135,4010,2148,325,2155,2691,11144
Alvin Sims,1.0,1999 - 1999,SG,4,25,4,10,40.0,1,1,100.0,3,9,33.33333333333333,45.0,2,5,40.0,3,1,4,5,2,0,6,2,11
Alvin Williams,9.0,1998 - 2007,PG,478,13293,1757,4185,41.98327359617682,221,706,31.303116147308778,1536,3479,44.15061799367634,44.623655913978496,651,858,75.87412587412588,260,939,1199,1955,570,119,647,943,4386
Amal McCaskill,4.0,1997 - 2004,C,116,975,83,218,38.07339449541284,0,3,0.0,83,215,38.604651162790695,38.07339449541284,43,72,59.72222222222222,75,141,216,37,24,36,52,133,209
Amar'e Stoudemire,14.0,2003 - 2016,PF,924,28652,6433,12028,53.483538410375786,34,143,23.776223776223777,6399,11885,53.84097602019352,53.624875290987696,4555,5995,75.97998331943286,2229,4977,7206,1114,699,1158,2135,2949,17455
Amile Jefferson,1.0,2019 - 2019,PF,12,68,10,16,62.5,0,0,,10,16,62.5,62.5,7,8,87.5,6,15,21,3,3,3,1,8,27
Amir Johnson,14.0,2006 - 2019,PF,920,19052,2670,4668,57.19794344473008,108,331,32.62839879154079,2562,4337,59.0730919990777,58.354755784061695,913,1359,67.18175128771155,1792,3082,4874,1101,535,865,972,2680,6361
Anderson Varejao,13.0,2005 - 2017,C,715,16744,1969,3872,50.85227272727273,1,47,2.127659574468085,1968,3825,51.450980392156865,50.86518595041323,1062,1687,62.951985773562534,1663,3274,4937,785,606,446,656,1867,5001
Andrae Patterson,2.0,1999 - 2000,PF,42,311,46,101,45.54455445544555,0,5,0.0,46,96,47.91666666666667,45.54455445544555,28,36,77.77777777777779,32,39,71,18,20,7,24,67,120
Andray Blatche,9.0,2006 - 2014,PF,591,12886,2395,5124,46.740827478532395,52,222,23.423423423423422,2343,4902,47.796817625459,47.24824355971897,1044,1440,72.5,1088,2057,3145,812,502,469,935,1435,5886
Andre Barrett,4.0,2005 - 2008,PG,67,819,89,241,36.92946058091287,17,69,24.637681159420293,72,172,41.86046511627907,40.45643153526971,24,33,72.72727272727273,21,50,71,135,29,1,47,69,219
Andre Brown,3.0,2007 - 2009,PF,75,598,82,159,51.57232704402516,0,1,0.0,82,158,51.89873417721519,51.57232704402516,33,66,50.0,70,108,178,11,14,8,48,73,197
Andre Dawkins,1.0,2015 - 2015,SG,4,22,1,6,16.666666666666664,1,6,16.666666666666664,0,0,,25.0,0,0,,0,2,2,1,0,0,1,3,3
Andre Drummond,7.0,2013 - 2019,C,546,16842,3271,6030,54.24543946932007,10,69,14.492753623188406,3261,5961,54.705586311021634,54.328358208955216,1176,2634,44.64692482915717,2620,4840,7460,626,727,851,973,1714,7728
Andre Emmett,2.0,2005 - 2012,SG,14,73,6,13,46.15384615384615,0,1,0.0,6,12,50.0,46.15384615384615,8,13,61.53846153846154,2,6,8,1,2,1,3,6,20
Andre Iguodala,15.0,2005 - 2019,SF,1232,41129,5326,11470,46.43417611159546,1125,3350,33.582089552238806,4201,8120,51.73645320197045,51.33827375762859,3029,4329,69.96996996996997,1168,5075,6243,5308,1835,600,2303,2255,14806
Andre Ingram,2.0,2018 - 2019,SG,6,79,8,23,34.78260869565217,5,12,41.66666666666667,3,11,27.27272727272727,45.65217391304348,3,3,100.0,2,6,8,7,4,3,4,3,24
Andre McCarter,1.0,1981 - 1981,PG,43,448,51,135,37.77777777777778,2,8,25.0,49,127,38.582677165354326,38.51851851851852,18,24,75.0,16,23,39,73,14,0,24,36,122
Andre Miller,17.0,2000 - 2016,PG,1372,42196,6363,13840,45.975433526011564,216,948,22.78481012658228,6147,12892,47.68073223704623,46.755780346820806,4194,5208,80.52995391705069,1460,3576,5036,8804,1604,232,3265,3033,17136
Andre Moore,1.0,1988 - 1988,PF-SF,10,50,9,27,33.33333333333333,0,0,,9,27,33.33333333333333,33.33333333333333,6,8,75.0,6,8,14,6,2,1,4,6,24
Andre Owens,2.0,2006 - 2008,PG,54,602,67,181,37.01657458563536,21,56,37.5,46,125,36.8,42.81767955801105,37,52,71.15384615384616,24,44,68,55,18,3,37,62,192
Andre Roberson,5.0,2014 - 2018,SG,320,7316,627,1303,48.119723714504985,127,475,26.736842105263158,500,828,60.38647342995169,52.993092862624714,133,302,44.03973509933775,391,931,1322,280,299,231,199,701,1514
Andre Spencer,2.0,1993 - 1994,SF,48,771,125,281,44.48398576512456,0,2,0.0,125,279,44.80286738351255,44.48398576512456,96,131,73.2824427480916,68,86,154,46,36,14,47,107,346
Andre Turner,6.0,1987 - 1992,PG,178,2712,328,775,42.32258064516129,17,68,25.0,311,707,43.988684582743986,43.41935483870968,152,198,76.76767676767676,64,212,276,570,148,3,220,217,825
Andrea Bargnani,10.0,2007 - 2016,PF,561,16091,2967,6761,43.88404082236356,638,1804,35.36585365853659,2329,4957,46.98406294129514,48.602277769560715,1399,1698,82.39104829210837,534,2038,2572,661,216,476,860,1369,7971
Andreas Glyniadakis,1.0,2007 - 2007,C,13,81,8,17,47.05882352941176,0,0,,8,17,47.05882352941176,47.05882352941176,1,2,50.0,2,6,8,1,0,0,9,19,17
Andrei Kirilenko,13.0,2002 - 2015,SF,852,25407,3315,7017,47.24241128687473,377,1233,30.57583130575831,2938,5784,50.79529737206086,49.92874447769702,2904,3847,75.48739277358982,1475,3089,4564,2274,1162,1548,1591,1738,9911
Andres Guibert,2.0,1994 - 1995,PF,22,200,22,67,32.83582089552239,0,4,0.0,22,63,34.92063492063492,32.83582089552239,16,25,64.0,26,35,61,12,8,2,18,35,60
Andres Nocioni,8.0,2005 - 2012,SF,537,12652,2037,4718,43.17507418397626,616,1653,37.26557773744707,1421,3065,46.362153344208814,49.70326409495549,1024,1282,79.87519500780031,370,2064,2434,645,223,241,763,1461,5714
Andrew Bogut,14.0,2006 - 2019,C,764,21166,3135,5850,53.58974358974359,3,28,10.714285714285714,3132,5822,53.79594641016833,53.61538461538462,854,1553,54.9903412749517,1890,4662,6552,1651,476,1178,1279,2387,7127
Andrew Bynum,8.0,2006 - 2014,C,492,12479,2193,3996,54.87987987987988,1,9,11.11111111111111,2192,3987,54.97868071231502,54.892392392392395,1141,1645,69.36170212765957,1189,2529,3718,538,157,767,722,1227,5528
Andrew DeClercq,10.0,1996 - 2005,C,600,10014,1138,2241,50.78090138331102,0,2,0.0,1138,2239,50.826261723983926,50.78090138331102,587,947,61.98521647307286,1040,1487,2527,342,394,308,562,1834,2863
Andrew Gaze,2.0,1994 - 1999,SG,26,128,16,42,38.095238095238095,9,24,37.5,7,18,38.88888888888889,48.80952380952381,2,2,100.0,3,9,12,11,4,2,7,16,43
Andrew Goudelock,3.0,2012 - 2016,SG,58,576,98,241,40.66390041493776,32,96,33.33333333333333,66,145,45.51724137931035,47.30290456431535,16,18,88.88888888888889,8,34,42,27,15,2,35,44,244
Andrew Harrison,3.0,2017 - 2019,PG,151,3106,327,871,37.54305396096441,100,336,29.761904761904763,227,535,42.429906542056074,43.28358208955223,297,380,78.15789473684211,56,242,298,412,98,50,181,380,1051
Andrew Lang,12.0,1989 - 2000,C,779,16027,1848,3938,46.927374301675975,5,21,23.809523809523807,1843,3917,47.051314781720706,46.99085830370747,923,1238,74.55573505654282,1232,2414,3646,436,347,1149,736,2149,4624
Andrew Nicholson,5.0,2013 - 2017,PF,285,4080,708,1517,46.671061305207644,87,271,32.10332103321033,621,1246,49.83948635634029,49.5385629531971,197,255,77.25490196078432,188,669,857,126,74,95,212,458,1700
Andrew Toney,8.0,1981 - 1988,SG,540,14754,3344,6733,49.66582504084361,150,454,33.03964757709251,3194,6279,50.86797260710304,50.77974157136492,1874,2356,79.54159592529712,291,886,1177,2288,427,123,1651,1606,8712
Andrew White,1.0,2018 - 2018,SF,15,209,25,73,34.24657534246575,18,49,36.734693877551024,7,24,29.166666666666668,46.57534246575342,1,4,25.0,4,30,34,6,3,1,8,12,69
Andrew Wiggins,5.0,2015 - 2019,SF,405,14548,2897,6578,44.040741866828824,436,1312,33.23170731707317,2461,5266,46.73376376756552,47.35481909394953,1617,2203,73.39990921470722,511,1218,1729,877,409,227,831,868,7847
Andris Biedrins,10.0,2005 - 2014,C,530,11430,1459,2446,59.64840556009812,0,2,0.0,1459,2444,59.69721767594108,59.64840556009812,399,796,50.12562814070351,1211,2496,3707,473,339,599,489,1661,3317
Andy Panko,1.0,2001 - 2001,SF,1,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Andy Rautins,1.0,2011 - 2011,SG,5,24,3,7,42.857142857142854,1,4,25.0,2,3,66.66666666666666,50.0,1,2,50.0,0,1,1,3,1,0,7,0,8
Andy Toolson,2.0,1991 - 1996,SF,62,527,58,148,39.189189189189186,15,45,33.33333333333333,43,103,41.74757281553398,44.25675675675676,28,37,75.67567567567568,32,41,73,33,15,2,26,70,159
Anfernee Hardaway,14.0,1994 - 2008,SG,768,26351,4451,9749,45.65596471432967,604,1857,32.525578890683896,3847,7892,48.7455651292448,48.753718330085135,2482,3221,77.05681465383421,1076,2373,3449,3919,1244,360,1974,1759,11988
Anfernee Simons,1.0,2019 - 2019,SG,20,141,28,63,44.44444444444444,10,29,34.48275862068966,18,34,52.94117647058824,52.38095238095239,9,16,56.25,3,10,13,13,1,0,11,9,75
Angel Delgado,1.0,2019 - 2019,C,2,15,1,5,20.0,0,0,,1,5,20.0,20.0,1,2,50.0,2,2,4,0,1,0,0,2,3
Ansu Sesay,4.0,2002 - 2005,SF,131,1361,164,379,43.27176781002638,8,29,27.586206896551722,156,350,44.57142857142857,44.327176781002635,72,112,64.28571428571429,104,133,237,66,38,34,60,170,408
Antawn Jamison,16.0,1999 - 2014,PF,1129,39244,7982,17701,45.09349754251172,1223,3541,34.53826602654617,6759,14160,47.733050847457626,48.54810462685724,3646,5037,72.38435576732182,2646,5841,8487,1819,1084,454,1784,2719,20833
Ante Zizic,2.0,2018 - 2019,C,99,1319,237,408,58.08823529411765,0,0,,237,408,58.08823529411765,58.08823529411765,117,167,70.05988023952095,133,253,386,59,15,36,74,145,591
Anthony Avent,6.0,1993 - 2000,PF,361,6809,823,2039,40.36292300147131,0,3,0.0,823,2036,40.422396856581535,40.36292300147131,340,493,68.96551724137932,572,1031,1603,279,166,212,419,837,1986
Anthony Bennett,4.0,2014 - 2017,PF,151,1905,251,641,39.15756630265211,36,138,26.08695652173913,215,503,42.74353876739563,41.96567862714509,120,179,67.0391061452514,132,340,472,77,58,27,99,206,658
Anthony Bonner,6.0,1991 - 1996,PF,341,7544,898,1917,46.84402712571727,2,17,11.76470588235294,896,1900,47.1578947368421,46.8961919666145,446,758,58.839050131926115,729,1035,1764,447,352,85,466,815,2244
Anthony Bowie,8.0,1989 - 1998,SG,501,8659,1283,2703,47.46577876433592,72,218,33.02752293577982,1211,2485,48.732394366197184,48.79763226045135,396,479,82.6722338204593,306,744,1050,873,293,109,492,758,3034
Anthony Brown,3.0,2016 - 2018,SF,41,762,58,177,32.7683615819209,28,98,28.57142857142857,30,79,37.9746835443038,40.67796610169492,17,20,85.0,17,86,103,28,19,6,21,49,161
Anthony Carter,13.0,2000 - 2012,PG,662,12887,1307,3222,40.56486654252017,120,491,24.43991853360489,1187,2731,43.463932625411935,42.427063935443826,449,636,70.59748427672956,267,1132,1399,2489,633,121,1010,1170,3183
