Player,Years,Seasons,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Darius Washington,1.0,2008 - 2008,SG,18,8.11,1.17,2.67,43.82022471910112,0.22,0.67,32.83582089552239,0.94,2.0,47.0,47.940074906367045,0.39,0.72,54.16666666666667,0.22,0.89,1.11,0.83,0.28,0.0,0.78,0.89,2.94
Darko Milicic,10.0,2004 - 2013,C,468,18.46,2.56,5.56,46.043165467625904,0.0,0.01,0.0,2.56,5.55,46.126126126126124,46.043165467625904,0.9,1.57,57.324840764331206,1.34,2.87,4.21,0.87,0.44,1.31,1.22,2.28,6.01
Darnell Jackson,3.0,2009 - 2011,PF,138,7.53,0.89,1.99,44.72361809045226,0.03,0.12,25.0,0.86,1.86,46.236559139784944,45.47738693467337,0.42,0.65,64.61538461538461,0.65,0.82,1.47,0.19,0.17,0.08,0.36,1.15,2.23
Darrell Armstrong,9.0,2000 - 2008,PG,659,24.46,3.23,7.92,40.782828282828284,1.16,3.5,33.14285714285714,2.06,4.42,46.60633484162896,48.10606060606061,1.67,1.92,86.97916666666666,0.76,2.05,2.81,4.01,1.36,0.12,1.79,1.66,9.28
Darrell Arthur,9.0,2009 - 2018,PF,503,17.78,2.75,6.18,44.49838187702266,0.32,0.91,35.16483516483516,2.43,5.27,46.11005692599621,47.087378640776706,0.71,0.93,76.34408602150536,1.09,2.43,3.51,0.81,0.61,0.61,0.84,2.45,6.52
Darren Collison,10.0,2010 - 2019,PG,708,29.37,4.62,9.8,47.14285714285714,0.9,2.27,39.647577092511014,3.72,7.52,49.468085106382986,51.73469387755102,2.38,2.79,85.30465949820788,0.47,2.19,2.66,5.0,1.16,0.15,1.95,1.7,12.51
Darrick Martin,8.0,2000 - 2008,PG,220,9.79,1.25,3.58,34.91620111731844,0.43,1.32,32.57575757575758,0.82,2.26,36.283185840707965,40.92178770949721,0.83,1.02,81.37254901960785,0.1,0.44,0.53,1.41,0.32,0.01,0.52,1.08,3.75
Darrun Hilliard,3.0,2016 - 2018,SG,91,9.44,1.14,3.03,37.62376237623762,0.34,1.12,30.357142857142854,0.8,1.91,41.88481675392671,43.23432343234323,0.62,0.82,75.60975609756098,0.08,0.86,0.93,0.78,0.24,0.03,0.56,0.81,3.24
Darryl Watkins,2.0,2008 - 2012,C,14,12.07,0.86,2.07,41.54589371980676,0.0,0.0,,0.86,2.07,41.54589371980676,41.54589371980676,0.79,1.64,48.170731707317074,0.93,1.86,2.79,0.21,0.5,0.43,1.07,1.57,2.5
Darvin Ham,6.0,2000 - 2005,SF,310,13.63,1.15,2.23,51.56950672645739,0.01,0.05,20.0,1.13,2.17,52.07373271889401,51.793721973094165,0.64,1.27,50.39370078740157,1.2,1.31,2.5,0.64,0.34,0.39,0.8,1.91,2.94
Daryl Macon,1.0,2019 - 2019,SG,8,11.25,1.25,3.38,36.98224852071006,0.62,1.38,44.92753623188406,0.62,2.0,31.0,46.15384615384615,0.5,0.88,56.81818181818182,0.25,1.25,1.5,0.88,0.12,0.0,0.75,1.0,3.62
David Andersen,2.0,2010 - 2011,C,103,12.27,1.97,4.48,43.97321428571428,0.34,0.98,34.693877551020414,1.63,3.5,46.57142857142857,47.76785714285714,0.58,0.86,67.44186046511628,0.72,2.12,2.83,0.55,0.19,0.2,0.57,1.54,4.86
David Benoit,1.0,2001 - 2001,SF,49,9.1,1.45,3.0,48.333333333333336,0.1,0.27,37.03703703703704,1.35,2.73,49.45054945054945,50.0,0.63,0.8,78.75,0.41,1.24,1.65,0.45,0.12,0.12,0.57,1.53,3.63
David Harrison,4.0,2005 - 2008,C,189,14.21,1.98,3.74,52.94117647058824,0.0,0.0,,1.98,3.74,52.94117647058824,52.94117647058824,1.06,2.03,52.21674876847291,0.97,1.93,2.9,0.25,0.34,0.98,1.14,2.85,5.02
David Lee,12.0,2006 - 2017,PF,829,29.3,5.53,10.33,53.533397870280744,0.0,0.03,0.0,5.53,10.3,53.689320388349515,53.533397870280744,2.48,3.22,77.01863354037266,2.59,6.24,8.83,2.2,0.75,0.4,1.75,2.62,13.55
David Noel,1.0,2007 - 2007,PF,68,11.65,0.96,2.6,36.92307692307692,0.25,0.78,32.05128205128205,0.71,1.82,39.01098901098901,41.730769230769226,0.54,0.63,85.71428571428572,0.62,1.19,1.81,0.96,0.37,0.13,0.59,1.13,2.71
David Nwaba,3.0,2017 - 2019,SG,141,21.47,2.66,5.43,48.98710865561694,0.3,0.94,31.914893617021278,2.35,4.5,52.22222222222223,51.74953959484346,1.53,2.32,65.94827586206897,1.04,2.87,3.91,1.22,0.77,0.38,0.83,2.13,7.16
David Robinson,4.0,2000 - 2003,C,302,29.49,4.85,9.75,49.74358974358974,0.0,0.01,0.0,4.85,9.75,49.74358974358974,49.74358974358974,3.78,5.26,71.86311787072243,2.5,6.16,8.66,1.37,1.04,2.09,1.57,2.58,13.49
David Stockton,2.0,2015 - 2018,PG,6,7.0,0.67,1.5,44.66666666666667,0.5,0.83,60.24096385542169,0.17,0.67,25.37313432835821,61.33333333333334,1.17,1.67,70.05988023952095,0.0,0.33,0.33,1.5,0.33,0.0,0.83,0.67,3.0
David Vanterpool,1.0,2001 - 2001,PG,22,18.68,2.09,5.0,41.8,0.0,0.27,0.0,2.09,4.73,44.1860465116279,41.8,1.36,2.27,59.91189427312775,0.68,1.0,1.68,3.0,1.05,0.14,1.68,2.0,5.55
David Wear,1.0,2015 - 2015,PF,2,3.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0
David Wesley,8.0,2000 - 2007,SG,551,33.69,4.78,11.65,41.03004291845493,1.31,3.61,36.28808864265928,3.47,8.04,43.159203980099505,46.65236051502146,2.32,2.95,78.64406779661016,0.5,1.93,2.44,3.62,1.19,0.15,1.69,2.42,13.2
David West,15.0,2004 - 2018,PF,1034,28.19,5.52,11.14,49.55116696588868,0.06,0.21,28.57142857142857,5.46,10.93,49.95425434583714,49.820466786355475,2.49,3.04,81.90789473684211,1.73,4.65,6.37,2.2,0.74,0.82,1.61,2.33,13.57
David Wingate,2.0,2000 - 2001,SG,8,5.12,0.5,1.5,33.33333333333333,0.0,0.0,,0.5,1.5,33.33333333333333,33.33333333333333,0.0,0.0,,0.12,0.12,0.25,0.62,0.12,0.25,0.25,1.0,1.0
Davis Bertans,3.0,2017 - 2019,PF,220,16.03,2.13,4.79,44.46764091858037,1.4,3.47,40.345821325648416,0.73,1.32,55.3030303030303,59.081419624217126,0.55,0.65,84.61538461538461,0.29,2.05,2.34,1.0,0.37,0.4,0.5,1.37,6.2
Davon Reed,2.0,2018 - 2019,SG,31,9.32,0.87,2.84,30.63380281690141,0.42,1.35,31.111111111111107,0.45,1.48,30.405405405405407,38.02816901408451,0.26,0.39,66.66666666666666,0.13,1.32,1.45,0.52,0.35,0.06,0.35,0.65,2.42
De'Aaron Fox,2.0,2018 - 2019,PG,154,29.69,5.41,12.33,43.876723438767236,0.86,2.5,34.4,4.55,9.83,46.28687690742625,47.364152473641525,2.88,3.97,72.544080604534,0.49,2.81,3.3,5.91,1.32,0.42,2.6,2.38,14.56
De'Anthony Melton,1.0,2019 - 2019,PG,50,19.68,2.0,5.12,39.0625,0.58,1.9,30.526315789473685,1.42,3.22,44.09937888198757,44.7265625,0.42,0.56,74.99999999999999,0.5,2.18,2.68,3.18,1.36,0.46,1.5,2.26,5.0
DeAndre Jordan,11.0,2009 - 2019,C,819,28.2,3.84,5.74,66.89895470383274,0.0,0.01,0.0,3.84,5.72,67.13286713286713,66.89895470383274,1.88,4.04,46.53465346534653,3.25,7.61,10.85,0.87,0.6,1.65,1.39,2.66,9.57
DeAndre Liggins,5.0,2012 - 2018,SG,177,10.77,0.73,1.81,40.33149171270718,0.24,0.69,34.78260869565217,0.49,1.12,43.74999999999999,46.96132596685082,0.25,0.46,54.347826086956516,0.27,1.16,1.42,0.69,0.61,0.18,0.49,1.14,1.95
DeAndre' Bembry,3.0,2017 - 2019,SF,146,18.88,2.57,5.77,44.54072790294627,0.42,1.51,27.81456953642384,2.14,4.25,50.35294117647059,48.18024263431543,0.77,1.27,60.629921259842526,0.52,2.83,3.35,1.91,0.92,0.4,1.4,1.71,6.33
DeJuan Blair,7.0,2010 - 2016,PF,424,16.64,2.93,5.59,52.41502683363149,0.0,0.02,0.0,2.93,5.57,52.6032315978456,52.41502683363149,0.9,1.48,60.810810810810814,1.91,3.17,5.08,0.82,0.75,0.3,1.11,2.37,6.76
DeMar DeRozan,10.0,2010 - 2019,SG,752,34.14,7.11,15.75,45.142857142857146,0.44,1.56,28.205128205128204,6.67,14.19,47.00493305144468,46.539682539682545,5.19,6.27,82.77511961722489,0.76,3.5,4.26,3.39,0.99,0.29,2.02,2.23,19.86
DeMarco Johnson,1.0,2000 - 2000,PF,5,7.4,0.6,1.8,33.33333333333333,0.0,0.0,,0.6,1.8,33.33333333333333,33.33333333333333,0.0,0.0,,0.6,0.8,1.4,0.0,0.2,0.0,0.6,1.0,1.2
DeMarcus Cousins,9.0,2011 - 2019,C,565,32.0,7.58,16.45,46.079027355623104,0.61,1.82,33.51648351648351,6.98,14.63,47.71018455228982,47.933130699088146,5.48,7.44,73.65591397849462,2.77,8.08,10.85,3.24,1.42,1.23,3.54,3.85,21.25
DeMarcus Nelson,1.0,2009 - 2009,PG,13,13.15,1.85,4.15,44.57831325301205,0.0,0.23,0.0,1.85,3.92,47.193877551020414,44.57831325301205,0.38,1.08,35.18518518518518,0.46,1.38,1.85,1.0,0.69,0.15,1.15,1.85,4.08
DeMarre Carroll,10.0,2010 - 2019,SF,554,24.16,3.21,7.47,42.971887550200805,1.17,3.26,35.88957055214724,2.04,4.21,48.45605700712589,50.80321285140562,1.54,2.07,74.3961352657005,1.16,3.17,4.33,1.27,0.93,0.26,0.87,1.98,9.14
DeQuan Jones,1.0,2013 - 2013,SF,63,12.75,1.51,3.46,43.64161849710983,0.14,0.56,25.0,1.37,2.9,47.24137931034483,45.66473988439307,0.54,0.81,66.66666666666666,0.27,1.4,1.67,0.25,0.3,0.35,0.48,0.87,3.7
DeSagana Diop,12.0,2002 - 2013,C,601,13.98,0.84,1.96,42.857142857142854,0.0,0.01,0.0,0.84,1.95,43.07692307692307,42.857142857142854,0.3,0.63,47.61904761904761,1.39,2.3,3.69,0.45,0.38,1.05,0.59,2.03,1.97
DeShawn Stevenson,13.0,2001 - 2013,SG,824,22.33,2.72,6.69,40.657698056801195,0.67,1.96,34.18367346938776,2.05,4.73,43.34038054968287,45.66517189835576,1.1,1.57,70.06369426751593,0.5,1.73,2.22,1.64,0.51,0.16,0.99,1.38,7.2
DeVaughn Akoon-Purcell,1.0,2019 - 2019,SG,7,3.14,0.43,1.43,30.069930069930074,0.0,0.57,0.0,0.43,0.86,50.0,30.069930069930074,0.14,0.29,48.27586206896552,0.14,0.43,0.57,0.86,0.29,0.0,0.29,0.57,1.0
Dean Garrett,3.0,2000 - 2002,C,160,10.11,0.88,1.99,44.221105527638194,0.0,0.0,,0.88,1.99,44.221105527638194,44.221105527638194,0.28,0.42,66.66666666666667,0.76,1.82,2.59,0.3,0.26,0.62,0.35,1.37,2.04
Dean Oliver,2.0,2002 - 2003,PG,35,6.63,0.69,2.14,32.242990654205606,0.09,0.54,16.666666666666664,0.6,1.6,37.49999999999999,34.34579439252336,0.37,0.49,75.51020408163265,0.23,0.46,0.69,1.26,0.29,0.0,0.6,0.71,1.83
Deandre Ayton,1.0,2019 - 2019,C,71,30.75,7.17,12.25,58.53061224489796,0.0,0.06,0.0,7.17,12.2,58.77049180327869,58.53061224489796,1.99,2.66,74.81203007518796,3.14,7.13,10.27,1.76,0.86,0.94,1.77,2.94,16.32
Dedric Willoughby,1.0,2000 - 2000,PG,25,20.32,2.44,7.16,34.07821229050279,1.16,3.92,29.591836734693878,1.28,3.24,39.50617283950617,42.178770949720665,1.56,2.04,76.47058823529413,0.44,1.6,2.04,2.64,0.92,0.08,1.48,1.28,7.6
Dee Brown,5.0,2000 - 2009,PG,120,13.37,1.35,3.91,34.52685421994885,0.78,2.36,33.05084745762712,0.57,1.55,36.77419354838709,44.50127877237852,0.35,0.52,67.3076923076923,0.2,0.99,1.19,1.82,0.52,0.11,0.82,1.29,3.82
Dejounte Murray,2.0,2017 - 2018,PG,119,17.35,2.69,6.09,44.17077175697865,0.15,0.48,31.25,2.54,5.61,45.27629233511586,45.40229885057472,1.06,1.5,70.66666666666667,0.97,3.24,4.21,2.34,0.88,0.31,1.45,1.51,6.59
Dell Curry,3.0,2000 - 2002,SG,194,15.14,2.56,6.1,41.9672131147541,1.04,2.67,38.951310861423224,1.52,3.43,44.31486880466472,50.49180327868853,0.52,0.62,83.87096774193549,0.26,1.11,1.37,1.16,0.42,0.12,0.62,0.94,6.68
Delon Wright,4.0,2016 - 2019,PG,198,19.23,2.67,5.99,44.574290484140235,0.61,1.84,33.15217391304348,2.06,4.15,49.63855421686746,49.666110183639404,1.43,1.8,79.44444444444444,0.69,2.08,2.77,2.71,0.98,0.39,0.99,1.12,7.38
Delonte West,8.0,2005 - 2012,SG,432,27.41,3.71,8.27,44.86094316807739,0.87,2.34,37.17948717948718,2.84,5.92,47.97297297297297,50.12091898428053,1.44,1.74,82.75862068965517,0.49,2.44,2.93,3.56,1.08,0.41,1.62,1.92,9.72
Demetris Nichols,2.0,2008 - 2009,SF,18,3.22,0.5,1.78,28.08988764044944,0.17,0.83,20.481927710843376,0.33,0.94,35.10638297872341,32.865168539325836,0.06,0.11,54.54545454545454,0.0,0.39,0.39,0.11,0.0,0.22,0.22,0.28,1.22
Demetrius Jackson,3.0,2017 - 2019,PG,26,5.23,0.69,1.42,48.59154929577464,0.15,0.54,27.777777777777775,0.54,0.88,61.36363636363637,53.87323943661971,0.31,0.46,67.3913043478261,0.35,0.38,0.73,0.65,0.27,0.04,0.42,0.42,1.85
Deng Adel,1.0,2019 - 2019,SF,19,10.21,0.58,1.89,30.687830687830687,0.32,1.21,26.446280991735538,0.26,0.68,38.23529411764706,39.15343915343916,0.21,0.21,100.0,0.16,0.84,1.0,0.26,0.05,0.21,0.32,0.68,1.68
Deng Gai,1.0,2006 - 2006,C,2,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Horner,1.0,2012 - 2012,PF,8,2.75,0.12,0.5,24.0,0.0,0.12,0.0,0.12,0.38,31.57894736842105,24.0,0.38,0.5,76.0,0.25,0.38,0.62,0.0,0.0,0.0,0.12,0.12,0.62
Dennis Rodman,1.0,2000 - 2000,PF,12,32.42,1.0,2.58,38.75968992248062,0.0,0.08,0.0,1.0,2.5,40.0,38.75968992248062,0.83,1.17,70.94017094017094,4.0,10.25,14.25,1.17,0.17,0.08,1.58,3.42,2.83
Dennis Schroder,6.0,2014 - 2019,PG,431,24.72,5.08,11.83,42.94167371090448,1.02,3.13,32.587859424920126,4.06,8.7,46.666666666666664,47.25274725274725,2.2,2.67,82.39700374531836,0.42,2.29,2.71,4.64,0.81,0.11,2.34,1.87,13.39
Dennis Scott,1.0,2000 - 2000,SF,66,19.14,1.89,5.05,37.42574257425743,1.08,2.86,37.76223776223777,0.82,2.18,37.61467889908256,48.118811881188115,0.73,0.86,84.88372093023256,0.24,1.36,1.61,1.05,0.42,0.14,0.45,1.58,5.59
Dennis Smith,2.0,2018 - 2019,PG,122,29.16,5.59,13.72,40.74344023323615,1.42,4.48,31.696428571428566,4.17,9.24,45.12987012987013,45.91836734693877,1.91,2.86,66.78321678321679,0.67,2.73,3.4,5.0,1.13,0.31,2.85,2.3,14.51
Denzel Valentine,2.0,2017 - 2018,SG,134,22.92,3.01,7.53,39.9734395750332,1.61,4.31,37.35498839907193,1.4,3.22,43.47826086956521,50.66401062416999,0.39,0.51,76.47058823529413,0.44,3.62,4.06,2.29,0.71,0.13,1.1,2.02,8.01
Deonte Burton,1.0,2019 - 2019,SG,32,7.5,1.03,2.56,40.234375,0.25,0.84,29.761904761904763,0.78,1.72,45.34883720930233,45.1171875,0.25,0.38,65.78947368421053,0.12,0.75,0.88,0.28,0.19,0.25,0.28,0.97,2.56
DerMarr Johnson,7.0,2001 - 2008,SF,344,17.24,2.24,5.44,41.1764705882353,0.8,2.37,33.755274261603375,1.44,3.07,46.90553745928339,48.529411764705884,0.89,1.13,78.76106194690267,0.56,1.68,2.24,0.88,0.58,0.43,1.01,1.74,6.17
Derek Anderson,9.0,2000 - 2008,SG,511,29.66,4.02,9.83,40.895218718209556,1.19,3.4,35.0,2.83,6.43,44.012441679626754,46.948118006103755,2.86,3.36,85.11904761904762,0.71,2.6,3.31,3.35,1.09,0.14,1.65,2.0,12.09
Derek Fisher,15.0,2000 - 2014,PG,1075,26.89,3.12,7.84,39.795918367346935,1.08,2.87,37.63066202090592,2.04,4.96,41.12903225806452,46.68367346938776,1.65,1.98,83.33333333333333,0.31,1.81,2.12,2.93,1.09,0.08,1.12,2.21,8.96
Derek Hood,1.0,2000 - 2000,PF,2,2.0,0.0,1.5,0.0,0.0,0.0,,0.0,1.5,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Derek Strong,2.0,2000 - 2001,PF,48,13.31,1.38,3.44,40.116279069767444,0.02,0.1,20.0,1.35,3.33,40.54054054054054,40.406976744186046,0.81,1.06,76.41509433962264,0.94,2.23,3.17,0.23,0.4,0.06,0.71,0.94,3.58
Deron Williams,12.0,2006 - 2017,PG,845,34.16,5.77,12.98,44.453004622496145,1.39,3.9,35.64102564102564,4.37,9.07,48.180815876515986,49.807395993836664,3.41,4.14,82.36714975845412,0.42,2.68,3.1,8.07,1.03,0.24,2.84,2.52,16.34
Derrick Brown,3.0,2010 - 2012,SF,171,14.94,2.07,4.02,51.49253731343284,0.08,0.24,33.333333333333336,1.99,3.78,52.64550264550265,52.48756218905473,1.02,1.6,63.74999999999999,0.98,1.44,2.42,0.7,0.52,0.19,0.64,1.22,5.23
Derrick Byars,1.0,2012 - 2012,PF,2,18.5,1.5,5.5,27.27272727272727,0.0,3.0,0.0,1.5,2.5,60.0,27.27272727272727,2.0,2.0,100.0,3.0,2.5,5.5,0.5,1.0,0.0,0.0,1.0,5.0
Derrick Caracter,1.0,2011 - 2011,C,41,5.24,0.78,1.61,48.4472049689441,0.0,0.0,,0.78,1.61,48.4472049689441,48.4472049689441,0.41,0.56,73.2142857142857,0.46,0.59,1.05,0.17,0.1,0.24,0.46,1.15,1.98
Derrick Coleman,6.0,2000 - 2005,C,269,28.79,4.49,10.19,44.06280667320903,0.48,1.41,34.04255319148936,4.01,8.77,45.72405929304447,46.4180569185476,2.71,3.48,77.87356321839081,1.99,5.38,7.37,1.65,0.6,1.1,1.82,2.46,12.17
Derrick Dial,4.0,2000 - 2004,SG,82,8.38,1.26,3.38,37.278106508875744,0.1,0.51,19.607843137254903,1.16,2.87,40.41811846689895,38.757396449704146,0.48,0.71,67.6056338028169,0.55,1.07,1.62,0.77,0.26,0.13,0.43,0.62,3.09
Derrick Favors,9.0,2011 - 2019,PF,632,25.74,4.69,8.93,52.519596864501686,0.06,0.26,23.076923076923077,4.63,8.66,53.46420323325635,52.85554311310191,2.15,3.24,66.35802469135803,2.49,4.7,7.19,1.11,0.79,1.29,1.42,2.63,11.58
Derrick Jones,3.0,2017 - 2019,SF,112,17.35,2.22,4.45,49.8876404494382,0.3,1.07,28.037383177570092,1.92,3.38,56.80473372781065,53.25842696629214,1.06,1.67,63.47305389221557,1.39,1.79,3.19,0.52,0.57,0.61,0.56,1.88,5.81
Derrick McKey,3.0,2000 - 2002,SF,139,17.3,1.12,2.63,42.58555133079848,0.14,0.4,35.0,0.98,2.24,43.74999999999999,45.24714828897339,0.53,0.7,75.71428571428572,0.91,2.24,3.15,1.11,0.85,0.22,0.63,2.21,2.9
Derrick Rose,10.0,2009 - 2019,PG,546,33.16,7.34,16.18,45.364647713226205,0.78,2.55,30.58823529411765,6.56,13.63,48.129126925898746,47.775030902348576,3.38,4.1,82.43902439024392,0.86,2.64,3.5,5.6,0.75,0.34,2.66,1.33,18.83
Derrick Walton,1.0,2018 - 2018,PG,16,9.19,0.5,1.56,32.05128205128205,0.44,1.06,41.50943396226415,0.06,0.5,12.0,46.15384615384615,0.38,0.38,100.0,0.12,0.88,1.0,1.0,0.44,0.19,0.12,0.44,1.81
Derrick White,2.0,2018 - 2019,PG,84,22.23,3.29,6.86,47.95918367346938,0.67,1.85,36.21621621621622,2.62,5.01,52.29540918163673,52.84256559766764,1.3,1.7,76.47058823529413,0.48,2.77,3.25,3.24,0.85,0.6,1.23,1.82,8.54
Derrick Williams,7.0,2012 - 2018,PF,428,20.71,3.11,7.16,43.435754189944134,0.59,1.96,30.102040816326532,2.52,5.2,48.46153846153846,47.555865921787706,2.1,2.96,70.94594594594595,0.82,3.14,3.96,0.68,0.46,0.25,0.93,1.24,8.9
Derrick Zimmerman,1.0,2006 - 2006,PG,2,16.0,1.0,1.5,66.66666666666666,0.0,0.0,,1.0,1.5,66.66666666666666,66.66666666666666,0.0,0.0,,0.5,1.5,2.0,3.5,0.0,0.0,2.0,2.0,2.0
Desmon Farmer,2.0,2007 - 2009,SG,11,7.82,0.82,2.64,31.060606060606055,0.45,1.82,24.725274725274726,0.36,0.82,43.90243902439025,39.58333333333333,0.27,0.27,100.0,0.0,0.64,0.64,1.0,0.09,0.0,0.45,0.73,2.36
Desmond Ferguson,1.0,2004 - 2004,SF,7,4.57,0.71,1.71,41.52046783625731,0.43,1.14,37.719298245614034,0.29,0.57,50.877192982456144,54.093567251461984,0.0,0.29,0.0,0.0,0.57,0.57,0.14,0.0,0.0,0.14,0.0,1.86
Desmond Mason,10.0,2001 - 2010,SF,643,30.55,4.56,10.16,44.881889763779526,0.1,0.4,25.0,4.46,9.77,45.64994882292733,45.37401574803149,2.86,3.86,74.09326424870466,1.25,3.2,4.45,1.63,0.69,0.36,1.6,2.23,12.08
Desmond Penigar,1.0,2004 - 2004,PF,10,8.9,1.4,2.8,50.0,0.0,0.0,,1.4,2.8,50.0,50.0,0.4,0.4,100.0,0.6,1.8,2.4,0.3,0.2,0.2,0.6,1.4,3.2
Detlef Schrempf,2.0,2000 - 2001,SF,103,19.99,2.19,5.13,42.69005847953216,0.23,0.58,39.65517241379311,1.96,4.54,43.17180616740088,44.931773879142305,1.96,2.35,83.40425531914893,0.93,3.05,3.98,2.34,0.43,0.19,1.24,2.18,6.58
Devean George,11.0,2000 - 2010,SF,630,18.54,2.09,5.33,39.212007504690426,0.68,1.98,34.343434343434346,1.41,3.36,41.964285714285715,45.59099437148217,0.75,1.04,72.11538461538461,0.87,2.27,3.13,0.86,0.69,0.37,0.71,2.02,5.61
Devin Booker,4.0,2016 - 2019,SG,272,32.89,7.4,16.94,43.68358913813459,1.94,5.49,35.33697632058288,5.46,11.45,47.685589519650655,49.409681227863054,4.65,5.44,85.47794117647058,0.51,2.97,3.47,4.24,0.81,0.25,3.16,3.07,21.4
Devin Brown,8.0,2003 - 2010,SG,465,19.4,2.52,6.29,40.06359300476948,0.65,1.91,34.031413612565444,1.88,4.38,42.922374429223744,45.230524642289346,1.51,1.95,77.43589743589745,0.72,2.05,2.77,1.46,0.57,0.12,1.09,1.61,7.21
Devin Ebanks,3.0,2011 - 2013,SG,63,11.29,1.3,3.38,38.46153846153847,0.13,0.57,22.80701754385965,1.17,2.81,41.637010676156585,40.38461538461539,0.83,1.14,72.80701754385966,0.81,1.13,1.94,0.38,0.29,0.19,0.56,0.89,3.56
Devin Gray,1.0,2000 - 2000,SF,21,5.9,0.71,1.76,40.340909090909086,0.0,0.0,,0.71,1.76,40.340909090909086,40.340909090909086,0.9,1.38,65.21739130434784,0.52,0.67,1.19,0.24,0.24,0.14,0.19,1.05,2.33
Devin Green,1.0,2006 - 2006,SG,27,5.0,0.22,1.04,21.153846153846153,0.0,0.07,0.0,0.22,0.96,22.916666666666668,21.153846153846153,0.48,0.78,61.53846153846153,0.37,0.52,0.89,0.26,0.11,0.0,0.19,0.48,0.93
Devin Harris,15.0,2005 - 2019,PG,985,24.33,3.54,8.19,43.223443223443226,0.84,2.6,32.30769230769231,2.69,5.6,48.035714285714285,48.35164835164835,2.84,3.56,79.7752808988764,0.29,1.89,2.18,3.93,1.01,0.2,1.71,2.2,10.76
Devin Robinson,2.0,2018 - 2019,SF,8,13.5,2.5,4.38,57.077625570776256,0.0,0.25,0.0,2.5,4.12,60.679611650485434,57.077625570776256,1.12,1.75,64.0,1.0,2.12,3.12,0.75,0.62,0.75,0.25,1.62,6.12
Devonte' Graham,1.0,2019 - 2019,PG,46,14.7,1.61,4.7,34.25531914893617,0.74,2.63,28.13688212927757,0.87,2.07,42.02898550724638,42.12765957446808,0.76,1.0,76.0,0.22,1.15,1.37,2.63,0.5,0.04,0.65,1.04,4.72
Devyn Marble,2.0,2015 - 2016,SG,44,10.39,0.8,2.61,30.651340996168585,0.27,1.23,21.951219512195124,0.52,1.39,37.41007194244605,35.82375478927203,0.34,0.91,37.362637362637365,0.25,1.32,1.57,0.66,0.5,0.07,0.36,0.89,2.2
Dewayne Dedmon,6.0,2014 - 2019,C,350,18.35,2.57,4.81,53.43035343035343,0.38,1.03,36.89320388349515,2.19,3.79,57.78364116094986,57.380457380457386,0.96,1.33,72.18045112781954,1.59,4.45,6.04,0.72,0.55,0.86,0.95,2.49,6.47
Dexter Pittman,4.0,2011 - 2014,C,50,6.94,0.98,2.18,44.95412844036697,0.0,0.0,,0.98,2.18,44.95412844036697,44.95412844036697,0.36,0.66,54.54545454545454,0.76,1.02,1.78,0.18,0.16,0.16,0.44,1.66,2.32
Deyonta Davis,3.0,2017 - 2019,C,107,12.14,1.87,3.12,59.93589743589743,0.0,0.01,0.0,1.87,3.11,60.12861736334406,59.93589743589743,0.5,0.79,63.291139240506325,0.98,2.25,3.23,0.44,0.2,0.57,0.4,1.65,4.24
Diamond Stone,1.0,2017 - 2017,C,7,3.43,0.43,1.86,23.118279569892472,0.0,0.0,,0.43,1.86,23.118279569892472,23.118279569892472,0.57,0.57,100.0,0.14,0.71,0.86,0.0,0.0,0.14,0.29,0.71,1.43
Diante Garrett,2.0,2013 - 2014,PG,90,13.3,1.3,3.49,37.249283667621775,0.43,1.23,34.959349593495936,0.87,2.26,38.495575221238944,43.40974212034384,0.17,0.24,70.83333333333334,0.18,1.07,1.24,1.68,0.57,0.06,1.01,0.89,3.2
Dickey Simpkins,2.0,2000 - 2002,PF,70,23.63,1.59,3.91,40.66496163682864,0.0,0.01,0.0,1.59,3.9,40.769230769230774,40.66496163682864,0.93,1.71,54.385964912280706,1.77,3.54,5.31,1.44,0.31,0.31,1.83,3.1,4.1
Didier Ilunga-Mbenga,7.0,2005 - 2011,C,234,6.69,0.77,1.64,46.951219512195124,0.0,0.01,0.0,0.77,1.63,47.239263803680984,46.951219512195124,0.23,0.38,60.526315789473685,0.55,0.95,1.5,0.18,0.16,0.6,0.37,1.22,1.77
Dijon Thompson,2.0,2006 - 2007,SG,16,5.81,1.06,2.5,42.400000000000006,0.25,0.81,30.864197530864196,0.81,1.69,47.92899408284024,47.400000000000006,0.44,0.5,88.0,0.44,0.75,1.19,0.19,0.19,0.06,0.19,0.5,2.81
Dikembe Mutombo,10.0,2000 - 2009,C,593,24.72,2.35,4.64,50.646551724137936,0.0,0.0,,2.35,4.64,50.646551724137936,50.646551724137936,1.99,2.74,72.62773722627736,2.63,5.93,8.56,0.57,0.29,1.88,1.2,2.32,6.69
