Player,Years,Seasons,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jeremy Lamb,7.0,2013 - 2019,SG,435,20.47,3.81,8.6,44.30232558139535,1.01,2.99,33.77926421404682,2.8,5.61,49.9108734402852,50.17441860465117,1.6,1.88,85.10638297872342,0.52,3.13,3.65,1.55,0.68,0.35,0.82,1.58,10.24
Jeremy Lin,9.0,2011 - 2019,PG,480,25.45,3.93,9.06,43.377483443708606,0.94,2.74,34.30656934306569,2.99,6.32,47.310126582278485,48.565121412803535,2.81,3.47,80.97982708933718,0.41,2.38,2.79,4.25,1.08,0.36,2.26,2.21,11.6
Jeremy Pargo,2.0,2012 - 2013,PG-SG,83,13.0,1.8,4.82,37.344398340248965,0.42,1.35,31.111111111111107,1.37,3.47,39.481268011527376,41.70124481327801,0.7,1.07,65.42056074766354,0.24,0.8,1.04,1.77,0.34,0.02,1.16,1.11,4.71
Jeremy Richardson,3.0,2007 - 2009,SG-SF,45,5.44,0.73,2.2,33.18181818181818,0.33,0.87,37.931034482758626,0.4,1.33,30.075187969924812,40.68181818181818,0.11,0.18,61.111111111111114,0.07,0.49,0.56,0.11,0.09,0.0,0.22,0.47,1.91
Jeremy Tyler,3.0,2012 - 2014,C,104,9.94,1.51,3.36,44.94047619047619,0.0,0.01,0.0,1.51,3.35,45.07462686567164,44.94047619047619,0.57,1.02,55.882352941176464,0.94,1.64,2.59,0.24,0.22,0.4,0.65,1.58,3.59
Jerian Grant,4.0,2016 - 2019,PG,273,18.01,2.14,5.18,41.312741312741316,0.63,1.95,32.30769230769231,1.51,3.24,46.60493827160494,47.3938223938224,1.2,1.55,77.41935483870968,0.33,1.59,1.92,2.92,0.75,0.12,0.99,1.47,6.1
Jermaine Jackson,5.0,2000 - 2006,SG,135,9.96,0.66,1.64,40.243902439024396,0.02,0.14,14.285714285714285,0.64,1.5,42.66666666666667,40.85365853658537,0.6,0.84,71.42857142857143,0.25,0.82,1.07,1.36,0.31,0.07,0.58,0.94,1.94
Jermaine O'Neal,15.0,2000 - 2014,C,870,29.64,5.66,12.14,46.62273476112026,0.02,0.1,20.0,5.65,12.03,46.96591853699086,46.705107084019765,3.33,4.6,72.3913043478261,2.1,5.76,7.86,1.53,0.52,1.98,2.04,3.11,14.67
Jermaine Taylor,2.0,2010 - 2011,SG,65,12.09,2.14,4.85,44.12371134020619,0.29,1.03,28.155339805825243,1.85,3.82,48.42931937172775,47.11340206185567,0.83,1.14,72.80701754385966,0.72,0.94,1.66,0.74,0.37,0.12,1.0,0.83,5.4
Jermareo Davidson,2.0,2008 - 2009,SF,52,8.33,1.31,3.08,42.532467532467535,0.0,0.0,,1.31,3.08,42.532467532467535,42.532467532467535,0.5,0.87,57.47126436781609,0.6,1.25,1.85,0.27,0.17,0.35,0.42,1.12,3.12
Jerome Beasley,1.0,2004 - 2004,PF,2,2.5,0.5,1.5,33.33333333333333,0.0,0.0,,0.5,1.5,33.33333333333333,33.33333333333333,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0
Jerome Dyson,1.0,2012 - 2012,PG,9,20.0,2.11,5.33,39.58724202626641,0.11,0.89,12.359550561797752,2.0,4.44,45.04504504504504,40.61913696060038,3.11,4.0,77.75,0.22,1.89,2.11,2.0,1.22,0.22,2.22,2.11,7.44
Jerome James,8.0,2002 - 2009,C,342,13.83,1.87,3.85,48.57142857142857,0.0,0.01,0.0,1.87,3.84,48.69791666666667,48.57142857142857,0.68,1.1,61.81818181818181,1.13,2.03,3.16,0.34,0.26,1.11,1.15,2.86,4.43
Jerome Jordan,2.0,2012 - 2015,C,65,7.55,1.03,1.95,52.820512820512825,0.0,0.0,,1.03,1.95,52.820512820512825,52.820512820512825,0.71,0.83,85.54216867469879,1.02,1.02,2.03,0.26,0.14,0.32,0.37,1.12,2.77
Jerome Kersey,2.0,2000 - 2001,SF,94,16.52,1.89,4.5,42.0,0.0,0.11,0.0,1.89,4.39,43.052391799544424,42.0,0.39,0.61,63.934426229508205,0.7,2.17,2.87,0.89,0.86,0.59,0.61,2.1,4.18
Jerome Moiso,5.0,2001 - 2005,C,145,9.6,1.09,2.23,48.87892376681614,0.0,0.02,0.0,1.09,2.21,49.321266968325794,48.87892376681614,0.48,0.81,59.25925925925925,0.87,1.86,2.72,0.26,0.31,0.47,0.72,1.26,2.66
Jerome Robinson,1.0,2019 - 2019,SG,33,9.7,1.33,3.33,39.93993993993994,0.55,1.73,31.79190751445087,0.79,1.61,49.06832298136646,48.19819819819819,0.18,0.27,66.66666666666666,0.09,1.15,1.24,0.58,0.33,0.09,0.39,1.39,3.39
Jerome Williams,6.0,2000 - 2005,PF,427,23.7,2.65,5.27,50.28462998102468,0.0,0.06,0.0,2.64,5.22,50.57471264367817,50.28462998102468,1.85,2.88,64.23611111111111,2.57,4.37,6.94,0.93,1.15,0.26,1.11,2.25,7.15
Jerrelle Benimon,1.0,2015 - 2015,PF,2,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.5,1.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0
Jerry Smith,1.0,2012 - 2012,PG,5,9.2,0.6,2.8,21.42857142857143,0.2,1.2,16.666666666666668,0.4,1.6,25.0,25.0,0.0,0.0,,0.4,1.0,1.4,0.8,1.0,0.0,0.0,1.0,1.4
Jerry Stackhouse,14.0,2000 - 2013,SG,696,29.63,5.45,13.39,40.70201643017177,1.02,3.23,31.57894736842105,4.43,10.16,43.60236220472441,44.510828976848394,4.58,5.43,84.34622467771639,0.79,2.22,3.0,3.38,0.83,0.31,2.48,1.66,16.51
Jerryd Bayless,11.0,2009 - 2019,PG,586,21.31,2.93,7.13,41.09396914446003,0.85,2.36,36.016949152542374,2.08,4.77,43.60587002096437,47.054698457223004,1.66,2.03,81.77339901477832,0.3,1.81,2.11,2.86,0.63,0.12,1.41,2.06,8.38
Jeryl Sasser,2.0,2002 - 2003,SG,82,12.94,0.82,2.7,30.370370370370363,0.16,0.54,29.629629629629626,0.66,2.16,30.555555555555554,33.33333333333333,0.7,1.01,69.3069306930693,0.82,1.51,2.33,0.82,0.59,0.15,0.5,1.15,2.49
Jevon Carter,1.0,2019 - 2019,PG,39,14.79,1.44,4.74,30.379746835443033,0.87,2.62,33.20610687022901,0.56,2.13,26.291079812206576,39.55696202531646,0.67,0.82,81.70731707317074,0.36,1.33,1.69,1.77,0.67,0.28,0.85,1.41,4.41
Jim Jackson,7.0,2000 - 2006,SF,437,30.23,4.27,10.32,41.375968992248055,1.18,3.0,39.33333333333333,3.09,7.32,42.213114754098356,47.09302325581395,1.41,1.65,85.45454545454545,0.89,3.69,4.58,2.51,0.72,0.16,1.89,2.32,11.13
Jim McIlvaine,2.0,2000 - 2001,C,84,14.77,0.88,2.17,40.55299539170507,0.0,0.0,,0.88,2.17,40.55299539170507,40.55299539170507,0.44,0.81,54.32098765432099,1.36,1.8,3.15,0.48,0.39,1.57,0.56,2.86,2.2
Jimmer Fredette,6.0,2012 - 2019,SG,241,13.33,2.17,5.32,40.78947368421053,0.8,2.15,37.2093023255814,1.37,3.17,43.21766561514196,48.30827067669172,0.82,0.93,88.17204301075267,0.22,0.79,1.01,1.37,0.39,0.05,0.93,0.92,5.97
Jimmy Butler,8.0,2012 - 2019,SG,523,32.94,5.47,12.06,45.35655058043117,0.91,2.67,34.08239700374532,4.56,9.39,48.56230031948881,49.12935323383084,4.84,5.8,83.44827586206897,1.47,3.46,4.93,3.45,1.57,0.47,1.46,1.45,16.69
Jiri Welsch,4.0,2003 - 2006,SF,247,18.61,2.09,5.18,40.34749034749034,0.48,1.39,34.53237410071942,1.61,3.79,42.480211081794195,44.980694980694985,1.49,1.99,74.87437185929649,0.49,1.95,2.44,1.52,0.76,0.06,1.06,1.6,6.15
Joakim Noah,12.0,2008 - 2019,C,667,27.88,3.36,6.85,49.051094890510946,0.0,0.02,0.0,3.36,6.82,49.26686217008797,49.051094890510946,2.07,2.96,69.93243243243242,3.2,5.86,9.06,2.85,0.8,1.31,1.69,2.8,8.8
Jodie Meeks,10.0,2010 - 2019,SG,539,22.47,3.09,7.36,41.98369565217391,1.44,3.86,37.30569948186528,1.65,3.51,47.008547008547005,51.76630434782608,1.64,1.86,88.17204301075267,0.27,1.8,2.08,1.08,0.77,0.07,0.76,1.17,9.25
Joe Alexander,2.0,2009 - 2010,SF,67,11.12,1.54,3.75,41.06666666666667,0.24,0.7,34.285714285714285,1.3,3.04,42.76315789473684,44.26666666666667,0.9,1.28,70.3125,0.69,1.1,1.79,0.66,0.24,0.45,0.78,1.73,4.21
Joe Chealey,1.0,2019 - 2019,PG,1,8.0,1.0,3.0,33.33333333333333,0.0,0.0,,1.0,3.0,33.33333333333333,33.33333333333333,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
Joe Crawford,1.0,2009 - 2009,SF,2,11.5,1.5,5.0,30.0,0.5,2.0,25.0,1.0,3.0,33.33333333333333,35.0,1.0,1.0,100.0,0.5,1.5,2.0,0.5,0.5,0.0,0.0,1.0,4.5
Joe Crispin,1.0,2002 - 2002,PG,21,7.43,1.24,3.24,38.2716049382716,0.71,1.86,38.17204301075268,0.52,1.38,37.68115942028986,49.22839506172839,0.57,0.62,91.93548387096774,0.1,0.43,0.52,1.24,0.24,0.0,0.48,0.48,3.76
Joe Harris,5.0,2015 - 2019,SG,262,22.57,3.37,7.08,47.59887005649718,1.72,4.02,42.7860696517413,1.65,3.06,53.92156862745098,59.745762711864415,0.92,1.15,80.0,0.48,2.35,2.83,1.49,0.42,0.18,1.13,1.98,9.37
Joe Ingles,5.0,2015 - 2019,SF,406,24.71,2.88,6.44,44.72049689440993,1.65,4.03,40.94292803970223,1.23,2.41,51.037344398340245,57.53105590062112,0.61,0.82,74.39024390243902,0.3,2.8,3.11,3.36,1.01,0.15,1.53,1.83,8.01
Joe Johnson,17.0,2002 - 2018,SG,1276,34.67,6.13,13.89,44.132469402447796,1.55,4.18,37.08133971291866,4.58,9.71,47.16786817713697,49.71202303815695,2.18,2.72,80.14705882352942,0.84,3.13,3.96,3.92,0.84,0.2,1.92,1.76,15.99
Joe Kleine,1.0,2000 - 2000,C,7,4.43,0.57,1.57,36.30573248407643,0.0,0.0,,0.57,1.57,36.30573248407643,36.30573248407643,0.43,0.43,100.0,0.0,0.86,0.86,0.29,0.14,0.0,0.29,1.0,1.57
Joe Smith,12.0,2000 - 2011,PF,746,23.26,3.46,7.51,46.07190412782956,0.01,0.05,20.0,3.45,7.46,46.24664879356569,46.13848202396804,2.08,2.61,79.69348659003832,2.07,3.77,5.84,0.86,0.47,0.71,0.99,2.81,9.01
Joe Stephens,1.0,2000 - 2000,SF,13,13.92,1.46,3.92,37.244897959183675,0.0,0.62,0.0,1.46,3.31,44.10876132930513,37.244897959183675,0.23,0.31,74.19354838709677,1.0,1.77,2.77,0.85,0.54,0.23,0.46,0.69,3.15
Joe Young,3.0,2016 - 2018,PG,127,8.48,1.32,3.36,39.28571428571429,0.31,1.06,29.245283018867923,1.01,2.3,43.913043478260875,43.898809523809526,0.42,0.54,77.77777777777777,0.15,0.87,1.02,0.94,0.26,0.01,0.5,0.58,3.38
Joel Anthony,10.0,2008 - 2017,C,490,14.4,0.81,1.58,51.26582278481012,0.0,0.0,,0.81,1.58,51.26582278481012,51.26582278481012,0.55,0.83,66.26506024096386,1.15,1.61,2.76,0.2,0.26,1.08,0.46,1.67,2.17
Joel Bolomboy,2.0,2017 - 2018,PF,18,5.06,0.67,1.22,54.91803278688525,0.06,0.28,21.428571428571423,0.61,0.94,64.8936170212766,57.37704918032788,0.33,0.67,49.25373134328358,0.56,0.94,1.5,0.11,0.17,0.11,0.22,0.22,1.72
Joel Embiid,3.0,2017 - 2019,C,158,30.71,8.16,16.99,48.02825191288994,1.15,3.64,31.59340659340659,7.02,13.35,52.58426966292134,51.41259564449676,6.78,8.61,78.74564459930315,2.3,9.11,11.42,3.16,0.72,1.96,3.65,3.37,24.26
Joel Freeland,3.0,2013 - 2015,C,151,12.06,1.38,3.01,45.84717607973422,0.0,0.01,0.0,1.38,3.0,46.0,45.84717607973422,0.39,0.54,72.22222222222221,1.26,2.17,3.43,0.43,0.21,0.37,0.49,1.69,3.16
Joel Przybilla,13.0,2001 - 2013,C,592,19.82,1.51,2.74,55.10948905109488,0.0,0.01,0.0,1.51,2.74,55.10948905109488,55.10948905109488,0.85,1.52,55.92105263157895,1.88,4.31,6.19,0.43,0.27,1.41,0.97,2.71,3.87
Joey Dorsey,4.0,2009 - 2015,PF,130,11.45,1.09,2.05,53.17073170731709,0.0,0.01,0.0,1.09,2.04,53.431372549019606,53.17073170731709,0.46,1.23,37.398373983739845,1.52,2.42,3.95,0.42,0.52,0.34,0.66,1.97,2.65
Joey Graham,6.0,2006 - 2011,SF,377,16.23,2.27,4.71,48.19532908704883,0.14,0.48,29.166666666666668,2.13,4.23,50.35460992907801,49.681528662420384,1.25,1.53,81.69934640522875,0.72,2.08,2.81,0.55,0.36,0.11,0.82,2.13,5.94
Joffrey Lauvergne,4.0,2015 - 2018,C,208,13.57,2.29,4.78,47.90794979079498,0.24,0.83,28.915662650602407,2.06,3.96,52.02020202020202,50.418410041841,0.75,1.04,72.11538461538461,1.15,2.64,3.79,0.87,0.26,0.16,0.79,1.38,5.57
Johan Petro,8.0,2006 - 2013,C,473,15.35,2.06,4.47,46.085011185682326,0.0,0.03,0.0,2.06,4.44,46.3963963963964,46.085011185682326,0.52,0.77,67.53246753246754,1.13,2.75,3.88,0.48,0.41,0.49,0.79,2.45,4.66
John Amaechi,4.0,2000 - 2003,C,266,16.74,2.38,5.92,40.2027027027027,0.0,0.05,0.0,2.38,5.88,40.476190476190474,40.2027027027027,1.85,2.73,67.76556776556777,0.82,1.89,2.71,0.82,0.32,0.31,1.32,1.69,6.62
John Celestand,1.0,2000 - 2000,PG,16,11.56,0.94,2.81,33.45195729537366,0.12,0.56,21.428571428571423,0.81,2.25,36.00000000000001,35.587188612099645,0.31,0.38,81.57894736842105,0.06,0.62,0.69,1.25,0.44,0.0,1.0,1.38,2.31
John Coker,1.0,2001 - 2001,C,6,5.33,0.17,1.33,12.781954887218044,0.0,0.0,,0.17,1.33,12.781954887218044,12.781954887218044,0.0,0.0,,0.5,0.33,0.83,0.33,0.17,0.0,0.33,0.67,0.33
John Collins,2.0,2018 - 2019,PF,135,26.77,5.77,10.19,56.62414131501472,0.53,1.52,34.86842105263158,5.24,8.67,60.438292964244525,59.22473012757605,2.49,3.35,74.32835820895522,2.93,5.49,8.41,1.62,0.51,0.88,1.67,3.07,14.56
John Crotty,4.0,2000 - 2003,PG,153,14.27,1.57,3.69,42.547425474254744,0.47,1.1,42.72727272727272,1.1,2.59,42.47104247104247,48.9159891598916,1.07,1.26,84.92063492063492,0.31,0.95,1.26,2.17,0.36,0.04,0.87,1.5,4.67
John Edwards,2.0,2005 - 2006,C,65,6.69,0.65,1.45,44.827586206896555,0.0,0.0,,0.65,1.45,44.827586206896555,44.827586206896555,0.23,0.38,60.526315789473685,0.4,0.63,1.03,0.12,0.09,0.29,0.31,1.35,1.52
John Henson,7.0,2013 - 2019,C,405,20.13,3.32,6.15,53.98373983739837,0.03,0.11,27.27272727272727,3.29,6.04,54.47019867549668,54.22764227642276,1.15,2.0,57.49999999999999,1.87,3.58,5.45,1.09,0.46,1.48,1.14,2.27,7.81
John Holland,2.0,2018 - 2019,SF,25,7.0,0.68,2.36,28.8135593220339,0.44,1.44,30.555555555555557,0.24,0.92,26.08695652173913,38.13559322033899,0.36,0.52,69.23076923076923,0.24,0.72,0.96,0.2,0.28,0.08,0.32,0.4,2.16
John Jenkins,6.0,2013 - 2019,SG,171,12.77,1.82,4.12,44.1747572815534,0.68,1.87,36.36363636363637,1.13,2.26,50.0,52.42718446601942,0.68,0.8,85.0,0.21,1.25,1.46,0.81,0.18,0.08,0.56,0.56,5.0
John Lucas III,8.0,2006 - 2017,PG,242,12.1,1.88,4.9,38.367346938775505,0.67,1.96,34.18367346938776,1.2,2.94,40.816326530612244,45.20408163265305,0.31,0.41,75.60975609756098,0.24,0.74,0.98,1.5,0.36,0.01,0.53,0.81,4.74
John Salley,1.0,2000 - 2000,C,45,6.73,0.56,1.53,36.60130718954249,0.0,0.0,,0.56,1.53,36.60130718954249,36.60130718954249,0.47,0.62,75.80645161290323,0.44,1.0,1.44,0.58,0.18,0.31,0.4,1.49,1.58
John Salmons,13.0,2003 - 2015,SG,895,26.45,3.36,7.8,43.07692307692307,0.81,2.22,36.486486486486484,2.55,5.58,45.69892473118279,48.26923076923077,1.73,2.17,79.72350230414746,0.49,2.42,2.91,2.44,0.84,0.27,1.32,1.86,9.26
John Starks,3.0,2000 - 2002,SG,178,23.83,3.31,8.64,38.31018518518518,0.85,2.52,33.73015873015873,2.46,6.12,40.19607843137255,43.229166666666664,0.97,1.19,81.5126050420168,0.3,1.51,1.81,2.41,0.83,0.08,1.2,2.5,8.45
John Stockton,4.0,2000 - 2003,PG,328,29.48,4.27,8.51,50.17626321974148,0.48,1.25,38.4,3.79,7.26,52.20385674931129,52.99647473560517,2.93,3.48,84.19540229885058,0.64,2.12,2.76,8.29,1.72,0.23,2.35,2.38,11.95
John Thomas,3.0,2000 - 2006,C,115,9.78,0.84,1.81,46.408839779005525,0.0,0.01,0.0,0.84,1.8,46.666666666666664,46.408839779005525,0.4,0.79,50.63291139240506,0.75,0.92,1.67,0.24,0.26,0.25,0.35,1.78,2.09
John Wall,9.0,2011 - 2019,PG,573,35.86,6.88,15.89,43.29767149150408,0.94,2.9,32.41379310344827,5.94,12.99,45.72748267898384,46.25550660792951,4.29,5.49,78.14207650273224,0.58,3.76,4.33,9.22,1.7,0.69,3.82,2.25,18.99
John Wallace,4.0,2000 - 2004,SF,183,11.93,2.23,5.07,43.984220907297825,0.07,0.24,29.166666666666668,2.17,4.83,44.927536231884055,44.67455621301775,1.03,1.27,81.10236220472441,0.58,1.4,1.98,0.48,0.21,0.26,0.83,1.49,5.56
Johnathan Motley,2.0,2018 - 2019,PF,33,10.06,2.39,4.48,53.34821428571428,0.03,0.27,11.11111111111111,2.36,4.21,56.057007125890735,53.68303571428571,1.18,2.06,57.28155339805825,0.97,2.06,3.03,0.55,0.24,0.15,0.76,1.36,6.0
Johnathan Williams,1.0,2019 - 2019,C,24,15.5,2.71,4.58,59.1703056768559,0.0,0.08,0.0,2.71,4.5,60.22222222222222,59.1703056768559,1.12,2.0,56.00000000000001,2.0,2.12,4.12,0.54,0.33,0.29,0.67,2.58,6.54
Johnny Newman,3.0,2000 - 2002,SF,211,21.5,3.01,6.95,43.30935251798561,0.73,2.0,36.5,2.29,4.94,46.35627530364373,48.561151079136685,2.31,2.77,83.39350180505414,0.39,1.41,1.8,0.92,0.69,0.12,1.02,2.48,9.07
Johnny O'Bryant,4.0,2015 - 2018,PF,147,11.46,1.45,3.61,40.16620498614959,0.12,0.34,35.29411764705882,1.33,3.27,40.67278287461774,41.82825484764543,0.44,0.67,65.67164179104478,0.88,1.52,2.39,0.47,0.22,0.13,0.52,1.35,3.46
Johnny Taylor,1.0,2000 - 2000,SF,6,5.67,0.83,2.33,35.622317596566525,0.17,0.17,100.0,0.67,2.17,30.875576036866363,39.27038626609441,0.0,0.0,,0.33,0.67,1.0,0.17,0.17,0.17,0.33,0.83,1.83
Jon Barry,7.0,2000 - 2006,SG,432,20.13,2.35,5.27,44.59203036053132,1.05,2.53,41.501976284584984,1.3,2.74,47.44525547445255,54.55407969639469,1.18,1.33,88.7218045112782,0.42,1.85,2.27,2.55,0.9,0.15,1.09,1.38,6.94
Jon Brockman,3.0,2010 - 2012,PF,150,10.47,0.79,1.61,49.06832298136646,0.0,0.01,0.0,0.79,1.61,49.06832298136646,49.06832298136646,0.56,0.91,61.53846153846154,1.41,1.73,3.15,0.33,0.22,0.06,0.38,1.78,2.13
Jon Leuer,8.0,2012 - 2019,PF,377,15.77,2.6,5.37,48.4171322160149,0.33,1.01,32.67326732673268,2.27,4.36,52.064220183486235,51.48975791433892,0.83,1.08,76.85185185185183,0.95,2.84,3.78,0.8,0.36,0.27,0.69,1.55,6.35
Jonah Bolden,1.0,2019 - 2019,PF,44,14.52,1.82,3.68,49.45652173913043,0.77,2.18,35.321100917431195,1.05,1.5,70.0,59.91847826086957,0.3,0.61,49.18032786885246,1.07,2.68,3.75,0.91,0.39,0.89,0.82,2.25,4.7
Jonas Jerebko,9.0,2010 - 2019,PF,635,17.83,2.31,5.04,45.83333333333333,0.63,1.73,36.41618497109826,1.68,3.31,50.755287009063444,52.083333333333336,0.93,1.2,77.5,1.2,2.77,3.97,0.83,0.51,0.24,0.69,1.93,6.17
Jonas Valanciunas,7.0,2013 - 2019,C,489,25.16,4.75,8.5,55.88235294117647,0.09,0.26,34.61538461538461,4.65,8.24,56.432038834951456,56.41176470588235,2.49,3.16,78.79746835443038,2.58,5.94,8.52,0.8,0.38,1.04,1.5,2.8,12.07
Jonathan Bender,8.0,2000 - 2010,SF,262,14.68,1.94,4.66,41.63090128755365,0.39,1.13,34.51327433628319,1.56,3.53,44.19263456090652,45.81545064377682,1.27,1.67,76.04790419161677,0.58,1.64,2.22,0.65,0.16,0.65,0.98,1.49,5.55
Jonathan Gibson,2.0,2017 - 2018,PG,21,12.9,2.33,5.62,41.45907473309609,1.0,2.71,36.90036900369004,1.33,2.9,45.862068965517246,50.355871886120994,1.0,1.38,72.46376811594205,0.05,1.14,1.19,1.43,0.38,0.0,1.14,1.24,6.67
Jonathan Isaac,2.0,2018 - 2019,PF,102,24.82,3.11,7.41,41.97031039136302,1.0,3.06,32.6797385620915,2.11,4.35,48.50574712643678,48.717948717948715,1.26,1.57,80.25477707006368,1.13,3.87,5.0,0.96,0.9,1.25,1.0,1.87,8.48
Jonathon Simmons,4.0,2016 - 2019,SG,258,20.53,3.05,6.88,44.331395348837205,0.56,1.77,31.63841807909605,2.48,5.1,48.62745098039216,48.401162790697676,1.65,2.18,75.6880733944954,0.48,1.93,2.41,1.87,0.61,0.24,1.33,1.99,8.3
Jonny Flynn,3.0,2010 - 2012,PG,163,22.93,3.38,8.46,39.95271867612293,0.72,2.14,33.64485981308411,2.66,6.32,42.08860759493671,44.208037825059094,1.74,2.15,80.93023255813954,0.27,1.61,1.88,3.89,0.75,0.04,2.34,1.1,9.23
Jordan Adams,2.0,2015 - 2016,SG,32,8.22,1.16,2.88,40.27777777777778,0.31,0.81,38.2716049382716,0.84,2.06,40.77669902912621,45.65972222222222,0.53,0.88,60.22727272727273,0.28,0.66,0.94,0.59,0.59,0.22,0.5,0.81,3.16
Jordan Bell,2.0,2018 - 2019,C,125,12.78,1.72,3.02,56.95364238410596,0.0,0.05,0.0,1.72,2.97,57.9124579124579,56.95364238410596,0.44,0.68,64.70588235294117,0.92,2.21,3.13,1.42,0.44,0.86,0.74,1.38,3.88
Jordan Clarkson,5.0,2015 - 2019,SG,382,27.56,5.7,12.82,44.46177847113885,1.37,4.08,33.57843137254902,4.34,8.74,49.65675057208237,49.80499219968799,1.95,2.39,81.58995815899581,0.88,2.36,3.24,2.69,0.9,0.12,1.72,1.69,14.71
Jordan Crawford,6.0,2011 - 2018,SG,281,24.35,4.58,11.14,41.11310592459605,1.17,3.7,31.62162162162162,3.4,7.43,45.76043068640646,46.36445242369838,1.89,2.28,82.89473684210526,0.54,1.96,2.5,3.14,0.7,0.08,1.88,1.56,12.21
Jordan Farmar,10.0,2007 - 2017,PG,504,19.52,2.9,6.85,42.33576642335766,1.16,3.09,37.54045307443366,1.74,3.76,46.276595744680854,50.8029197080292,0.76,1.03,73.7864077669903,0.32,1.58,1.9,2.88,0.78,0.11,1.38,1.41,7.71
Jordan Hamilton,5.0,2012 - 2016,SF,151,13.91,2.26,5.56,40.64748201438849,0.91,2.54,35.82677165354331,1.36,3.01,45.1827242524917,48.830935251798564,0.46,0.68,67.6470588235294,0.59,2.25,2.84,0.84,0.48,0.23,0.68,0.95,5.89
Jordan Hill,8.0,2010 - 2017,C,409,18.81,3.32,6.68,49.700598802395206,0.01,0.05,20.0,3.31,6.63,49.924585218702866,49.775449101796404,1.26,1.8,70.0,2.15,3.69,5.84,0.79,0.37,0.67,1.04,2.14,7.9
Jordan Loyd,1.0,2019 - 2019,PG,12,4.58,0.67,1.5,44.66666666666667,0.33,0.67,49.25373134328358,0.33,0.83,39.75903614457832,55.66666666666668,0.75,0.92,81.52173913043478,0.08,0.67,0.75,0.5,0.0,0.0,0.17,0.42,2.42
Jordan McRae,3.0,2016 - 2019,SG,86,10.6,1.78,4.16,42.78846153846153,0.44,1.26,34.92063492063492,1.34,2.91,46.04810996563574,48.07692307692307,0.88,1.13,77.87610619469028,0.19,0.99,1.17,0.86,0.28,0.16,0.51,0.86,4.88
Jordan Mickey,3.0,2016 - 2018,PF,64,7.53,0.97,2.16,44.907407407407405,0.03,0.27,11.11111111111111,0.94,1.89,49.735449735449734,45.60185185185185,0.41,0.67,61.194029850746254,0.58,1.42,2.0,0.27,0.14,0.42,0.44,0.83,2.38
Jordan Sibert,1.0,2019 - 2019,SG,1,4.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,,150.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Jordan Williams,1.0,2012 - 2012,C,43,14.77,1.79,3.53,50.70821529745043,0.0,0.0,,1.79,3.53,50.70821529745043,50.70821529745043,1.0,1.53,65.359477124183,1.53,2.09,3.63,0.26,0.49,0.35,0.53,1.42,4.58
Jorge Garbajosa,2.0,2007 - 2008,PF,74,26.8,3.11,7.49,41.52202937249666,0.97,2.82,34.39716312056738,2.14,4.66,45.92274678111588,47.9973297730307,0.77,1.05,73.33333333333333,0.68,3.99,4.66,1.73,1.09,0.2,0.88,1.24,7.96
Jorge Gutierrez,3.0,2014 - 2016,PG,47,10.26,1.13,2.26,50.0,0.06,0.36,16.666666666666664,1.06,1.89,56.08465608465609,51.32743362831859,0.6,0.77,77.92207792207792,0.17,0.98,1.15,1.47,0.4,0.02,0.68,1.38,2.91
Jose Calderon,14.0,2006 - 2019,PG,895,26.42,3.39,7.2,47.083333333333336,1.03,2.53,40.71146245059289,2.37,4.67,50.74946466809423,54.23611111111112,1.03,1.18,87.28813559322035,0.34,2.06,2.4,5.75,0.8,0.08,1.5,1.65,8.85
Joseph Forte,2.0,2002 - 2003,SG,25,5.0,0.44,1.88,23.404255319148938,0.0,0.24,0.0,0.44,1.64,26.82926829268293,23.404255319148938,0.32,0.4,80.0,0.2,0.48,0.68,0.68,0.24,0.0,0.52,0.28,1.2
Josh Akognon,1.0,2013 - 2013,PG,3,3.0,0.67,1.33,50.37593984962406,0.33,0.67,49.25373134328358,0.33,0.67,49.25373134328358,62.78195488721805,0.0,0.0,,0.0,0.33,0.33,0.33,0.0,0.0,0.0,1.0,1.67
Josh Boone,4.0,2007 - 2010,PF,256,17.51,2.21,4.07,54.2997542997543,0.0,0.0,,2.21,4.07,54.2997542997543,54.2997542997543,0.8,1.81,44.19889502762431,1.89,3.02,4.91,0.49,0.39,0.7,0.66,1.82,5.23
Josh Childress,8.0,2005 - 2014,SF,391,26.68,3.43,6.58,52.12765957446809,0.25,0.77,32.467532467532465,3.18,5.81,54.733218588640284,54.027355623100306,1.95,2.51,77.68924302788845,1.87,2.86,4.73,1.56,0.87,0.47,1.12,1.85,9.07
