ID,Year,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
copella01,1990,Lanard Copeland,SG,24,PHI,4,0,9,2,6,.333,0,0,,2,6,.333,.333,0,0,,0,1,1,0,0,0,1,1,4
cummite01,1990,Terry Cummings,PF,28,SAS,10,10,375,103,195,.528,1,5,.200,102,190,.537,.531,42,52,.808,31,63,94,22,7,4,19,39,249
daughbr01,1990,Brad Daugherty,C,24,CLE,5,5,186,41,70,.586,0,0,,41,70,.586,.586,32,46,.696,4,44,48,20,2,4,13,12,114
davisch02,1990,Charles Davis,SF,31,CHI,6,0,20,2,7,.286,0,1,.000,2,6,.333,.286,0,0,,3,0,3,1,0,0,1,5,4
daviswa03,1990,Walter Davis,SG,35,DEN,3,0,70,18,45,.400,0,1,.000,18,44,.409,.400,6,6,1.000,4,5,9,6,1,0,5,4,42
dawkijo01,1990,Johnny Dawkins,PG,26,PHI,10,10,386,53,115,.461,0,7,.000,53,108,.491,.461,36,43,.837,5,17,22,93,17,2,29,22,142
divacvl01,1990,Vlade Divac,C,21,LAL,9,1,175,32,44,.727,1,2,.500,31,42,.738,.739,17,19,.895,16,32,48,10,8,15,13,27,82
donalja01,1990,James Donaldson,C,32,DAL,3,3,74,9,13,.692,0,0,,9,13,.692,.692,4,5,.800,6,10,16,2,2,0,4,8,22
drewla01,1990,Larry Drew,PG,31,LAL,7,0,51,3,8,.375,1,4,.250,2,4,.500,.438,5,6,.833,0,2,2,4,3,0,4,9,12
drexlcl01,1990,Clyde Drexler,SG,27,POR,21,21,853,172,390,.441,9,41,.220,163,349,.467,.453,96,124,.774,63,88,151,150,53,18,67,72,449
duckwke01,1990,Kevin Duckworth,C,25,POR,15,15,453,82,187,.439,0,0,,82,187,.439,.439,33,46,.717,28,59,87,16,5,9,33,60,197
dumarjo01,1990,Joe Dumars,SG,26,DET,20,20,754,130,284,.458,5,19,.263,125,265,.472,.467,99,113,.876,18,26,44,95,22,0,54,37,364
dunntr01,1990,T.R. Dunn,SF,34,DEN,3,0,31,0,0,,0,0,,0,0,,,0,0,,1,6,7,2,4,1,1,3,0
eatonma01,1990,Mark Eaton,C,33,UTA,5,5,128,9,17,.529,0,0,,9,17,.529,.529,1,5,.200,8,22,30,0,3,14,4,17,19
edwarbl01,1990,Blue Edwards,SF,24,UTA,5,0,94,14,26,.538,1,3,.333,13,23,.565,.558,7,8,.875,8,10,18,8,7,2,12,16,36
edwarja01,1990,James Edwards,C,34,DET,20,20,536,114,231,.494,0,1,.000,114,230,.496,.494,58,96,.604,24,47,71,13,5,11,31,74,286
ehlocr01,1990,Craig Ehlo,SG,28,CLE,5,5,196,26,62,.419,5,15,.333,21,47,.447,.460,12,19,.632,7,25,32,32,6,0,12,18,69
elliose01,1990,Sean Elliott,SF,21,SAS,10,10,291,53,96,.552,0,1,.000,53,95,.558,.552,21,29,.724,11,30,41,18,9,6,15,37,127
englial01,1990,Alex English,SF,36,DEN,3,3,76,25,44,.568,0,0,,25,44,.568,.568,9,11,.818,3,6,9,9,2,1,2,6,59
ewingpa01,1990,Patrick Ewing,C,27,NYK,10,10,395,114,219,.521,1,2,.500,113,217,.521,.523,65,79,.823,21,84,105,31,13,20,27,41,294
flemive01,1990,Vern Fleming,PG,27,IND,3,3,113,16,34,.471,0,2,.000,16,32,.500,.471,8,9,.889,4,9,13,18,2,1,8,6,40
floydsl01,1990,Sleepy Floyd,PG,29,HOU,4,4,172,30,64,.469,3,12,.250,27,52,.519,.492,11,17,.647,7,8,15,41,5,1,15,5,74
gamblke01,1990,Kevin Gamble,SF,24,BOS,3,0,8,3,5,.600,0,0,,3,5,.600,.600,0,0,,1,0,1,2,0,0,1,1,6
gminsmi01,1990,Mike Gminski,C,30,PHI,10,10,342,57,117,.487,0,5,.000,57,112,.509,.487,14,15,.933,8,46,54,11,8,23,17,27,128
grantgr01,1990,Greg Grant,PG,23,PHO,7,0,47,9,20,.450,1,3,.333,8,17,.471,.475,0,0,,2,4,6,10,2,0,5,2,19
grantho01,1990,Horace Grant,PF,24,CHI,16,16,616,81,159,.509,0,2,.000,81,157,.516,.509,33,53,.623,73,86,159,40,18,18,26,51,195
grayst01,1990,Stuart Gray,C,26,NYK,4,0,12,2,5,.400,0,0,,2,5,.400,.400,0,0,,3,5,8,0,1,0,3,3,4
grayeje01,1990,Jeff Grayer,SF,24,MIL,4,0,12,0,0,,0,0,,0,0,,,0,0,,0,2,2,1,0,0,1,1,0
greenac01,1990,A.C. Green,PF,26,LAL,9,9,252,41,79,.519,0,0,,41,79,.519,.519,24,32,.750,34,47,81,9,5,4,14,22,106
greenri01,1990,Rickey Green,PG,35,IND,3,0,31,1,7,.143,0,0,,1,7,.143,.143,0,0,,0,1,1,3,1,0,2,5,2
greenda01,1990,Dave Greenwood,PF,32,DET,5,0,47,2,4,.500,0,0,,2,4,.500,.500,1,4,.250,2,7,9,0,2,0,2,11,5
griffda01,1990,Darrell Griffith,SG,31,UTA,5,0,97,19,42,.452,5,9,.556,14,33,.424,.512,4,5,.800,6,15,21,3,6,1,3,3,47
hansebo01,1990,Bob Hansen,SG,29,UTA,5,5,145,21,43,.488,7,14,.500,14,29,.483,.570,1,4,.250,7,7,14,5,3,0,4,14,50
hanzlbi01,1990,Bill Hanzlik,PF,32,DEN,3,0,79,5,17,.294,1,3,.333,4,14,.286,.324,10,10,1.000,5,5,10,11,5,2,2,13,21
harpede01,1990,Derek Harper,PG,28,DAL,3,3,119,21,48,.438,5,16,.313,16,32,.500,.490,11,16,.688,2,6,8,23,4,0,12,13,58
hastisc01,1990,Scott Hastings,PF,29,DET,5,0,16,1,4,.250,0,3,.000,1,1,1.000,.250,0,0,,0,0,0,0,1,0,0,4,2
hawkihe01,1990,Hersey Hawkins,SG,23,PHI,10,10,415,81,163,.497,14,36,.389,67,127,.528,.540,59,63,.937,8,23,31,36,12,7,31,25,235
hendege01,1990,Gerald Henderson,PG,34,DET,8,0,19,1,5,.200,0,3,.000,1,2,.500,.200,0,0,,2,1,3,4,2,0,1,3,2
hodgecr01,1990,Craig Hodges,SG,29,CHI,16,1,254,28,74,.378,12,41,.293,16,33,.485,.459,3,4,.750,6,12,18,17,4,0,14,31,71
horfoti01,1990,Tito Horford,C,24,MIL,2,0,2,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,0,0,2
hornaje01,1990,Jeff Hornacek,SG,26,PHO,16,16,583,112,219,.511,6,24,.250,106,195,.544,.525,68,73,.932,13,49,62,73,24,0,34,43,298
humphja01,1990,Jay Humphries,PG,27,MIL,3,2,79,8,15,.533,1,3,.333,7,12,.583,.567,10,13,.769,1,4,5,19,3,0,8,6,27
irvinby01,1990,Byron Irvin,SG,23,POR,4,0,47,5,22,.227,0,0,,5,22,.227,.227,5,6,.833,4,4,8,5,2,0,3,7,15
jacksma01,1990,Mark Jackson,PG,24,NYK,9,0,81,13,31,.419,0,2,.000,13,29,.448,.419,8,11,.727,1,4,5,21,2,0,7,5,34
johnsbu01,1990,Buck Johnson,SF,26,HOU,4,4,148,20,48,.417,0,1,.000,20,47,.426,.417,11,13,.846,8,8,16,9,6,2,4,16,51
johnsde01,1990,Dennis Johnson,PG,35,BOS,5,5,162,30,62,.484,2,6,.333,28,56,.500,.500,7,7,1.000,2,12,14,28,2,2,10,17,69
johnsed03,1990,Eddie Johnson,SF,30,PHO,16,0,337,72,160,.450,15,38,.395,57,122,.467,.497,37,47,.787,15,42,57,17,10,4,20,40,196
johnser01,1990,Eric Johnson,PG,23,UTA,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
johnske02,1990,Kevin Johnson,PG,23,PHO,16,16,582,123,257,.479,2,11,.182,121,246,.492,.482,92,112,.821,9,44,53,170,25,0,62,28,340
johnsma02,1990,Magic Johnson,PG,30,LAL,9,9,376,76,155,.490,5,25,.200,71,130,.546,.506,70,79,.886,12,45,57,115,11,1,36,28,227
johnsvi01,1990,Vinnie Johnson,SG,33,DET,20,0,463,85,184,.462,2,7,.286,83,177,.469,.467,34,43,.791,28,28,56,54,8,4,31,38,206
johnsna01,1990,Nate Johnston,PF,23,POR,3,0,19,6,11,.545,0,0,,6,11,.545,.545,1,1,1.000,2,4,6,1,1,1,0,5,13
jonesan01,1990,Anthony Jones,SG,27,DAL,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
jonesca01,1990,Caldwell Jones,PF,39,SAS,9,0,66,4,9,.444,0,0,,4,9,.444,.444,0,1,.000,6,7,13,2,0,3,3,10,8
jordami01,1990,Michael Jordan,SG,26,CHI,16,16,674,219,426,.514,16,50,.320,203,376,.540,.533,133,159,.836,24,91,115,109,45,14,56,54,587
kemptti01,1990,Tim Kempton,PF,26,DEN,3,1,32,7,9,.778,0,0,,7,9,.778,.778,4,4,1.000,1,4,5,4,0,0,2,8,18
kerrst01,1990,Steve Kerr,PG,24,CLE,5,0,73,4,14,.286,0,3,.000,4,11,.364,.286,0,0,,1,5,6,10,4,0,2,6,8
kerseje01,1990,Jerome Kersey,SF,27,POR,21,21,831,166,361,.460,0,3,.000,166,358,.464,.460,103,144,.715,66,108,174,45,34,20,45,87,435
kingst01,1990,Stacey King,PF,23,CHI,16,2,281,37,91,.407,0,1,.000,37,90,.411,.407,36,47,.766,17,34,51,9,6,8,17,32,110
kleinjo01,1990,Joe Kleine,C,28,BOS,5,0,79,13,17,.765,0,1,.000,13,16,.813,.765,5,6,.833,3,11,14,2,2,3,4,12,31
kornefr01,1990,Frank Kornet,PF,23,MIL,2,0,4,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,1,1,0,0,0,1,1,0
laimbbi01,1990,Bill Laimbeer,C,32,DET,20,20,667,91,199,.457,15,43,.349,76,156,.487,.495,25,29,.862,41,170,211,28,23,18,16,77,222
laneje01,1990,Jerome Lane,PF,23,DEN,2,2,14,0,3,.000,0,0,,0,3,.000,.000,1,2,.500,0,1,1,2,0,0,2,4,1
langan01,1990,Andrew Lang,C,23,PHO,12,0,93,6,9,.667,0,0,,6,9,.667,.667,4,7,.571,4,16,20,2,3,10,5,17,16
leckner01,1990,Eric Leckner,C,23,UTA,3,0,28,6,10,.600,1,1,1.000,5,9,.556,.650,5,9,.556,2,6,8,2,0,0,1,8,18
leverfa01,1990,Fat Lever,SG,29,DEN,3,3,113,19,51,.373,1,7,.143,18,44,.409,.382,13,14,.929,11,21,32,21,8,1,5,7,52
lewisre01,1990,Reggie Lewis,SG,24,BOS,5,5,200,37,62,.597,0,1,.000,37,61,.607,.597,27,35,.771,9,16,25,22,7,2,12,14,101
lichtto01,1990,Todd Lichti,SG,23,DEN,3,0,70,15,29,.517,0,1,.000,15,28,.536,.517,14,19,.737,5,13,18,9,1,0,8,6,44
lohaubr01,1990,Brad Lohaus,PF,25,MIL,4,4,147,16,40,.400,6,16,.375,10,24,.417,.475,0,0,,4,23,27,5,8,9,9,17,38
mahorri01,1990,Rick Mahorn,PF,31,PHI,10,10,342,37,86,.430,0,1,.000,37,85,.435,.430,20,26,.769,18,52,70,10,7,8,13,41,94
majerda01,1990,Dan Majerle,SG,24,PHO,16,0,479,73,150,.487,4,12,.333,69,138,.500,.500,51,65,.785,30,51,81,34,20,2,18,34,201
malonka01,1990,Karl Malone,PF,26,UTA,5,5,203,46,105,.438,0,1,.000,46,104,.442,.438,34,45,.756,16,35,51,11,11,5,12,22,126
maxweve01,1990,Vernon Maxwell,SG,24,HOU,4,4,159,30,81,.370,8,26,.308,22,55,.400,.420,11,21,.524,5,7,12,17,5,0,6,12,79
mccanme01,1990,Mel McCants,SF,22,LAL,2,0,5,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0
mccloge01,1990,George McCloud,SF,22,IND,1,0,4,1,2,.500,0,0,,1,2,.500,.500,0,0,,1,0,1,0,0,0,1,2,2
mccorti01,1990,Tim McCormick,C,27,HOU,3,0,21,1,3,.333,0,0,,1,3,.333,.333,1,2,.500,1,7,8,0,0,0,0,5,3
mcgeemi01,1990,Mike McGee,SF,30,PHO,10,0,44,7,20,.350,3,7,.429,4,13,.308,.425,1,4,.250,1,3,4,2,1,1,2,6,18
mchalke01,1990,Kevin McHale,PF,32,BOS,5,5,192,42,69,.609,1,3,.333,41,66,.621,.616,25,29,.862,8,31,39,13,2,10,14,17,110
mcnamma01,1990,Mark McNamara,C,30,LAL,2,0,5,1,4,.250,0,0,,1,4,.250,.250,0,0,,0,1,1,0,0,0,0,1,2
millere01,1990,Reggie Miller,SG,24,IND,3,3,125,20,35,.571,3,7,.429,17,28,.607,.614,19,21,.905,1,11,12,6,3,0,3,6,62
mitchmi01,1990,Mike Mitchell,F,34,SAS,4,0,15,3,8,.375,0,0,,3,8,.375,.375,0,0,,1,2,3,2,0,0,2,2,6
mokespa01,1990,Paul Mokeski,C,33,CLE,3,0,10,1,2,.500,0,0,,1,2,.500,.500,2,2,1.000,0,2,2,0,1,1,0,2,4
moorejo01,1990,Johnny Moore,PG,31,SAS,9,0,86,6,24,.250,0,6,.000,6,18,.333,.250,4,8,.500,3,8,11,21,7,1,7,11,16
mortojo01,1990,John Morton,SG,22,CLE,2,0,9,2,5,.400,0,0,,2,5,.400,.400,2,2,1.000,0,0,0,0,0,0,1,1,6
nancela01,1990,Larry Nance,PF,30,CLE,5,5,159,26,45,.578,0,0,,26,45,.578,.578,9,12,.750,4,20,24,12,3,10,4,20,61
nattca01,1990,Calvin Natt,SF,33,IND,2,0,14,1,3,.333,0,0,,1,3,.333,.333,0,0,,1,1,2,1,0,0,2,5,2
nealyed01,1990,Ed Nealy,PF,29,CHI,15,0,228,17,36,.472,0,1,.000,17,35,.486,.472,13,21,.619,16,36,52,5,10,1,7,45,47
newmajo01,1990,Johnny Newman,SF,26,NYK,10,0,231,38,85,.447,4,10,.400,34,75,.453,.471,37,49,.755,11,10,21,10,9,3,17,41,117
nimphku01,1990,Kurt Nimphius,C,31,PHI,4,0,18,1,7,.143,0,0,,1,7,.143,.143,0,0,,3,1,4,0,1,1,0,1,2
oaklech01,1990,Charles Oakley,PF,26,NYK,10,8,336,43,84,.512,1,1,1.000,42,83,.506,.518,34,52,.654,39,71,110,27,11,2,22,33,121
olajuha01,1990,Hakeem Olajuwon,C,27,HOU,4,4,161,31,70,.443,0,0,,31,70,.443,.443,12,17,.706,15,31,46,8,10,23,11,19,74
parisro01,1990,Robert Parish,C,36,BOS,5,5,170,31,54,.574,0,0,,31,54,.574,.574,17,18,.944,23,27,50,13,5,7,12,21,79
paxsoji02,1990,Jim Paxson,PG,32,BOS,5,0,62,8,16,.500,0,1,.000,8,15,.533,.500,3,4,.750,0,0,0,7,5,0,3,1,19
paxsojo01,1990,John Paxson,PG,29,CHI,15,15,395,37,87,.425,4,9,.444,33,78,.423,.448,14,14,1.000,2,20,22,54,9,0,15,42,92
payneke01,1990,Kenny Payne,SF,23,PHI,3,0,10,2,5,.400,0,2,.000,2,3,.667,.400,2,2,1.000,1,1,2,0,0,0,1,3,6
perduwi01,1990,Will Perdue,C,24,CHI,13,0,78,13,28,.464,1,2,.500,12,26,.462,.482,13,18,.722,7,12,19,2,0,5,4,13,40
perkisa01,1990,Sam Perkins,SF,28,DAL,3,3,118,16,36,.444,0,1,.000,16,35,.457,.444,13,17,.765,10,12,22,8,3,2,7,17,45
perryti01,1990,Tim Perry,C,24,PHO,11,0,100,13,25,.520,0,0,,13,25,.520,.520,8,18,.444,10,11,21,2,3,6,5,19,34
persoch01,1990,Chuck Person,SF,25,IND,3,3,123,17,45,.378,1,10,.100,16,35,.457,.389,5,12,.417,6,14,20,12,1,0,4,11,40
petrodr01,1990,Drazen Petrovic,SG,25,POR,20,0,253,48,109,.440,5,16,.313,43,93,.462,.463,21,36,.583,10,22,32,20,6,0,20,37,122
piercri01,1990,Ricky Pierce,SG,30,MIL,4,0,122,28,60,.467,5,10,.500,23,50,.460,.508,28,31,.903,6,3,9,6,5,0,3,14,89
pincked01,1990,Ed Pinckney,PF,26,BOS,4,0,25,6,7,.857,0,0,,6,7,.857,.857,7,9,.778,2,4,6,0,0,0,2,3,19
pippesc01,1990,Scottie Pippen,SF,24,CHI,15,14,612,104,210,.495,10,31,.323,94,179,.525,.519,71,100,.710,33,75,108,83,31,19,49,62,289
portete01,1990,Terry Porter,PG,26,POR,21,21,815,127,274,.464,40,102,.392,87,172,.506,.536,139,165,.842,9,52,61,155,28,3,62,51,433
presspa01,1990,Paul Pressey,SG,31,MIL,4,2,129,19,44,.432,0,3,.000,19,41,.463,.432,21,26,.808,8,13,21,30,6,1,7,14,59
pricema01,1990,Mark Price,PG,25,CLE,5,5,192,32,61,.525,6,17,.353,26,44,.591,.574,30,30,1.000,0,14,14,44,9,1,15,9,100
quinnbr01,1990,Brian Quinnett,SG,23,NYK,3,0,16,2,4,.500,1,1,1.000,1,3,.333,.625,0,0,,5,3,8,2,0,0,1,2,5
rambiku01,1990,Kurt Rambis,PF,31,PHO,16,16,385,24,54,.444,0,1,.000,24,53,.453,.444,19,28,.679,39,84,123,22,8,8,17,51,67
rasmubl01,1990,Blair Rasmussen,C,27,DEN,3,0,84,19,48,.396,0,0,,19,48,.396,.396,9,10,.900,8,18,26,1,2,4,2,10,47
roberfr01,1990,Fred Roberts,PF,29,MIL,4,4,79,13,20,.650,0,1,.000,13,19,.684,.650,13,16,.813,5,3,8,3,0,1,5,9,39
roberal01,1990,Alvin Robertson,SG,27,MIL,4,4,155,35,67,.522,0,1,.000,35,66,.530,.522,24,34,.706,10,13,23,19,9,0,15,16,94
robincl02,1990,Clifford Robinson,PF,23,POR,21,6,391,54,151,.358,0,4,.000,54,147,.367,.358,29,52,.558,32,55,87,23,19,24,25,71,137
robinda01,1990,David Robinson,C,24,SAS,10,10,375,89,167,.533,0,0,,89,167,.533,.533,65,96,.677,36,84,120,23,11,40,24,35,243
rodmade01,1990,Dennis Rodman,SF,28,DET,19,17,560,54,95,.568,0,0,,54,95,.568,.568,18,35,.514,55,106,161,17,9,13,31,62,126
rollitr01,1990,Tree Rollins,C,34,CLE,3,0,38,1,3,.333,0,0,,1,3,.333,.333,6,8,.750,0,8,8,1,2,1,3,7,8
ruddde01,1990,Delaney Rudd,PG,27,UTA,5,0,45,8,23,.348,1,7,.143,7,16,.438,.370,1,2,.500,1,2,3,13,1,0,3,10,18
sallejo01,1990,John Salley,PF,25,DET,20,0,547,58,122,.475,0,0,,58,122,.475,.475,74,98,.755,57,60,117,20,9,33,22,76,190
sandeje01,1990,Jeff Sanders,PF,24,CHI,3,0,3,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,0,0,2
sandemi01,1990,Mike Sanders,SF,29,IND,3,0,24,5,11,.455,1,1,1.000,4,10,.400,.500,0,0,,5,1,6,2,0,0,2,4,11
schrede01,1990,Detlef Schrempf,PF,27,IND,3,3,125,23,47,.489,0,3,.000,23,44,.523,.489,15,16,.938,5,17,22,5,2,1,10,13,61
scottby01,1990,Byron Scott,SG,28,LAL,9,9,325,49,106,.462,13,34,.382,36,72,.500,.524,10,13,.769,7,30,37,23,20,3,13,32,121
sikmaja01,1990,Jack Sikma,C,34,MIL,4,4,117,6,23,.261,2,7,.286,4,16,.250,.304,6,8,.750,0,14,14,7,2,4,12,19,20
smithch02,1990,Charles Smith,PG,22,BOS,3,0,9,1,2,.500,0,0,,1,2,.500,.500,0,0,,1,0,1,3,1,0,0,0,2
smithde02,1990,Derek Smith,SF,28,PHI,1,0,15,5,8,.625,0,1,.000,5,7,.714,.625,1,2,.500,0,0,0,1,1,0,1,3,11
smithla01,1990,Larry Smith,PF,32,HOU,4,0,73,6,8,.750,0,0,,6,8,.750,.750,0,0,,7,6,13,5,4,0,5,11,12
smithmi01,1990,Michael Smith,PF,24,BOS,4,0,16,5,8,.625,0,2,.000,5,6,.833,.625,7,7,1.000,0,0,0,0,1,0,1,1,17
smitsri01,1990,Rik Smits,C,23,IND,3,3,96,14,28,.500,0,0,,14,28,.500,.500,9,11,.818,4,12,16,3,2,4,5,12,37
stockjo01,1990,John Stockton,PG,27,UTA,5,5,194,29,69,.420,1,13,.077,28,56,.500,.428,16,20,.800,4,12,16,75,6,0,14,20,75
stricro02,1990,Rod Strickland,PG,23,SAS,10,10,384,54,127,.425,0,7,.000,54,120,.450,.425,15,27,.556,22,31,53,112,14,0,34,30,123
tarplro01,1990,Roy Tarpley,PF,25,DAL,3,3,129,22,46,.478,0,1,.000,22,45,.489,.478,6,12,.500,9,37,46,1,7,10,9,12,50
thomais01,1990,Isiah Thomas,PG,28,DET,20,20,758,148,320,.463,32,68,.471,116,252,.460,.513,81,102,.794,21,88,109,163,43,7,72,65,409
thompla01,1990,LaSalle Thompson,C,28,IND,3,0,54,7,15,.467,0,0,,7,15,.467,.467,4,4,1.000,6,9,15,2,0,1,7,13,18
thompmy01,1990,Mychal Thompson,C,35,LAL,9,8,225,21,44,.477,0,0,,21,44,.477,.477,16,26,.615,15,24,39,2,2,13,17,26,58
thornbo01,1990,Bob Thornton,PF,27,PHI,9,0,89,7,18,.389,0,0,,7,18,.389,.389,5,10,.500,11,4,15,4,2,1,2,22,19
thorpot01,1990,Otis Thorpe,PF,27,HOU,4,4,164,27,45,.600,0,0,,27,45,.600,.600,26,38,.684,14,19,33,7,5,0,9,12,80
tucketr01,1990,Trent Tucker,SG,30,NYK,10,0,178,22,55,.400,10,27,.370,12,28,.429,.491,6,6,1.000,5,9,14,20,10,0,6,19,60
vandeki01,1990,Kiki Vandeweghe,SF,31,NYK,10,10,236,31,74,.419,6,13,.462,25,61,.410,.459,8,10,.800,7,5,12,14,5,2,7,14,76
vinceja01,1990,Jay Vincent,SF,30,LAL,3,0,8,0,2,.000,0,0,,0,2,.000,.000,0,0,,0,0,0,0,0,0,2,1,0
walkeke01,1990,Kenny Walker,PF,25,NYK,10,2,154,16,29,.552,0,1,.000,16,28,.571,.552,9,14,.643,7,18,25,6,0,4,1,22,41
wennibi01,1990,Bill Wennington,C,26,DAL,3,0,25,1,5,.200,0,0,,1,5,.200,.200,0,0,,0,3,3,1,0,1,2,5,2
westma01,1990,Mark West,C,29,PHO,16,16,544,75,130,.577,0,0,,75,130,.577,.577,27,50,.540,53,111,164,5,4,41,26,73,177
whitera01,1990,Randy White,PF,22,DAL,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
wiggimi01,1990,Mitchell Wiggins,SG,30,HOU,4,0,51,7,15,.467,0,0,,7,15,.467,.467,2,3,.667,4,9,13,2,1,0,4,5,16
wilkied01,1990,Eddie Lee Wilkins,C,27,NYK,7,0,54,9,18,.500,0,0,,9,18,.500,.500,6,11,.545,5,6,11,0,2,0,2,7,24
wilkige01,1990,Gerald Wilkins,SG,26,NYK,10,10,319,63,137,.460,2,8,.250,61,129,.473,.467,18,22,.818,14,22,36,52,14,1,18,23,146
willibu01,1990,Buck Williams,PF,29,POR,21,21,776,101,199,.508,0,0,,101,199,.508,.508,71,105,.676,67,126,193,39,13,6,41,74,273
willihe01,1990,Herb Williams,C,31,DAL,3,0,81,14,23,.609,0,0,,14,23,.609,.609,13,16,.813,4,9,13,5,1,2,3,16,41
williho01,1990,Hot Rod Williams,PF,27,CLE,5,0,174,39,70,.557,0,0,,39,70,.557,.557,17,22,.773,14,32,46,11,2,5,7,23,95
willire01,1990,Reggie Williams,SF,25,SAS,9,0,49,9,27,.333,0,2,.000,9,25,.360,.333,2,2,1.000,5,6,11,3,2,0,5,8,20
wingada01,1990,David Wingate,SG,26,SAS,10,0,293,40,77,.519,2,3,.667,38,74,.514,.532,9,12,.750,9,28,37,38,18,3,14,34,91
wittmra01,1990,Randy Wittman,SF,30,IND,2,0,11,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,0,0,0,0,0,0
woodsmi01,1990,Mike Woodson,SG,31,HOU,1,0,6,1,3,.333,0,1,.000,1,2,.500,.333,0,0,,0,0,0,2,0,0,0,1,2
woolror01,1990,Orlando Woolridge,SF,30,LAL,9,0,199,40,70,.571,0,1,.000,40,69,.580,.571,26,37,.703,6,17,23,10,8,8,11,25,106
worthja01,1990,James Worthy,SF,28,LAL,9,9,366,90,181,.497,2,8,.250,88,173,.509,.503,36,43,.837,11,39,50,27,14,3,22,18,218
youngda01,1990,Danny Young,PG,27,POR,21,0,294,28,72,.389,11,29,.379,17,43,.395,.465,19,27,.704,11,19,30,32,14,2,17,29,86
abdelal01,1991,Alaa Abdelnaby,PF,22,POR,5,0,13,2,6,.333,0,0,,2,6,.333,.333,0,0,,1,2,3,0,0,0,0,0,4
aguirma01,1991,Mark Aguirre,SF,31,DET,15,2,397,90,178,.506,12,33,.364,78,145,.538,.539,42,51,.824,17,44,61,29,12,1,20,41,234
aingeda01,1991,Danny Ainge,SG,31,POR,16,0,277,47,105,.448,11,36,.306,36,69,.522,.500,23,28,.821,1,27,28,31,12,4,24,33,128
anderro01,1991,Ron Anderson,SF,32,PHI,8,0,223,35,88,.398,1,5,.200,34,83,.410,.403,17,19,.895,9,12,21,19,6,0,12,24,88
anderwi01,1991,Willie Anderson,SG,24,SAS,4,4,159,33,68,.485,2,10,.200,31,58,.534,.500,8,13,.615,2,17,19,19,6,2,13,16,76
armstbj01,1991,B.J. Armstrong,PG,23,CHI,17,0,273,35,70,.500,3,5,.600,32,65,.492,.521,20,25,.800,5,22,27,43,19,1,13,13,93
askewvi01,1991,Vincent Askew,SG,24,GSW,6,0,41,6,15,.400,0,0,,6,15,.400,.400,3,6,.500,5,6,11,2,2,0,0,6,15
baileth01,1991,Thurl Bailey,PF,29,UTA,9,0,228,23,64,.359,0,0,,23,64,.359,.359,22,25,.880,11,21,32,9,3,6,12,27,68
barklch01,1991,Charles Barkley,SF,27,PHI,8,8,326,74,125,.592,2,20,.100,72,105,.686,.600,49,75,.653,31,53,84,48,15,3,25,23,199
barroda01,1991,Dana Barros,PG,23,SEA,3,0,25,9,13,.692,2,5,.400,7,8,.875,.769,3,4,.750,1,3,4,5,3,0,3,1,23
battljo01,1991,John Battle,SG,28,ATL,5,0,107,16,44,.364,2,5,.400,14,39,.359,.386,24,25,.960,4,6,10,11,1,0,9,11,58
bedfowi01,1991,William Bedford,C,27,DET,8,3,65,5,24,.208,0,2,.000,5,22,.227,.208,9,14,.643,9,13,22,4,2,4,4,14,19
benjabe01,1991,Benoit Benjamin,C,26,SEA,5,5,163,20,41,.488,0,0,,20,41,.488,.488,29,32,.906,7,26,33,1,3,13,11,17,69
birdla01,1991,Larry Bird,SF,34,BOS,10,10,396,62,152,.408,3,21,.143,59,131,.450,.418,44,51,.863,8,64,72,65,13,3,19,28,171
bolma01,1991,Manute Bol,C,28,PHI,8,0,109,9,18,.500,0,0,,9,18,.500,.500,6,9,.667,4,15,19,1,1,12,5,14,24
brickfr01,1991,Frank Brickowski,PF,31,MIL,3,3,110,24,45,.533,0,2,.000,24,43,.558,.533,7,14,.500,5,21,26,3,1,2,6,16,55
brownde01,1991,Dee Brown,PG,22,BOS,11,0,284,53,108,.491,0,5,.000,53,103,.515,.491,28,34,.824,9,36,45,41,11,6,22,32,134
brownmi01,1991,Mike Brown,C,27,UTA,9,0,223,27,56,.482,0,0,,27,56,.482,.482,32,38,.842,20,46,66,5,3,1,12,36,86
brownto01,1991,Tony Brown,SG,30,UTA,4,0,29,4,8,.500,1,2,.500,3,6,.500,.563,0,0,,2,1,3,1,0,0,1,2,9
bryanma01,1991,Mark Bryant,PF,25,POR,14,0,137,10,22,.455,0,0,,10,22,.455,.455,14,16,.875,14,18,32,2,2,1,4,25,34
