ID,Player,Years,From,To,Team,GP,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,REB,AST,STL,BLK,PTS,2P%,eFG%,Draft
94,Ike Diogu,3.0,2003.0,2005.0,ASU,91,35.055,6.791,11.879000000000001,57.168111793922044,0.451,1.165,38.71244635193133,7.275,9.275,78.4366576819407,3.352,2.835,3.341,5.428999999999999,8.769,1.242,0.40700000000000003,1.681,21.406999999999996,59.17491133096885,59.0664197323007,9
297,Josh Howard,1.0,2003.0,2003.0,WF,31,32.323,6.581,13.806,47.667680718528175,1.71,4.581,37.32809430255403,4.677,5.6129999999999995,83.32442544094066,2.645,2.8710000000000004,3.29,5.0,8.29,1.903,2.065,1.548,19.548,52.80216802168023,53.86064030131829,29
478,Kyle Korver,1.0,2003.0,2003.0,CU,34,31.824,5.3820000000000014,11.5,46.8,3.7939999999999996,7.8820000000000014,48.134991119005356,3.2060000000000004,3.529,90.84726551431,2.0,2.6180000000000003,1.3530000000000002,5.029,6.3820000000000014,3.0589999999999997,1.4709999999999999,0.6759999999999999,17.765,43.89165284687671,63.29565217391304,51
462,Brian Cook,1.0,2003.0,2003.0,U of I,30,31.333000000000002,6.733,14.067,47.863794696808135,0.9,2.967,30.333670374115272,5.6,6.8329999999999975,81.95521732767452,2.767,2.9330000000000003,1.4669999999999999,6.1,7.567,2.0,0.667,0.433,19.967,52.54954954954954,51.062771024383295,24
360,Rashad McCants,3.0,2003.0,2005.0,UNC,98,29.235,6.276,12.888,48.69646182495345,2.255,5.439,41.45982717411288,2.745,3.827,71.72720146328717,2.255,2.418,1.643,2.52,4.163,2.082,1.48,0.622,17.561,53.98040005369849,57.44490999379267,14
419,Blake Stepp,2.0,2003.0,2004.0,GU,64,34.953,4.968999999999999,11.530999999999999,43.09253317145086,2.766,7.077999999999999,39.07883582933032,3.641,4.375,83.22285714285714,3.1719999999999997,1.9380000000000002,0.7340000000000001,3.406,4.141,6.327999999999999,1.406,0.125,16.344,49.47226588816528,55.086289133639745,58
388,Jameer Nelson,2.0,2003.0,2004.0,SJU,62,34.274,6.903,15.145,45.579399141630894,2.21,6.065,36.43858202802968,4.145,5.306,78.11911044101016,2.8710000000000004,1.984,1.161,3.742,4.9030000000000005,5.032,2.597,0.09699999999999999,20.160999999999998,51.685022026431724,52.875536480686684,20
136,Ryan Gomes,3.0,2003.0,2005.0,PROV,92,36.098,7.0870000000000015,13.847999999999999,51.17706528018486,0.88,2.467,35.67085528982569,4.5760000000000005,5.5329999999999995,82.7037773359841,2.5,1.9669999999999999,3.293,5.891,9.185,2.533,1.609,0.37,19.63,54.53826553026975,54.35441941074524,50
445,Dahntay Jones,1.0,2003.0,2003.0,DUKE,33,30.726999999999997,6.0,12.758,47.02931493964572,1.4240000000000002,3.576,39.82102908277405,4.242,5.6670000000000025,74.85442032821598,1.909,3.0610000000000004,1.3940000000000001,4.061,5.455,0.879,1.1520000000000001,0.545,17.667,49.83663689827926,52.610126979150344,20
407,Romain Sato,2.0,2003.0,2004.0,XAV,69,36.899,5.232,12.841,40.74449030449343,2.3040000000000003,6.6960000000000015,34.40860215053763,4.362,5.319,82.00789622109419,1.8119999999999998,2.3040000000000003,1.9569999999999999,5.638,7.5939999999999985,2.275,1.145,0.203,17.13,47.64849471114728,49.715754224748856,52
455,Reece Gaines,1.0,2003.0,2003.0,U of L,32,32.188,5.5310000000000015,11.969000000000001,46.21104520010026,2.344,5.9060000000000015,39.6884524212665,4.5310000000000015,6.1560000000000015,73.60298895386616,2.969,2.562,0.562,2.375,2.938,4.968999999999999,1.6880000000000002,0.125,17.938,52.56473692891308,56.00300777007269,15
475,Keith Bogans,1.0,2003.0,2003.0,UK,36,29.666999999999998,5.388999999999999,11.806,45.64628155175335,2.222,5.806,38.27075439200826,2.667,3.611,73.85765715868179,2.167,1.6669999999999998,1.139,2.694,3.833,2.722,1.167,0.111,15.667,52.78333333333335,55.056750804675595,43
365,Julius Hodge,3.0,2003.0,2005.0,NCST,96,34.812,5.74,11.958,48.001338016390704,0.8440000000000001,2.625,32.152380952380945,5.229,6.9170000000000025,75.59635680208183,2.844,2.479,2.0,4.468999999999999,6.468999999999999,3.948,1.354,0.75,17.604,52.459016393442624,51.530356246864024,20
392,Kevin Martin,2.0,2003.0,2004.0,WCU,51,31.412,7.235,16.039,45.10879730656524,1.98,6.098,32.46966218432273,7.4510000000000005,8.824,84.44016319129645,3.0,2.176,0.941,3.392,4.333,1.765,1.6269999999999998,0.392,23.901999999999997,52.861885122221096,51.281251948375825,26
470,Travis Hansen,1.0,2003.0,2003.0,BYU,32,32.062,5.2810000000000015,11.937999999999999,44.23689060144077,1.125,3.312,33.96739130434783,5.093999999999999,6.375,79.90588235294119,2.625,3.031,1.656,3.062,4.718999999999999,2.406,0.9059999999999999,0.6559999999999999,16.781,48.17992116856015,48.94873513151281,37
