ID,Player,Years,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PIR
corchch01,Chris Corchiani,3.0,PG,112,1.0,11.723,1.17,2.777,42.13179690313287,0.188,0.696,27.011494252873565,0.982,2.08,47.21153846153846,45.51674468851278,1.188,1.455,81.64948453608247,0.241,0.911,1.152,2.17,0.652,0.036,1.071,1.42,3.714,3.357
crawfch01,Chris Crawford,7.0,PF,259,97.0,15.884,2.413,5.564,43.36808051761322,0.286,0.834,34.2925659472422,2.127,4.73,44.968287526427055,45.93817397555714,1.51,1.822,82.87596048298572,0.822,1.371,2.193,0.614,0.394,0.317,0.927,1.981,6.622,3.768
douglch01,Chris Douglas-Roberts,6.0,SF,226,61.0,19.695,2.588,5.863,44.14122462902951,0.389,1.164,33.4192439862543,2.199,4.699,46.79719089167908,47.45863892205356,1.553,1.867,83.1815747188002,0.376,1.748,2.124,1.133,0.566,0.243,0.903,1.319,7.119,5.376
dudlech02,Chris Dudley,16.0,C,945,347.0,18.144,1.519,3.691,41.154158764562446,0.0,0.005,0.0,1.519,3.686,41.20998372219208,41.154158764562446,0.763,1.666,45.79831932773109,2.457,3.568,6.025,0.415,0.38,1.117,0.813,2.644,3.8,5.205
duhonch01,Chris Duhon,9.0,PG,635,324.0,25.387,2.186,5.592,39.091559370529325,1.06,2.926,36.22693096377307,1.126,2.666,42.23555888972243,48.56938483547926,0.969,1.236,78.39805825242718,0.332,1.923,2.255,4.348,0.764,0.061,1.513,1.583,6.4,7.058
englech01,Chris Engler,5.0,C,196,2.0,7.199,0.709,1.719,41.244909831297264,0.0,0.0,,0.709,1.719,41.244909831297264,41.244909831297264,0.342,0.505,67.72277227722773,0.699,1.281,1.98,0.23,0.163,0.214,0.464,1.408,1.76,1.301
fordch01,Chris Ford,3.0,SG,269,201.0,27.335,3.539,7.929,44.63362340774373,0.509,1.416,35.94632768361582,3.03,6.513,46.522339935513585,47.8433598183882,0.822,1.13,72.7433628318584,0.851,1.145,1.996,2.729,1.056,0.253,1.186,2.342,8.409,6.216
garnech01,Chris Garner,2.0,PG,46,0.0,9.609,0.652,2.326,28.030954428202925,0.087,0.457,19.037199124726474,0.565,1.87,30.2139037433155,29.901117798796218,0.174,0.283,61.48409893992933,0.196,0.587,0.783,1.37,0.609,0.109,0.739,1.478,1.565,0.435
gatlich01,Chris Gatling,11.0,PF,715,88.0,19.659,3.993,7.794,51.231716705157815,0.07,0.281,24.91103202846975,3.923,7.513,52.216158658325575,51.6807800872466,2.255,3.422,65.89713617767387,1.792,3.551,5.343,0.655,0.662,0.543,1.517,2.677,10.31,8.348
herrech01,Chris Herren,2.0,PG,70,8.0,14.357,1.057,3.143,33.630289532293986,0.571,1.743,32.7596098680436,0.486,1.4,34.714285714285715,42.71396754692968,0.514,0.743,69.17900403768506,0.229,0.814,1.043,2.386,0.414,0.029,0.886,1.671,3.2,2.2
huntech01,Chris Hunter,1.0,C,60,9.0,13.05,1.817,3.617,50.23500138236107,0.0,0.067,0.0,1.817,3.55,51.18309859154929,50.23500138236107,0.867,1.15,75.3913043478261,0.933,1.85,2.783,0.617,0.217,0.583,0.5,2.2,4.5,3.917
jeffech01,Chris Jefferies,2.0,SF-SG,72,12.0,11.958,1.417,3.694,38.35950189496481,0.486,1.333,36.459114778694676,0.931,2.361,39.43244387971199,44.93773687060098,0.583,0.875,66.62857142857142,0.292,0.931,1.222,0.403,0.319,0.319,0.889,1.278,3.903,1.431
jentch01,Chris Jent,2.0,SF,17,0.0,8.824,1.176,3.059,38.443935926773456,0.529,1.588,33.31234256926952,0.647,1.471,43.98368456832087,47.09055246812683,0.059,0.118,50.0,0.353,1.118,1.471,0.882,0.118,0.0,0.471,1.294,2.941,1.706
johnsch04,Chris Johnson,4.0,SF,147,4.0,15.469,1.565,3.993,39.19358878036564,0.707,2.306,30.65915004336513,0.857,1.687,50.800237107291046,48.046581517655895,0.585,0.701,83.45221112696149,0.483,1.524,2.007,0.633,0.605,0.211,0.544,1.442,4.422,3.347
johnsch03,Chris Johnson,3.0,C,75,1.0,8.213,1.04,1.84,56.52173913043478,0.0,0.0,,1.04,1.84,56.52173913043478,56.52173913043478,0.707,1.0,70.7,0.627,1.2,1.827,0.173,0.213,0.64,0.507,1.413,2.787,2.627
kamanch01,Chris Kaman,13.0,C,753,548.0,26.607,4.64,9.475,48.970976253298154,0.001,0.032,3.125,4.639,9.444,49.12113511224057,48.976253298153026,1.806,2.43,74.32098765432099,2.012,5.547,7.559,1.242,0.437,1.248,2.106,2.684,11.088,11.324
kingch01,Chris King,3.0,SF,105,66.0,19.667,2.581,6.105,42.27682227682227,0.438,1.143,38.320209973753286,2.143,4.962,43.18823055219669,45.86404586404586,1.0,1.6,62.5,1.029,1.933,2.962,1.105,0.714,0.324,1.133,1.752,6.6,4.695
mccrach01,Chris McCray,1.0,SG,5,0.0,2.4,0.0,0.6,0.0,0.0,0.0,,0.0,0.6,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,-1.2
mcculch01,Chris McCullough,3.0,PF,59,4.0,9.017,1.322,3.102,42.617666021921345,0.254,0.831,30.56558363417569,1.068,2.271,47.027741083223255,46.71179883945842,0.39,0.712,54.77528089887641,0.695,1.203,1.898,0.254,0.508,0.322,0.339,0.915,3.288,2.915
mcneach01,Chris McNealy,3.0,PF,108,22.0,17.259,1.676,3.676,45.5930359085963,0.0,0.0,,1.676,3.676,45.5930359085963,45.5930359085963,0.963,1.463,65.82365003417634,1.481,3.093,4.574,1.019,0.833,0.278,1.074,2.537,4.315,4.907
mihmch01,Chris Mihm,8.0,C,441,256.0,20.014,2.857,6.245,45.748598879103284,0.007,0.029,24.137931034482758,2.85,6.215,45.856798069187455,45.804643714971974,1.721,2.447,70.3310175725378,1.98,3.281,5.261,0.506,0.299,1.016,1.222,2.898,7.442,6.29
millsch01,Chris Mills,10.0,SF,587,338.0,30.334,4.184,9.683,43.20974904471755,0.775,2.189,35.40429419826405,3.409,7.494,45.48972511342407,47.21160797273573,1.978,2.419,81.76932616783795,1.358,3.566,4.923,1.86,0.751,0.433,1.271,2.709,11.121,9.169
morrich01,Chris Morris,11.0,SF,816,460.0,24.375,4.065,9.222,44.07937540663631,0.657,2.153,30.515559684161637,3.408,7.069,48.21049653416325,47.64150943396227,1.792,2.424,73.92739273927393,1.946,2.672,4.618,1.513,1.18,0.701,1.49,2.286,10.578,9.026
mullich01,Chris Mullin,16.0,SF,1057,885.0,32.375,6.723,13.229,50.82016781313781,0.834,2.161,38.59324386857936,5.888,11.068,53.198409830140946,53.97233350971351,3.594,4.154,86.51901781415503,1.014,3.026,4.041,3.404,1.518,0.562,2.319,2.077,17.874,15.937
munkch01,Chris Munk,1.0,PF,11,0.0,2.636,0.273,0.636,42.924528301886795,0.0,0.0,,0.273,0.636,42.924528301886795,42.924528301886795,0.636,1.091,58.29514207149404,0.455,0.818,1.273,0.091,0.091,0.182,0.455,0.455,1.182,1.091
owensch01,Chris Owens,1.0,SF,1,0.0,6.0,2.0,3.0,66.66666666666666,0.0,0.0,,2.0,3.0,66.66666666666666,66.66666666666666,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0
paulch01,Chris Paul,14.0,PG,1041,1041.0,35.305,6.602,14.037,47.032841775308114,1.366,3.681,37.109481119261076,5.236,10.356,50.56006179992275,51.89855382204175,4.203,4.852,86.62407254740313,0.681,3.844,4.525,9.593,2.229,0.128,2.44,2.518,18.773,22.206
portech01,Chris Porter,1.0,SF,51,35.0,22.49,3.392,8.725,38.87679083094556,0.0,0.098,0.0,3.392,8.627,39.318418917352496,38.87679083094556,1.843,2.765,66.65461121157324,1.745,1.961,3.706,1.196,0.882,0.118,1.157,2.176,8.627,4.941
quinnch01,Chris Quinn,6.0,PG,246,26.0,13.524,1.561,3.915,39.87228607918263,0.654,1.74,37.58620689655173,0.907,2.175,41.70114942528736,48.22477650063857,0.695,0.858,81.00233100233099,0.122,0.963,1.085,1.87,0.423,0.033,0.565,1.016,4.472,3.785
richach01,Chris Richard,2.0,C,72,3.0,10.903,0.778,1.611,48.29298572315332,0.0,0.0,,0.778,1.611,48.29298572315332,48.29298572315332,0.319,0.528,60.416666666666664,1.0,1.736,2.736,0.347,0.25,0.222,0.528,1.847,1.875,2.014
robinch01,Chris Robinson,2.0,SG,76,6.0,14.408,1.763,4.684,37.638770281810416,0.763,2.039,37.42030407062285,1.0,2.645,37.80718336483932,45.783518360375744,0.316,0.553,57.14285714285714,0.421,1.118,1.539,1.368,0.618,0.171,0.882,1.776,4.605,2.487
singlch01,Chris Singleton,3.0,SF,148,62.0,17.601,1.574,4.189,37.57460014323228,0.392,1.23,31.869918699186993,1.182,2.959,39.94592767826968,42.25352112676056,0.595,0.939,63.36528221512248,0.757,2.432,3.189,0.622,0.791,0.385,0.676,2.196,4.135,3.291
smithch05,Chris Smith,1.0,PG,2,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smithch03,Chris Smith,3.0,SG,224,39.0,17.661,1.897,4.357,43.53913243057149,0.263,0.719,36.578581363004176,1.634,3.638,44.91478834524464,46.55726417259582,1.031,1.446,71.30013831258644,0.272,1.027,1.299,2.799,0.527,0.25,0.978,1.545,5.089,4.567
taftch01,Chris Taft,1.0,C,17,0.0,8.471,1.353,2.235,60.53691275167785,0.0,0.0,,1.353,2.235,60.53691275167785,60.53691275167785,0.059,0.353,16.71388101983003,1.118,1.0,2.118,0.118,0.118,0.412,0.118,1.471,2.765,2.765
washbch01,Chris Washburn,2.0,C,78,2.0,8.667,1.231,2.987,41.21191831268832,0.0,0.013,0.0,1.231,2.974,41.39206455951581,41.21191831268832,0.526,1.128,46.63120567375888,0.821,1.449,2.269,0.308,0.141,0.205,0.769,1.051,2.987,1.731
webbech01,Chris Webber,15.0,PF,911,907.0,37.044,8.572,17.952,47.74955436720142,0.305,1.026,29.7270955165692,8.267,16.925,48.844903988183155,48.59904188948306,3.053,4.731,64.53181145635172,2.734,6.947,9.682,4.19,1.414,1.418,2.788,3.278,20.502,20.081
welpch01,Chris Welp,3.0,C,112,3.0,10.67,1.259,2.83,44.48763250883392,0.0,0.009,0.0,1.259,2.821,44.62956398440269,44.48763250883392,0.705,1.054,66.88804554079695,0.786,1.643,2.429,0.384,0.304,0.482,0.598,2.375,3.223,1.929
whitnch01,Chris Whitney,11.0,PG,589,165.0,17.289,2.1,5.324,39.44402704733284,0.947,2.616,36.20030581039755,1.153,2.708,42.57754800590842,48.33771600300526,1.248,1.426,87.51753155680225,0.17,1.236,1.406,2.754,0.599,0.058,1.063,1.708,6.396,5.039
wilcoch01,Chris Wilcox,11.0,C,630,261.0,19.81,3.335,6.165,54.09570154095702,0.0,0.029,0.0,3.335,6.137,54.34251262832003,54.09570154095702,1.505,2.34,64.31623931623932,1.54,3.346,4.886,0.722,0.511,0.39,1.119,2.408,8.175,7.492
wrighch02,Chris Wright,1.0,SG,3,0.0,1.333,0.333,0.667,49.92503748125937,0.0,0.0,,0.333,0.667,49.92503748125937,49.92503748125937,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.667,0.0
wrighch01,Chris Wright,2.0,SF,32,1.0,9.75,1.375,2.5,55.00000000000001,0.0,0.031,0.0,1.375,2.469,55.69056298096395,55.00000000000001,0.938,1.438,65.22948539638386,0.906,1.125,2.031,0.281,0.438,0.562,0.406,1.219,3.688,3.75
eyengch01,Christian Eyenga,2.0,SF,54,18.0,19.593,2.556,6.185,41.32578819725142,0.481,1.741,27.627800114876504,2.074,4.444,46.66966696669667,45.21422797089733,0.407,0.685,59.41605839416057,0.593,1.981,2.574,0.759,0.704,0.63,0.944,1.63,6.0,4.185
laettch01,Christian Laettner,13.0,PF,913,715.0,29.483,4.609,9.642,47.80128604024061,0.106,0.417,25.419664268585134,4.503,9.225,48.8130081300813,48.35096453018046,3.373,4.117,81.92858877823659,1.841,4.75,6.591,2.512,1.044,0.762,2.195,3.179,12.698,12.457
woodch01,Christian Wood,3.0,PF,51,2.0,9.863,1.863,3.784,49.233615221987314,0.255,0.824,30.946601941747577,1.608,2.961,54.30597771023303,52.60306553911205,1.275,1.804,70.67627494456762,0.863,2.078,2.941,0.255,0.294,0.451,0.51,0.765,5.255,5.471
coxch01,Chubby Cox,1.0,SG,7,0.0,11.143,1.857,5.286,35.130533484676505,0.0,0.286,0.0,1.857,5.0,37.14,35.130533484676505,0.429,0.857,50.05834305717619,1.0,0.429,1.429,0.857,0.0,0.143,1.286,2.286,4.143,-0.857
aleksch01,Chuck Aleksinas,1.0,C,74,4.0,15.054,2.176,4.554,47.782169521299956,0.0,0.014,0.0,2.176,4.541,47.91896058136974,47.782169521299956,0.743,1.014,73.27416173570019,1.176,2.473,3.649,0.486,0.203,0.203,0.973,2.311,5.095,3.703
hayesch01,Chuck Hayes,11.0,C,675,255.0,18.268,1.597,3.201,49.89065916900968,0.0,0.028,0.0,1.597,3.173,50.330917113142135,49.89065916900968,0.474,0.766,61.8798955613577,1.714,3.268,4.982,1.187,0.75,0.367,0.707,2.307,3.668,6.044
nevitch01,Chuck Nevitt,9.0,C,171,0.0,5.152,0.608,1.415,42.96819787985866,0.0,0.0,,0.608,1.415,42.96819787985866,42.96819787985866,0.345,0.585,58.97435897435898,0.515,0.977,1.491,0.117,0.129,0.702,0.503,1.31,1.561,1.14
persoch01,Chuck Person,13.0,SF,994,637.0,30.456,5.819,12.716,45.761245674740486,1.305,3.589,36.36110337141265,4.514,9.128,49.45223488168274,50.89257628184964,1.579,2.183,72.3316536875859,1.192,3.785,4.977,2.747,0.71,0.21,2.024,2.701,14.522,10.941
atkinch01,Chucky Atkins,11.0,PG,732,346.0,24.794,3.533,8.617,41.00034814900777,1.329,3.654,36.37110016420361,2.204,4.963,44.40862381624018,48.71184867123128,1.403,1.814,77.34288864388093,0.279,1.426,1.705,3.392,0.673,0.051,1.454,1.865,9.798,6.805
brownch01,Chucky Brown,13.0,SF,735,274.0,17.161,2.442,4.985,48.98696088264794,0.033,0.139,23.741007194244602,2.41,4.846,49.73173751547668,49.317953861584755,0.992,1.418,69.95768688293371,0.95,2.131,3.08,0.773,0.331,0.303,0.759,1.702,5.909,4.966
keacl01,Clarence Kea,2.0,PF,51,0.0,8.765,1.235,2.549,48.45037269517458,0.0,0.02,0.0,1.235,2.529,48.83353103993674,48.45037269517458,1.412,2.039,69.24963217263364,1.059,1.451,2.51,0.373,0.196,0.078,0.627,1.941,3.882,2.529
weathcl01,Clarence Weatherspoon,13.0,PF,933,612.0,30.055,4.353,9.248,47.069636678200695,0.011,0.055,20.0,4.342,9.193,47.23158925269226,47.129108996539784,2.627,3.546,74.08347433728144,2.304,5.104,7.408,1.446,0.955,0.855,1.544,2.211,11.343,12.438
kellocl01,Clark Kellogg,5.0,PF,260,241.0,32.746,7.723,15.542,49.69115943893965,0.088,0.262,33.58778625954198,7.635,15.281,49.96400759112623,49.9742632865783,3.381,4.465,75.72228443449049,3.277,6.269,9.546,2.938,1.465,0.404,2.812,3.3,18.915,18.254
gregocl01,Claude Gregory,2.0,PF,25,2.0,12.6,2.48,5.44,45.588235294117645,0.0,0.04,0.0,2.48,5.4,45.92592592592592,45.588235294117645,0.48,1.44,33.33333333333333,1.56,2.32,3.88,0.64,0.4,0.52,0.96,1.52,5.44,4.48
johnscl02,Clay Johnson,3.0,SG,97,0.0,7.784,0.979,2.32,42.19827586206897,0.01,0.052,19.230769230769234,0.969,2.268,42.72486772486773,42.41379310344828,0.588,0.804,73.13432835820895,0.598,0.443,1.041,0.495,0.371,0.093,0.474,1.144,2.557,1.381
earlycl01,Cleanthony Early,2.0,SF,56,9.0,14.304,1.571,4.536,34.63403880070547,0.464,1.768,26.244343891402718,1.107,2.768,39.99277456647399,39.74867724867725,0.696,0.929,74.91926803013993,0.464,1.732,2.196,0.75,0.464,0.268,0.875,1.304,4.304,2.607
johnscl01,Clemon Johnson,9.0,C,750,107.0,18.116,2.267,4.608,49.19704861111111,0.0,0.008,0.0,2.267,4.6,49.28260869565217,49.19704861111111,0.957,1.521,62.91913214990138,1.723,2.948,4.671,0.92,0.476,0.972,0.996,2.239,5.491,6.389
alexacl01,Cliff Alexander,1.0,PF,8,0.0,4.5,0.625,1.25,50.0,0.0,0.0,,0.625,1.25,50.0,50.0,0.0,0.0,,0.25,0.5,0.75,0.0,0.125,0.25,0.125,0.125,1.25,1.5
levincl01,Cliff Levingston,11.0,PF,912,216.0,19.747,2.69,5.223,51.50296764311698,0.008,0.041,19.51219512195122,2.682,5.182,51.7560787340795,51.579551981619765,1.411,2.089,67.5442795595979,2.056,2.922,4.978,0.861,0.615,0.691,0.955,2.698,6.798,7.079
robincl01,Cliff Robinson,11.0,PF,646,427.0,30.567,7.116,15.195,46.83119447186574,0.011,0.059,18.64406779661017,7.105,15.136,46.94106765327696,46.86739058900954,2.898,4.023,72.0357941834452,2.173,6.122,8.296,1.977,1.045,0.703,2.475,2.978,17.141,14.503
lettcl01,Clifford Lett,2.0,PG,11,0.0,11.545,1.455,3.364,43.25208085612366,0.0,0.091,0.0,1.455,3.273,44.454628780934925,43.25208085612366,0.545,0.818,66.62591687041567,0.091,0.545,0.636,0.727,0.182,0.091,0.909,1.545,3.455,0.455
raycl01,Clifford Ray,2.0,C,147,0.0,17.15,1.816,3.639,49.90381973069525,0.0,0.014,0.0,1.816,3.626,50.08273579702151,49.90381973069525,0.769,1.435,53.58885017421603,1.327,3.32,4.646,1.599,0.51,0.306,1.558,3.129,4.401,4.286
robincl02,Clifford Robinson,18.0,PF,1521,913.0,30.538,5.212,11.997,43.44419438192881,0.881,2.503,35.19776268477827,4.331,9.494,45.618285232778604,47.11594565307994,2.53,3.697,68.4338652961861,1.339,3.171,4.51,2.199,1.014,1.001,1.796,3.071,13.836,9.741
roziecl01,Clifford Rozier,4.0,C,173,64.0,17.249,2.023,4.075,49.644171779141104,0.012,0.064,18.75,2.012,4.012,50.14955134596212,49.79141104294478,0.723,1.555,46.4951768488746,2.173,3.012,5.185,0.566,0.451,0.653,0.936,2.514,4.78,5.301
capelca01,Clint Capela,5.0,C,345,263.0,24.264,4.89,7.719,63.35017489312086,0.0,0.009,0.0,4.89,7.71,63.42412451361867,63.35017489312086,1.609,3.064,52.51305483028721,2.983,5.89,8.872,0.919,0.649,1.432,1.096,2.394,11.388,15.487
mcdancl01,Clint McDaniel,1.0,SG,12,0.0,5.917,0.667,1.917,34.79394887845592,0.167,0.5,33.4,0.5,1.417,35.28581510232886,39.14971309337506,1.0,1.333,75.01875468867217,0.25,0.583,0.833,0.583,0.417,0.0,0.167,0.833,2.5,1.75
richacl01,Clint Richardson,8.0,SG,658,108.0,20.068,2.918,6.258,46.62831575583254,0.017,0.073,23.28767123287672,2.901,6.185,46.90379951495554,46.76414189837009,0.989,1.299,76.13548883756737,0.921,1.467,2.388,2.403,0.62,0.181,1.248,1.78,6.842,5.755
smithcl01,Clinton Smith,2.0,SG,46,0.0,8.391,1.13,2.63,42.965779467680605,0.0,0.043,0.0,1.13,2.587,43.679938152299954,42.965779467680605,0.652,0.913,71.41292442497262,0.609,0.696,1.304,1.065,0.304,0.022,0.587,0.848,2.913,2.413
wheelcl01,Clinton Wheeler,2.0,PG,87,0.0,9.966,1.23,2.517,48.86769964243147,0.0,0.011,0.0,1.23,2.506,49.08220271348763,48.86769964243147,0.46,0.621,74.07407407407408,0.414,0.402,0.816,1.805,0.724,0.023,0.874,0.724,2.92,3.241
drexlcl01,Clyde Drexler,15.0,SG,1231,1090.0,35.019,7.645,16.313,46.86446392447741,0.786,2.512,31.289808917197455,6.859,13.801,49.69929715238026,49.273585483969846,4.361,5.535,78.78952122854561,2.416,3.822,6.238,5.699,2.019,0.672,2.741,3.063,20.437,19.419
dietrco01,Coby Dietrick,4.0,C,249,0.0,16.815,1.904,4.221,45.1077943615257,0.012,0.076,15.789473684210527,1.892,4.145,45.6453558504222,45.24994077232883,0.835,1.161,71.9207579672696,0.996,2.373,3.369,1.731,0.759,0.55,0.992,2.257,4.655,5.173
karlco01,Coby Karl,2.0,SF-SG,25,1.0,7.44,0.8,2.32,34.48275862068966,0.24,0.96,25.0,0.56,1.36,41.1764705882353,39.65517241379311,0.48,0.64,75.0,0.28,1.0,1.28,1.0,0.28,0.12,0.6,0.76,2.32,1.96
zelleco01,Cody Zeller,6.0,C,372,215.0,22.747,3.03,5.927,51.12198414037456,0.027,0.102,26.47058823529412,3.003,5.825,51.55364806866953,51.34975535684158,2.075,2.804,74.00142653352356,1.825,3.903,5.728,1.341,0.661,0.75,1.038,2.653,8.161,9.325
aldrico01,Cole Aldrich,8.0,C,350,23.0,9.974,1.283,2.426,52.885408079142614,0.0,0.0,,1.283,2.426,52.885408079142614,52.885408079142614,0.529,0.726,72.8650137741047,0.991,2.363,3.354,0.531,0.409,0.674,0.574,1.494,3.094,4.654
sextoco01,Collin Sexton,1.0,PG,82,72.0,31.768,6.329,14.707,43.03392942136397,1.451,3.61,40.19390581717452,4.878,11.098,43.953865561362406,47.966954511457125,2.61,3.11,83.92282958199357,0.695,2.183,2.878,2.963,0.537,0.073,2.256,2.268,16.72,9.768
henryco01,Conner Henry,2.0,SG,104,2.0,7.606,1.115,2.904,38.39531680440771,0.327,0.885,36.94915254237288,0.788,2.019,39.02922238732046,44.02548209366392,0.587,0.808,72.64851485148513,0.221,0.635,0.856,0.981,0.202,0.058,0.663,0.712,3.144,1.856
beckco01,Corey Beck,3.0,PG,94,14.0,10.394,1.053,2.319,45.40750323415265,0.043,0.074,58.108108108108105,1.011,2.245,45.03340757238307,46.334626994394135,0.574,0.83,69.1566265060241,0.394,0.947,1.34,1.309,0.5,0.096,0.957,1.468,2.723,2.021
benjaco01,Corey Benjamin,4.0,PG,153,16.0,14.32,2.072,5.307,39.04277369511966,0.373,1.288,28.959627329192543,1.699,4.02,42.26368159203981,42.55700018843038,0.941,1.444,65.16620498614958,0.549,1.144,1.693,0.935,0.464,0.314,1.072,2.065,5.458,1.987
breweco01,Corey Brewer,12.0,SF,861,317.0,22.856,3.278,7.735,42.37879767291532,0.624,2.201,28.350749659245793,2.654,5.534,47.958077340079505,46.41241111829347,1.502,2.108,71.25237191650854,0.741,2.015,2.756,1.503,1.224,0.273,1.141,2.177,8.681,6.056
crowdco01,Corey Crowder,2.0,SF,62,0.0,5.952,0.806,2.113,38.144817794604826,0.21,0.581,36.144578313253014,0.597,1.532,38.9686684073107,43.11405584477047,0.274,0.403,67.99007444168734,0.29,0.452,0.742,0.306,0.145,0.032,0.274,0.597,2.097,1.016
gaineco01,Corey Gaines,5.0,SG,84,10.0,12.262,1.095,2.631,41.619156214367166,0.131,0.583,22.469982847341342,0.964,2.048,47.0703125,44.108703914861266,0.631,0.857,73.6289381563594,0.143,0.702,0.845,2.964,0.464,0.048,0.857,1.214,2.952,3.44
maggeco01,Corey Maggette,14.0,SF,839,480.0,28.188,4.913,10.836,45.339608711701736,0.561,1.734,32.35294117647059,4.352,9.101,47.81892099769256,47.92820228866741,5.561,6.753,82.34858581371243,1.099,3.799,4.897,2.042,0.712,0.172,2.265,2.833,15.949,11.559
willico01,Corey Williams,2.0,PG,39,0.0,7.385,0.923,2.513,36.729009152407485,0.026,0.103,25.24271844660194,0.897,2.41,37.219917012448136,37.246319140469566,0.487,0.59,82.54237288135593,0.513,0.436,0.949,0.744,0.154,0.051,0.333,0.769,2.359,1.462
blounco01,Corie Blount,11.0,PF,681,77.0,15.289,1.455,3.091,47.07214493691362,0.004,0.04,10.0,1.451,3.051,47.55817764667322,47.13684891620834,0.568,0.968,58.67768595041321,1.681,2.476,4.157,0.695,0.502,0.408,0.793,2.135,3.483,4.282
calhoco01,Corky Calhoun,1.0,SF,7,0.0,4.286,0.571,1.286,44.40124416796267,0.0,0.0,,0.571,1.286,44.40124416796267,44.40124416796267,0.0,0.286,0.0,1.0,0.429,1.429,0.0,0.286,0.0,0.143,0.857,1.143,0.857
willico02,Corliss Williamson,12.0,SF,888,303.0,22.351,4.255,8.734,48.71765514082894,0.007,0.054,12.962962962962962,4.248,8.68,48.940092165898626,48.75772841767804,2.343,3.262,71.82709993868792,1.443,2.337,3.779,1.151,0.546,0.306,1.573,2.717,10.859,6.953
thompco01,Corny Thompson,1.0,PF,44,2.0,11.818,0.977,3.114,31.374438021836866,0.0,0.0,,0.977,3.114,31.374438021836866,31.374438021836866,0.818,1.045,78.2775119617225,0.932,1.795,2.727,0.773,0.273,0.159,0.705,2.091,2.773,1.545
edwarco01,Corsley Edwards,1.0,C,10,0.0,11.0,1.0,3.1,32.25806451612903,0.0,0.0,,1.0,3.1,32.25806451612903,32.25806451612903,0.7,1.2,58.333333333333336,1.2,1.3,2.5,0.3,0.3,0.4,0.2,1.9,2.7,1.5
alexaco01,Cory Alexander,7.0,PG,316,35.0,15.56,1.889,4.848,38.96452145214522,0.753,2.133,35.30239099859353,1.136,2.715,41.84162062615101,46.7306105610561,0.858,1.136,75.52816901408451,0.259,1.291,1.551,2.668,0.839,0.117,1.497,1.652,5.389,4.177
blackco01,Cory Blackwell,1.0,SF,60,0.0,9.183,1.45,3.95,36.70886075949367,0.0,0.033,0.0,1.45,3.917,37.01812611692622,36.70886075949367,0.467,0.917,50.92693565976008,0.7,0.9,1.6,0.433,0.417,0.05,0.733,0.917,3.367,1.267
carrco01,Cory Carr,1.0,SG,42,7.0,14.857,1.69,5.143,32.86019832782422,0.119,0.714,16.666666666666664,1.571,4.429,35.470760894107016,34.01711063581567,0.571,0.762,74.93438320209972,0.19,0.976,1.167,1.571,0.5,0.167,1.095,1.571,4.071,1.167
higgico01,Cory Higgins,2.0,PG,44,0.0,10.341,1.318,4.068,32.399213372664704,0.114,0.568,20.07042253521127,1.205,3.5,34.42857142857143,33.800393313667655,0.977,1.409,69.33995741660752,0.182,0.682,0.864,0.932,0.182,0.136,0.886,1.023,3.727,0.75
jeffeco01,Cory Jefferson,2.0,PF,58,1.0,10.017,1.448,3.259,44.43080699601104,0.034,0.276,12.318840579710145,1.414,2.983,47.40194435132417,44.952439398588524,0.603,1.034,58.31721470019342,0.914,1.862,2.776,0.276,0.172,0.379,0.345,1.19,3.534,3.362
josepco01,Cory Joseph,8.0,PG,606,97.0,20.568,2.647,5.946,44.51732256979482,0.427,1.312,32.545731707317074,2.219,4.634,47.88519637462235,48.107971745711396,0.987,1.299,75.98152424942263,0.474,1.974,2.447,2.668,0.736,0.198,0.949,1.437,6.708,6.761
clarkco01,Coty Clarke,1.0,SF,3,0.0,2.0,0.667,1.333,50.037509377344335,0.667,0.667,100.0,0.0,0.667,0.0,75.05626406601652,0.0,0.0,,0.0,0.333,0.333,0.0,0.0,0.0,0.333,0.0,2.0,1.333
alexaco02,Courtney Alexander,3.0,PG,192,59.0,21.385,3.448,8.167,42.21868495163463,0.219,0.635,34.488188976377955,3.229,7.531,42.87611207011021,43.559446553201916,1.781,2.193,81.21295029639762,0.656,1.495,2.151,1.188,0.589,0.094,1.062,1.995,8.896,4.729
fortsco01,Courtney Fortson,1.0,PG,10,0.0,9.5,1.1,3.2,34.375,0.3,1.3,23.076923076923077,0.8,1.9,42.10526315789474,39.0625,1.0,1.5,66.66666666666666,0.6,0.9,1.5,1.0,0.3,0.0,1.0,0.5,3.5,2.2
