ID,Player,Years,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PIR
waynsma01,Maalik Wayns,2.0,PG,29,1.0,7.276,0.931,3.103,30.00322268772156,0.241,1.069,22.5444340505145,0.69,2.034,33.92330383480826,33.886561392201095,0.586,0.655,89.46564885496183,0.034,0.276,0.31,1.0,0.276,0.0,0.517,1.034,2.69,0.483
bastoma01,Maceo Baston,4.0,PF,106,4.0,7.849,1.0,1.623,61.61429451632778,0.028,0.075,37.333333333333336,0.972,1.547,62.83128636069812,62.47689463955638,0.67,0.906,73.9514348785872,0.528,1.123,1.651,0.245,0.236,0.406,0.509,1.321,2.698,2.547
lampema01,Maciej Lampe,3.0,C,64,0.0,9.875,1.469,3.609,40.703796065392076,0.031,0.125,24.8,1.438,3.484,41.2743972445465,41.13327791632032,0.391,0.578,67.64705882352942,0.578,1.641,2.219,0.344,0.125,0.156,0.547,1.266,3.359,2.062
calvima01,Mack Calvin,2.0,PG,69,0.0,13.043,1.638,3.855,42.490272373540854,0.029,0.232,12.5,1.609,3.623,44.41070935688656,42.86640726329442,1.884,2.203,85.5197458011802,0.217,1.174,1.391,2.348,0.464,0.0,1.072,1.232,5.188,4.551
johnsma02,Magic Johnson,13.0,PG,1096,880.0,37.211,6.845,13.233,51.72674374669387,0.343,1.173,29.241261722080136,6.502,12.059,53.918235342897425,53.0227461648908,5.5,6.5,84.61538461538461,1.779,5.542,7.321,11.393,1.9,0.4,3.834,2.349,19.533,26.976
abdulma02,Mahmoud Abdul-Rauf,9.0,PG,601,350.0,26.694,5.962,13.527,44.07481333629038,0.812,2.309,35.16673884798614,5.15,11.218,45.90836156177572,47.07621793450137,1.82,2.007,90.68261086198306,0.373,1.474,1.847,3.517,0.822,0.078,1.639,1.902,14.556,9.527
jonesma01,Major Jones,6.0,PF,393,15.0,13.295,1.781,3.626,49.11748483177055,0.003,0.023,13.043478260869565,1.779,3.603,49.37552039966694,49.1588527302813,0.748,1.277,58.574784651527025,1.356,2.112,3.468,0.57,0.346,0.44,0.949,1.644,4.313,4.17
ndiayma01,Makhtar N'Diaye,1.0,PF,4,0.0,6.75,0.25,1.0,25.0,0.0,0.0,,0.25,1.0,25.0,25.0,0.75,1.0,75.0,0.75,0.5,1.25,0.25,0.0,0.25,0.25,2.25,1.25,-0.5
richama01,Malachi Richardson,3.0,SG,70,4.0,8.929,0.957,2.671,35.829277424185705,0.4,1.329,30.09781790820166,0.557,1.343,41.47431124348474,43.3171096967428,0.514,0.657,78.23439878234399,0.143,0.857,1.0,0.343,0.229,0.029,0.371,0.9,2.829,1.3
brogdma01,Malcolm Brogdon,3.0,SG,200,123.0,28.095,4.79,9.98,47.99599198396793,1.295,3.19,40.59561128526646,3.495,6.79,51.47275405007365,54.483967935871746,1.665,1.865,89.27613941018767,0.705,2.83,3.535,3.56,0.875,0.2,1.47,1.98,12.54,11.87
delanma01,Malcolm Delaney,2.0,PG,128,5.0,17.695,2.008,5.281,38.02310168528688,0.57,1.836,31.045751633986924,1.438,3.445,41.74165457184325,43.41980685476236,1.172,1.461,80.21902806297055,0.148,1.602,1.75,2.781,0.578,0.055,1.258,1.516,5.758,4.586
leema01,Malcolm Lee,3.0,SG,36,12.0,14.833,1.444,3.778,38.2212811011117,0.278,0.944,29.449152542372886,1.167,2.833,41.19308153900459,41.9004764425622,0.722,1.028,70.23346303501945,0.667,1.139,1.806,1.417,0.556,0.278,0.75,1.444,3.889,3.111
mackema01,Malcolm Mackey,1.0,C,22,0.0,3.136,0.636,1.682,37.81212841854934,0.0,0.091,0.0,0.636,1.591,39.97485857950974,37.81212841854934,0.182,0.364,50.0,0.545,0.545,1.091,0.045,0.0,0.136,0.091,0.409,1.455,1.0
millema01,Malcolm Miller,2.0,SF,25,4.0,7.72,0.96,2.16,44.44444444444444,0.72,1.68,42.857142857142854,0.24,0.48,50.0,61.11111111111111,0.28,0.32,87.50000000000001,0.2,0.6,0.8,0.16,0.08,0.12,0.24,0.6,2.92,2.0
thomama01,Malcolm Thomas,4.0,PF,43,0.0,7.791,0.721,1.651,43.670502725620835,0.023,0.256,8.984375,0.698,1.395,50.03584229390681,44.36705027256208,0.372,0.698,53.29512893982808,0.721,1.605,2.326,0.326,0.14,0.163,0.581,0.698,1.837,2.256
allenma01,Malik Allen,10.0,PF,507,131.0,14.963,2.124,4.85,43.7938144329897,0.006,0.032,18.75,2.118,4.819,43.95102718406308,43.85567010309279,0.513,0.665,77.14285714285714,0.964,1.821,2.785,0.473,0.268,0.465,0.665,1.872,4.767,3.345
beaslma01,Malik Beasley,3.0,SG,165,19.0,15.921,2.758,5.988,46.05878423513693,1.212,3.121,38.83370714514579,1.545,2.867,53.88908266480642,56.17902471609886,0.521,0.661,78.81996974281392,0.327,1.418,1.745,0.842,0.467,0.103,0.527,0.982,7.248,5.527
hairsma01,Malik Hairston,2.0,SG,62,0.0,7.613,1.032,2.016,51.19047619047619,0.032,0.194,16.49484536082474,1.0,1.823,54.85463521667581,51.98412698412699,0.306,0.597,51.256281407035175,0.387,0.855,1.242,0.468,0.161,0.258,0.371,0.774,2.403,2.113
monkma01,Malik Monk,2.0,SG,136,0.0,15.529,2.794,7.434,37.58407317729351,1.412,4.213,33.51530975551863,1.382,3.221,42.90592983545483,47.080979284369114,0.897,1.029,87.17201166180759,0.176,1.316,1.493,1.529,0.419,0.206,0.993,1.221,7.897,4.559
rosema01,Malik Rose,13.0,PF,895,88.0,16.577,2.199,5.046,43.579072532699165,0.017,0.098,17.346938775510203,2.182,4.947,44.10753992318577,43.74752279032897,1.741,2.345,74.24307036247335,1.451,2.709,4.161,0.825,0.592,0.356,1.291,2.359,6.155,4.989
sealyma01,Malik Sealy,8.0,SF,507,260.0,23.686,3.755,8.815,42.59784458309699,0.316,1.085,29.124423963133644,3.44,7.73,44.5019404915912,44.390243902439025,2.16,2.677,80.6873365707882,1.016,2.168,3.183,1.635,1.028,0.312,1.375,2.193,9.986,7.0
ndiayma02,Mamadou N'Diaye,5.0,C,69,9.0,12.435,1.232,2.884,42.71844660194175,0.0,0.014,0.0,1.232,2.87,42.926829268292686,42.71844660194175,1.333,1.812,73.56512141280352,1.275,1.986,3.261,0.116,0.246,0.928,0.58,2.116,3.797,3.522
mathima01,Mangok Mathiang,1.0,C,4,0.0,5.0,1.0,1.75,57.14285714285714,0.0,0.0,,1.0,1.75,57.14285714285714,57.14285714285714,0.0,0.25,0.0,0.75,1.75,2.5,0.0,0.25,0.0,0.0,1.25,2.0,2.5
harrima01,Manny Harris,4.0,SG,93,20.0,17.14,2.14,5.634,37.98367057153,0.57,1.613,35.33787972721637,1.57,4.022,39.03530581800099,43.042243521476756,1.333,1.806,73.8095238095238,0.613,2.108,2.72,1.387,0.516,0.151,1.086,1.118,6.183,4.785
ginobma01,Manu Ginobili,16.0,SG,1275,402.0,25.831,4.345,9.781,44.42286064819548,1.427,3.89,36.68380462724936,2.918,5.891,49.533186216262095,51.71761578570697,3.293,3.992,82.48997995991985,0.659,2.926,3.585,3.787,1.321,0.298,2.037,2.196,13.409,12.031
bolma01,Manute Bol,10.0,C,653,138.0,18.674,1.07,2.639,40.545661235316416,0.069,0.349,19.770773638968482,1.002,2.289,43.774574049803405,41.85297461159531,0.364,0.658,55.3191489361702,0.969,3.251,4.221,0.266,0.202,3.312,0.711,2.325,2.574,5.678
brookma01,MarShon Brooks,5.0,SG,207,50.0,16.889,2.976,6.662,44.67126988892225,0.527,1.531,34.421946440235146,2.449,5.13,47.73879142300195,48.626538577003906,1.251,1.662,75.27075812274367,0.643,1.43,2.072,1.377,0.58,0.203,1.213,1.314,7.729,5.338
gasolma01,Marc Gasol,11.0,C,854,840.0,33.851,5.604,11.662,48.05350711713257,0.388,1.107,35.04968383017164,5.217,10.555,49.42681193747039,49.71702966901046,3.549,4.552,77.96572934973639,1.713,6.062,7.775,3.447,0.919,1.477,2.041,2.946,15.145,16.717
iavarma01,Marc Iavaroni,7.0,PF,574,337.0,15.84,1.699,3.676,46.21871599564744,0.002,0.037,5.405405405405405,1.697,3.639,46.63369057433361,46.24591947769314,1.007,1.416,71.11581920903954,1.071,2.164,3.235,0.998,0.352,0.375,1.199,2.406,4.406,3.375
jacksma02,Marc Jackson,7.0,C,399,106.0,19.419,3.048,6.847,44.51584635606835,0.018,0.08,22.499999999999996,3.03,6.767,44.776119402985074,44.64729078428509,2.17,2.672,81.21257485029939,1.612,2.639,4.251,0.799,0.378,0.263,1.208,2.015,8.283,6.451
huertma01,Marcelo Huertas,2.0,PG,76,1.0,14.553,1.605,3.921,40.93343534812548,0.263,1.053,24.976258309591646,1.342,2.868,46.79218967921897,44.28717163988779,0.474,0.605,78.34710743801652,0.263,1.237,1.5,3.079,0.474,0.118,1.303,1.211,3.947,4.158
gortama01,Marcin Gortat,12.0,C,892,628.0,25.202,4.081,7.39,55.22327469553452,0.003,0.022,13.636363636363638,4.077,7.368,55.33387622149837,55.24357239512856,1.37,2.021,67.7882236516576,2.165,5.605,7.77,1.115,0.461,1.071,1.159,2.191,9.535,12.641
belinma01,Marco Belinelli,12.0,SG,861,232.0,23.122,3.484,8.199,42.492986949628005,1.416,3.762,37.63955342902711,2.069,4.437,46.6306062654947,51.12818636419075,1.51,1.777,84.97467642093416,0.217,1.869,2.086,1.677,0.578,0.074,1.012,1.473,9.894,6.844
banksma01,Marcus Banks,8.0,PG,361,37.0,15.911,2.108,4.881,43.187871337840605,0.36,1.091,32.997250229147575,1.748,3.789,46.13354447083663,46.87564023765622,1.283,1.67,76.82634730538922,0.283,1.205,1.488,2.058,0.753,0.161,1.233,1.936,5.859,3.989
brownma01,Marcus Brown,2.0,PG,27,0.0,8.481,1.185,3.111,38.09064609450337,0.481,1.444,33.310249307479225,0.704,1.667,42.23155368926215,45.82127933140469,0.556,0.778,71.46529562982006,0.259,0.556,0.815,0.852,0.296,0.074,0.593,1.259,3.407,1.444
cambyma01,Marcus Camby,17.0,C,1052,829.0,29.4,3.808,8.191,46.490050054938344,0.02,0.09,22.222222222222225,3.788,8.101,46.759659301320816,46.61213527041874,1.728,2.603,66.38494045332308,2.652,7.067,9.72,1.837,0.977,2.359,1.37,2.8,9.364,14.829
cousima01,Marcus Cousin,1.0,C,4,0.0,4.5,0.5,0.75,66.66666666666666,0.0,0.0,,0.5,0.75,66.66666666666666,66.66666666666666,0.0,0.0,,0.0,0.75,0.75,0.0,0.0,0.25,0.25,0.25,1.0,1.25
derrima01,Marcus Derrickson,1.0,PF,11,0.0,6.091,1.455,3.0,48.50000000000001,0.909,1.818,50.0,0.545,1.182,46.108291032148905,63.65,0.364,0.455,80.0,0.727,0.455,1.182,0.091,0.0,0.091,0.273,0.818,4.182,2.818
fizerma01,Marcus Fizer,6.0,PF,289,35.0,20.872,3.817,8.775,43.4985754985755,0.073,0.381,19.16010498687664,3.744,8.394,44.603288062902074,43.914529914529915,1.92,2.779,69.08960057574667,1.298,3.339,4.637,1.218,0.464,0.28,1.481,2.242,9.626,6.685
georgma01,Marcus Georges-Hunt,2.0,SG,49,0.0,5.612,0.469,1.143,41.03237095363079,0.102,0.347,29.394812680115272,0.367,0.796,46.10552763819095,45.494313210848645,0.449,0.633,70.93206951026856,0.184,0.347,0.531,0.204,0.143,0.0,0.102,0.755,1.49,0.653
haislma01,Marcus Haislip,4.0,PF,92,9.0,9.576,1.413,3.185,44.36420722135008,0.076,0.217,35.02304147465438,1.337,2.967,45.062352544657905,45.557299843014135,0.609,0.935,65.13368983957218,0.587,0.891,1.478,0.196,0.185,0.38,0.435,1.141,3.511,2.076
landrma01,Marcus Landry,1.0,SF,18,0.0,6.167,0.889,2.389,37.21222268731687,0.5,1.556,32.13367609254499,0.389,0.833,46.698679471788715,47.67685223943073,0.167,0.278,60.07194244604316,0.278,0.778,1.056,0.0,0.056,0.111,0.333,0.778,2.444,0.944
liberma01,Marcus Liberty,4.0,SF,267,63.0,17.109,2.933,7.03,41.721194879089616,0.247,0.727,33.97524071526822,2.685,6.303,42.598762494050455,43.47795163584637,1.161,1.749,66.38078902229846,1.566,1.899,3.464,0.914,0.708,0.273,0.989,1.854,7.273,5.105
morrima03,Marcus Morris,8.0,PF,568,300.0,26.69,4.28,9.984,42.868589743589745,1.398,3.857,36.24578688099559,2.882,6.127,47.03770197486536,49.86979166666667,1.662,2.222,74.79747974797479,0.97,3.66,4.63,1.512,0.683,0.257,1.157,2.136,11.62,9.146
paigema01,Marcus Paige,1.0,PG,5,0.0,5.6,0.8,2.8,28.571428571428577,0.4,1.6,25.0,0.4,1.2,33.333333333333336,35.714285714285715,0.4,0.4,100.0,0.0,0.8,0.8,0.6,0.0,0.0,0.0,0.0,2.4,1.8
smartma01,Marcus Smart,5.0,SG,384,154.0,28.536,3.091,8.341,37.05790672581226,1.315,4.234,31.05810108644308,1.776,4.107,43.24324324324324,44.94065459777005,1.844,2.448,75.32679738562092,0.951,2.654,3.604,3.971,1.544,0.398,1.755,2.628,9.341,8.622
thornma01,Marcus Thornton,8.0,SG,493,135.0,23.17,4.351,10.258,42.41567557028661,1.501,4.203,35.712586247918146,2.85,6.055,47.06853839801817,49.731916552934294,1.58,1.911,82.67922553636839,0.84,1.933,2.773,1.375,0.826,0.126,1.0,1.507,11.783,8.138
vincima01,Marcus Vinicius,2.0,SF,26,0.0,6.615,0.615,1.346,45.690936106983656,0.308,0.731,42.13406292749658,0.308,0.615,50.081300813008134,57.13224368499257,0.385,0.692,55.63583815028902,0.115,0.615,0.731,0.269,0.115,0.077,0.346,0.538,1.923,1.192
webbma01,Marcus Webb,1.0,PF,9,0.0,5.667,1.444,2.778,51.97984161267099,0.0,0.111,0.0,1.444,2.667,54.143232095988004,51.97984161267099,1.444,2.333,61.89455636519502,0.556,0.556,1.111,0.222,0.111,0.222,0.556,1.222,4.333,2.0
willima04,Marcus Williams,2.0,PF-SF,13,0.0,3.0,0.538,1.692,31.796690307328607,0.0,0.0,,0.538,1.692,31.796690307328607,31.796690307328607,0.0,0.0,,0.308,0.615,0.923,0.231,0.077,0.077,0.0,0.308,1.077,0.923
willima03,Marcus Williams,4.0,PG,215,10.0,14.758,2.042,5.316,38.412340105342366,0.591,1.884,31.369426751592357,1.451,3.433,42.2662394407224,43.971030850263354,0.707,0.921,76.7643865363735,0.274,1.451,1.726,2.73,0.409,0.033,1.428,0.935,5.381,4.428
collima01,Mardy Collins,4.0,SG,189,31.0,14.661,1.566,4.116,38.04664723032071,0.201,0.672,29.910714285714285,1.365,3.444,39.63414634146341,40.48833819241983,0.593,0.989,59.95955510616784,0.481,1.296,1.778,1.73,0.582,0.116,1.074,1.354,3.926,2.757
bennema01,Mario Bennett,4.0,PF,74,18.0,8.432,1.541,2.892,53.284923928077454,0.014,0.041,34.14634146341463,1.527,2.851,53.56015433181339,53.52697095435685,0.649,1.243,52.212389380530965,1.189,1.392,2.581,0.324,0.419,0.311,0.473,1.541,3.743,3.419
chalmma01,Mario Chalmers,9.0,PG,745,473.0,27.009,3.011,7.191,41.87178417466277,1.17,3.33,35.13513513513513,1.84,3.86,47.668393782383426,50.00695313586427,1.687,2.144,78.68470149253731,0.33,2.134,2.464,3.668,1.434,0.158,1.838,2.725,8.879,7.405
eliema01,Mario Elie,11.0,SF,848,452.0,25.599,2.887,6.145,46.981285598047194,0.783,2.143,36.53756416238918,2.104,4.002,52.57371314342829,53.352318958502856,1.993,2.341,85.13455788124733,0.733,2.048,2.782,2.522,0.902,0.171,1.3,2.002,8.55,8.019
hezonma01,Mario Hezonja,4.0,SF,277,65.0,18.903,2.751,6.603,41.66288050885961,0.874,2.726,32.06162876008804,1.877,3.877,48.413721949961314,48.28108435559594,0.946,1.166,81.13207547169812,0.422,2.617,3.04,1.318,0.747,0.256,1.188,1.596,7.321,5.827
kasunma01,Mario Kasun,2.0,C,73,0.0,7.795,1.068,2.288,46.67832167832168,0.0,0.014,0.0,1.068,2.274,46.965699208443276,46.67832167832168,0.575,0.904,63.60619469026548,1.041,1.534,2.575,0.151,0.137,0.219,0.562,2.123,2.712,1.562
westma02,Mario West,4.0,SG,186,9.0,4.667,0.333,0.763,43.6435124508519,0.011,0.065,16.92307692307692,0.323,0.699,46.208869814020034,44.364351245085196,0.22,0.409,53.789731051344745,0.333,0.478,0.812,0.29,0.258,0.043,0.172,0.769,0.898,0.742
acresma01,Mark Acres,6.0,C,394,68.0,15.589,1.34,2.647,50.62334718549302,0.018,0.036,50.0,1.322,2.612,50.61255742725881,50.96335474121647,0.805,1.221,65.92956592956592,1.51,2.454,3.964,0.462,0.35,0.266,0.612,2.449,3.503,3.761
aguirma01,Mark Aguirre,13.0,SF,1025,696.0,29.94,7.704,15.902,48.44673625958999,0.426,1.366,31.18594436310395,7.278,14.537,50.065350484969386,49.78619041629984,3.877,5.23,74.13001912045888,1.839,3.151,4.99,3.057,0.74,0.31,2.443,2.81,19.712,14.005
alarima01,Mark Alarie,5.0,PF,329,41.0,16.854,3.182,6.69,47.56352765321375,0.106,0.416,25.48076923076923,3.076,6.274,49.02773350334715,48.355754857997006,0.991,1.277,77.60375880971027,1.331,2.091,3.422,1.106,0.407,0.337,0.951,2.191,7.462,5.799
blounma01,Mark Blount,9.0,C,627,397.0,22.89,3.278,6.517,50.29921743133343,0.059,0.164,35.97560975609756,3.219,6.352,50.67695214105793,50.751879699248114,1.415,1.959,72.23072996426748,1.472,3.105,4.577,0.831,0.552,0.839,1.525,2.558,8.029,6.962
bradtma01,Mark Bradtke,1.0,C,36,0.0,6.972,0.694,1.611,43.0788330229671,0.0,0.0,,0.694,1.611,43.0788330229671,43.0788330229671,0.25,0.361,69.25207756232687,0.722,1.167,1.889,0.194,0.139,0.139,0.25,0.944,1.639,1.778
bryanma01,Mark Bryant,15.0,PF,876,208.0,16.491,2.114,4.249,49.75288303130148,0.001,0.016,6.25,2.113,4.233,49.917316324120016,49.764650506001416,1.011,1.446,69.91701244813278,1.369,2.268,3.637,0.576,0.396,0.239,0.805,2.483,5.241,4.232
davisma02,Mark Davis,5.0,SF,230,37.0,16.004,2.057,4.657,44.17006656645909,0.122,0.496,24.596774193548388,1.935,4.161,46.503244412400875,45.47992269701524,1.248,1.904,65.54621848739495,1.265,1.765,3.03,1.278,0.87,0.326,1.409,2.091,5.483,4.23
davisma01,Mark Davis,1.0,SF,33,0.0,7.818,1.485,3.091,48.04270462633452,0.03,0.303,9.900990099009901,1.455,2.788,52.18794835007174,48.52798447104497,0.848,1.03,82.33009708737865,0.485,0.636,1.121,0.424,0.394,0.152,0.364,1.182,3.848,2.606
eatonma01,Mark Eaton,11.0,C,949,878.0,28.94,2.373,5.157,46.0151250727167,0.0,0.002,0.0,2.373,5.155,46.03297769156159,46.0151250727167,1.229,1.897,64.78650500790722,2.135,5.764,7.899,0.94,0.425,3.45,1.448,3.377,5.975,10.411
hendrma01,Mark Hendrickson,4.0,PF,114,8.0,13.228,1.175,2.825,41.5929203539823,0.026,0.158,16.455696202531644,1.149,2.667,43.082114735658045,42.05309734513274,0.965,1.202,80.2828618968386,0.86,1.912,2.772,0.553,0.439,0.132,0.553,1.219,3.342,3.579
jacksma01,Mark Jackson,17.0,PG,1427,1201.0,30.061,3.666,8.23,44.54434993924666,0.582,1.748,33.29519450800915,3.083,6.482,47.56248071582845,48.080194410692584,1.669,2.166,77.0544783010157,0.977,2.835,3.812,7.876,1.219,0.088,2.416,1.72,9.582,13.379
jonesma03,Mark Jones,1.0,SF,10,0.0,11.6,0.9,3.1,29.03225806451613,0.0,0.4,0.0,0.9,2.7,33.33333333333333,29.03225806451613,0.5,1.0,50.0,0.6,0.7,1.3,0.6,0.5,0.2,0.3,1.6,2.3,0.3
jonesma02,Mark Jones,1.0,PG,6,0.0,2.667,0.5,1.0,50.0,0.0,0.167,0.0,0.5,0.833,60.02400960384154,50.0,0.167,0.333,50.150150150150154,0.333,0.0,0.333,0.833,0.0,0.0,0.333,0.333,1.167,1.0
landsma01,Mark Landsberger,5.0,PF,336,5.0,14.446,1.967,4.185,47.001194743130235,0.0,0.015,0.0,1.967,4.17,47.17026378896883,47.001194743130235,0.744,1.411,52.72856130403969,2.095,3.229,5.324,0.399,0.238,0.137,0.821,1.685,4.679,5.387
maconma01,Mark Macon,6.0,SG,251,104.0,19.992,2.765,7.195,38.429464906184855,0.135,0.502,26.892430278884465,2.629,6.693,39.27984461377559,39.367616400277974,1.048,1.426,73.49228611500702,0.689,1.171,1.861,1.705,1.39,0.08,1.287,2.339,6.713,3.315
madsema01,Mark Madsen,9.0,C,502,72.0,11.522,0.821,1.815,45.23415977961432,0.002,0.036,5.555555555555556,0.819,1.779,46.0370994940978,45.289256198347104,0.468,0.9,52.0,1.209,1.291,2.5,0.396,0.247,0.219,0.446,1.884,2.112,1.717
mcnamma01,Mark McNamara,8.0,C,286,25.0,9.521,1.283,2.503,51.25848981222533,0.0,0.0,,1.283,2.503,51.25848981222533,51.25848981222533,0.899,1.64,54.81707317073171,1.206,1.699,2.906,0.269,0.122,0.136,0.78,1.311,3.465,2.846
olberma01,Mark Olberding,8.0,PF,649,304.0,25.952,3.334,6.769,49.253951839267245,0.009,0.069,13.043478260869563,3.325,6.7,49.62686567164179,49.32043137834244,2.914,3.586,81.26045733407697,1.418,3.823,5.24,2.79,0.667,0.262,1.982,3.371,9.592,9.092
popema01,Mark Pope,6.0,PF,166,60.0,10.373,0.753,1.837,40.99074578116495,0.06,0.349,17.191977077363898,0.693,1.488,46.57258064516129,42.62384322264562,0.265,0.458,57.86026200873362,0.596,1.078,1.675,0.398,0.211,0.271,0.289,1.542,1.831,1.277
pricema01,Mark Price,12.0,PG,769,625.0,30.235,5.486,11.636,47.14678583705741,1.342,3.373,39.786540171953746,4.144,8.263,50.15127677598935,52.913372292884155,3.039,3.35,90.71641791044776,0.559,2.005,2.564,6.749,1.202,0.105,2.533,1.359,15.354,15.622
radfoma01,Mark Radford,2.0,SG,97,2.0,8.33,1.423,2.804,50.74893009985735,0.062,0.216,28.703703703703702,1.361,2.588,52.58887171561051,51.85449358059915,0.67,1.464,45.76502732240438,0.258,0.526,0.784,1.66,0.515,0.062,1.196,1.474,3.577,1.753
randama01,Mark Randall,4.0,PF,129,0.0,6.891,0.992,2.248,44.12811387900356,0.047,0.302,15.56291390728477,0.946,1.946,48.6125385405961,45.17348754448399,0.543,0.752,72.20744680851064,0.62,0.659,1.279,0.434,0.186,0.07,0.419,0.744,2.574,1.915
stricma01,Mark Strickland,8.0,SF,291,26.0,11.948,1.887,3.859,48.89867841409692,0.007,0.031,22.58064516129032,1.88,3.828,49.11180773249739,48.989375485877176,0.701,1.062,66.0075329566855,0.931,1.763,2.694,0.354,0.285,0.381,0.574,1.117,4.481,4.172
wadema01,Mark Wade,2.0,PG,12,0.0,10.5,0.25,1.667,14.997000599880023,0.0,0.167,0.0,0.25,1.5,16.666666666666664,14.997000599880023,0.167,0.333,50.150150150150154,0.25,1.0,1.25,3.0,0.583,0.083,1.083,1.083,0.667,1.833
westma01,Mark West,17.0,C,1185,617.0,18.538,2.303,3.976,57.9225352112676,0.0,0.003,0.0,2.303,3.972,57.98086606243705,57.9225352112676,1.095,1.924,56.91268191268192,1.635,3.234,4.868,0.392,0.295,1.284,1.088,2.894,5.7,6.057
brownma02,Markel Brown,3.0,SG,115,36.0,15.687,1.8,4.73,38.05496828752643,0.487,1.67,29.161676646706585,1.313,3.061,42.89447892845475,43.2029598308668,1.043,1.33,78.42105263157893,0.365,1.687,2.052,1.157,0.6,0.235,0.739,1.365,5.13,3.852
fultzma01,Markelle Fultz,2.0,SG,36,15.0,19.528,3.083,7.583,40.65673216405117,0.111,0.417,26.618705035971225,2.972,7.167,41.467838705176504,41.388632467361205,0.944,1.722,54.81997677119628,1.028,2.194,3.222,3.25,0.861,0.25,1.194,2.167,7.222,6.167
morrima02,Markieff Morris,8.0,PF,598,350.0,26.075,4.5,10.043,44.80732848750374,0.764,2.268,33.686067019400355,3.736,7.776,48.04526748971194,48.61097281688738,1.844,2.366,77.9374471682164,1.333,4.207,5.54,1.692,0.895,0.592,1.61,2.946,11.609,9.706
jaricma01,Marko Jaric,7.0,PG,447,221.0,25.159,2.662,6.586,40.4190707561494,0.647,1.879,34.433209153805215,2.016,4.707,42.829827915869984,45.331005162465836,1.172,1.606,72.97633872976338,0.613,2.072,2.685,3.579,1.304,0.286,1.584,2.163,7.143,6.893
milicma01,Marko Milic,2.0,SF,46,0.0,4.783,1.065,1.891,56.31940772078266,0.065,0.152,42.76315789473685,1.0,1.739,57.50431282346176,58.03807509254363,0.239,0.37,64.5945945945946,0.283,0.391,0.674,0.304,0.304,0.022,0.587,0.543,2.435,1.652
garnema01,Marlon Garnett,1.0,PG,24,0.0,8.542,0.625,2.125,29.411764705882355,0.25,0.958,26.096033402922757,0.375,1.167,32.13367609254499,35.294117647058826,0.625,0.833,75.03001200480193,0.125,0.75,0.875,0.75,0.208,0.042,0.5,0.75,2.125,1.042
maxeyma01,Marlon Maxey,2.0,PF,98,5.0,11.694,1.857,3.429,54.15573053368329,0.0,0.031,0.0,1.857,3.398,54.64979399646851,54.15573053368329,1.173,1.714,68.43640606767795,1.439,2.265,3.704,0.224,0.276,0.52,0.796,1.918,4.888,4.786
redmoma01,Marlon Redmond,1.0,SG,24,0.0,12.417,2.458,5.75,42.74782608695652,0.0,0.375,0.0,2.458,5.375,45.73023255813954,42.74782608695652,1.0,1.417,70.57163020465772,0.75,1.417,2.167,0.792,0.167,0.375,0.792,1.125,5.917,3.792
braggma01,Marques Bragg,1.0,PF,53,0.0,6.962,1.019,2.264,45.00883392226148,0.0,0.0,,1.019,2.264,45.00883392226148,45.00883392226148,0.434,0.774,56.07235142118863,0.717,0.774,1.491,0.151,0.321,0.151,0.491,1.34,2.472,1.17
johnsma01,Marques Johnson,9.0,SF,579,359.0,34.44,8.069,15.857,50.88604401841459,0.029,0.181,16.022099447513813,8.04,15.675,51.29186602870812,50.97748628366022,3.366,4.604,73.11033883579496,2.527,3.862,6.389,3.877,1.254,0.623,2.382,2.573,19.534,17.696
chrisma01,Marquese Chriss,3.0,PF,197,126.0,19.132,2.807,6.543,42.90081002598196,0.731,2.467,29.631130928252936,2.076,4.076,50.932286555446524,48.48693259972489,1.223,1.949,62.75012827090816,1.076,3.416,4.492,0.838,0.685,0.766,1.274,2.787,7.569,5.827
daniema01,Marquis Daniels,10.0,SG,613,151.0,20.294,3.062,6.798,45.0426596057664,0.176,0.755,23.311258278145694,2.886,6.042,47.765640516385304,46.33715798764342,1.199,1.661,72.18543046357617,0.917,1.794,2.711,1.679,0.869,0.237,1.126,1.561,7.499,6.111
teaguma01,Marquis Teague,3.0,PG,99,3.0,9.909,0.909,2.677,33.955920806873365,0.101,0.505,20.0,0.808,2.172,37.20073664825046,35.84236085169966,0.374,0.566,66.07773851590106,0.051,0.889,0.939,1.475,0.253,0.131,0.798,1.091,2.293,1.242
speigma01,Marreese Speights,10.0,C,765,80.0,14.672,3.008,6.592,45.63106796116505,0.336,0.933,36.01286173633441,2.672,5.659,47.216822760204984,48.17961165048544,1.376,1.744,78.89908256880733,1.307,2.65,3.957,0.634,0.265,0.494,0.847,2.18,7.728,6.099
plumlma02,Marshall Plumlee,2.0,C,29,1.0,7.655,0.586,1.138,51.493848857645,0.0,0.0,,0.586,1.138,51.493848857645,51.493848857645,0.69,1.207,57.16652858326429,0.931,1.414,2.345,0.414,0.138,0.172,0.517,1.138,1.862,2.207
