ID,Year,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PIR
edwarja01,1984,James Edwards,C,28,PHO,17,,463,93,189,0.49200000000000005,0,0,,93,189,0.49200000000000005,0.49200000000000005,48,68,0.706,22,69,91,27,4,11,31,62,234,158
ellisda01,1984,Dale Ellis,SF,23,DAL,8,,178,26,80,0.325,1,12,0.083,25,68,0.368,0.331,6,8,0.75,19,23,42,4,10,2,5,17,59,39
englial01,1984,Alex English,SF,30,DEN,5,,203,60,102,0.588,0,1,0.0,60,101,0.594,0.588,25,28,0.893,16,24,40,28,3,2,7,17,145,149
ervinju01,1984,Julius Erving,SF,33,PHI,5,,194,36,76,0.474,0,1,0.0,36,75,0.48,0.474,19,22,0.8640000000000001,9,23,32,25,8,6,21,14,91,84
evansmi01,1984,Mike Evans,PG,28,DEN,5,,77,9,28,0.321,1,8,0.125,8,20,0.4,0.33899999999999997,4,4,1.0,1,2,3,12,0,0,8,13,23,-2
fernser01,1984,Eric Fernsten,PF,30,NYK,2,,3,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,0,0,0,0,0,0,0,2,1
fostero01,1984,Rod Foster,PG,23,PHO,16,,128,10,39,0.256,0,5,0.0,10,34,0.294,0.256,9,9,1.0,6,7,13,18,5,1,13,21,29,3
garnebi02,1984,Bill Garnett,PF,23,DAL,8,,74,15,30,0.5,1,1,1.0,14,29,0.483,0.517,7,8,0.875,10,12,22,4,0,2,1,10,38,39
glennmi01,1984,Mike Glenn,SG,28,ATL,5,,53,5,14,0.35700000000000004,0,0,,5,14,0.35700000000000004,0.35700000000000004,0,0,,1,4,5,5,2,0,2,9,10,2
gminsmi01,1984,Mike Gminski,C,24,NJN,11,,223,29,50,0.58,0,0,,29,50,0.58,0.58,36,52,0.6920000000000001,22,33,55,6,7,15,9,17,94,114
greenri01,1984,Rickey Green,PG,29,UTA,11,,404,64,151,0.424,1,4,0.25,63,147,0.429,0.42700000000000005,32,43,0.7440000000000001,9,25,34,104,19,4,29,17,161,178
greveke01,1984,Kevin Grevey,SG,30,MIL,5,,27,2,9,0.222,0,0,,2,9,0.222,0.222,4,6,0.667,0,2,2,1,0,0,1,1,8,0
griffda01,1984,Darrell Griffith,SG,25,UTA,11,,417,81,183,0.44299999999999995,16,45,0.35600000000000004,65,138,0.47100000000000003,0.486,33,48,0.688,16,49,65,41,19,2,31,24,211,166
grunfer01,1984,Ernie Grunfeld,SG,28,NYK,11,,84,11,23,0.478,0,0,,11,23,0.478,0.478,4,4,1.0,1,8,9,6,2,0,4,12,26,15
hansebo01,1984,Bob Hansen,SG,23,UTA,4,,18,2,7,0.28600000000000003,2,3,0.667,0,4,0.0,0.429,1,2,0.5,2,5,7,2,0,0,2,4,7,4
hanzlbi01,1984,Bill Hanzlik,SF,26,DEN,5,,82,11,19,0.579,0,2,0.0,11,17,0.647,0.579,6,6,1.0,3,5,8,21,3,0,6,16,28,30
harpede01,1984,Derek Harper,PG,22,DAL,10,,226,21,54,0.389,3,8,0.375,18,46,0.391,0.41700000000000004,5,7,0.7140000000000001,8,12,20,28,11,2,6,16,50,54
hastisc01,1984,Scott Hastings,PF,23,ATL,5,,32,2,9,0.222,0,0,,2,9,0.222,0.222,3,4,0.75,2,6,8,1,1,0,2,4,7,3
hawesst01,1984,Steve Hawes,PF,33,SEA,5,,74,6,14,0.429,1,2,0.5,5,12,0.41700000000000004,0.46399999999999997,2,2,1.0,8,12,20,7,2,0,2,6,15,28
hendege01,1984,Gerald Henderson,PG,28,BOS,23,,616,115,237,0.485,3,11,0.273,112,226,0.496,0.49200000000000005,54,75,0.72,23,29,52,97,34,1,41,78,287,209
hollili01,1984,Lionel Hollins,PG,30,DET,2,,6,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,0,0,0,0,1,2,0,0,-2
iavarma01,1984,Marc Iavaroni,PF,27,PHI,4,,64,7,15,0.467,1,2,0.5,6,13,0.462,0.5,7,8,0.875,3,5,8,3,1,1,5,18,22,3
isselda01,1984,Dan Issel,C,35,DEN,5,,153,52,102,0.51,1,2,0.5,51,100,0.51,0.515,32,39,0.821,10,30,40,8,6,6,15,15,137,110
johnscl02,1984,Clay Johnson,SG,27,SEA,3,,9,2,4,0.5,0,1,0.0,2,3,0.667,0.5,0,0,,1,0,1,1,1,0,0,3,4,2
johnscl01,1984,Clemon Johnson,C,27,PHI,5,,45,4,12,0.33299999999999996,0,0,,4,12,0.33299999999999996,0.33299999999999996,0,0,,3,3,6,0,1,4,3,8,8,0
johnsde01,1984,Dennis Johnson,SG,29,BOS,22,,808,129,319,0.40399999999999997,3,7,0.429,126,312,0.40399999999999997,0.409,104,120,0.867,30,49,79,97,25,7,53,75,365,239
johnsed02,1984,Eddie Johnson,SG,28,ATL,5,,123,19,54,0.35200000000000004,1,6,0.16699999999999998,18,48,0.375,0.361,15,22,0.682,2,7,9,24,6,0,7,11,54,33
johnsed03,1984,Eddie Johnson,SF,24,KCK,3,,107,21,48,0.43799999999999994,2,5,0.4,19,43,0.442,0.45799999999999996,7,7,1.0,4,6,10,12,3,1,2,8,51,40
johnsfr01,1984,Frank Johnson,PG,25,WSB,4,,156,24,42,0.5710000000000001,1,3,0.33299999999999996,23,39,0.59,0.583,8,8,1.0,4,9,13,25,5,0,9,16,57,57
johnsma02,1984,Magic Johnson,PG,24,LAL,21,,837,151,274,0.551,0,7,0.0,151,267,0.5660000000000001,0.551,80,100,0.8,26,113,139,284,42,20,79,71,382,574
johnsma01,1984,Marques Johnson,SF,27,MIL,16,,605,129,273,0.473,1,4,0.25,128,269,0.47600000000000003,0.474,65,90,0.722,29,56,85,55,17,6,43,50,324,225
johnsre01,1984,Reggie Johnson,PF,26,NJN,7,,17,0,4,0.0,0,0,,0,4,0.0,0.0,5,6,0.833,1,4,5,0,0,1,4,2,5,0
johnsvi01,1984,Vinnie Johnson,SG,27,DET,5,,132,17,46,0.37,0,1,0.0,17,45,0.37799999999999995,0.37,17,19,0.895,5,9,14,12,1,1,4,9,51,35
jonesbo01,1984,Bobby Jones,PF,32,PHI,5,,130,15,31,0.484,0,0,,15,31,0.484,0.484,18,19,0.9470000000000001,9,14,23,9,3,7,8,12,48,53
kelleri01,1984,Rich Kelley,C,30,UTA,11,,201,15,27,0.556,0,0,,15,27,0.556,0.556,25,29,0.862,19,39,58,22,9,6,17,42,55,75
kingal01,1984,Albert King,SF,24,NJN,11,,295,53,128,0.414,0,2,0.0,53,126,0.42100000000000004,0.414,32,46,0.696,25,33,58,25,10,4,23,32,138,91
kingbe01,1984,Bernard King,SF,27,NYK,12,,477,162,282,0.574,0,1,0.0,162,281,0.5770000000000001,0.574,93,123,0.7559999999999999,28,46,74,36,14,6,31,48,417,318
kingre01,1984,Reggie King,SF,26,SEA,5,,91,5,12,0.41700000000000004,0,0,,5,12,0.41700000000000004,0.41700000000000004,0,0,,6,11,17,6,2,3,7,14,10,10
kitegr01,1984,Greg Kite,C,22,BOS,11,,38,1,8,0.125,0,0,,1,8,0.125,0.125,5,6,0.833,5,4,9,3,0,1,3,9,7,0
knighbi01,1984,Billy Knight,SF,31,KCK,3,,37,8,24,0.33299999999999996,0,0,,8,24,0.33299999999999996,0.33299999999999996,2,2,1.0,2,1,3,2,0,0,2,2,18,3
kopicjo01,1984,Joe Kopicki,PF,23,WSB,3,,25,3,6,0.5,0,0,,3,6,0.5,0.5,0,0,,0,5,5,1,0,0,2,6,6,1
kupchmi01,1984,Mitch Kupchak,PF,29,LAL,9,,69,5,17,0.294,0,0,,5,17,0.294,0.294,8,14,0.5710000000000001,12,17,29,2,1,2,6,12,18,16
laimbbi01,1984,Bill Laimbeer,C,26,DET,5,,165,29,51,0.569,0,0,,29,51,0.569,0.569,18,20,0.9,14,48,62,12,4,3,12,23,76,98
lampje01,1984,Jeff Lamp,SF,24,POR,3,,19,2,6,0.33299999999999996,0,0,,2,6,0.33299999999999996,0.33299999999999996,0,0,,0,0,0,0,0,0,1,1,4,-2
landsma01,1984,Mark Landsberger,PF,28,ATL,2,,5,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,1,0,1,0,0,0,0,1,0,-1
laniebo01,1984,Bob Lanier,C,35,MIL,16,,499,82,171,0.48,0,0,,82,171,0.48,0.48,39,44,0.8859999999999999,32,85,117,55,11,10,38,57,203,207
leverfa01,1984,Fat Lever,PG,23,POR,5,,75,8,30,0.267,2,3,0.667,6,27,0.222,0.3,8,10,0.8,10,5,15,9,4,0,3,6,26,21
levincl01,1984,Cliff Levingston,PF,23,DET,5,,101,15,19,0.789,0,0,,15,19,0.789,0.789,10,16,0.625,11,13,24,1,1,2,3,15,40,40
listeal01,1984,Alton Lister,PF,25,MIL,16,,368,39,78,0.5,0,0,,39,78,0.5,0.5,30,48,0.625,26,70,96,10,5,24,27,63,108,96
longjo01,1984,John Long,SG,27,DET,5,,149,20,55,0.364,0,1,0.0,20,54,0.37,0.364,15,15,1.0,7,4,11,2,7,0,10,15,55,15
lucasma01,1984,Maurice Lucas,PF,31,PHO,17,,570,116,227,0.511,0,0,,116,227,0.511,0.511,63,78,0.8079999999999999,42,127,169,61,12,8,29,66,295,324
macyky01,1984,Kyle Macy,PG,26,PHO,17,,620,77,157,0.49,10,22,0.455,67,135,0.496,0.522,12,16,0.75,14,40,54,98,22,2,25,43,176,200
mahorri01,1984,Rick Mahorn,PF,25,WSB,4,,154,15,25,0.6,0,1,0.0,15,24,0.625,0.6,8,10,0.8,7,36,43,6,1,6,6,19,38,57
malonje01,1984,Jeff Malone,SG,22,WSB,4,,71,12,26,0.462,0,1,0.0,12,25,0.48,0.462,0,0,,2,3,5,2,1,0,3,6,24,9
malonmo01,1984,Moses Malone,C,28,PHI,5,,212,38,83,0.45799999999999996,0,0,,38,83,0.45799999999999996,0.45799999999999996,31,32,0.9690000000000001,20,49,69,7,3,11,21,15,107,115
matthwe01,1984,Wes Matthews,PG,24,PHI,4,,23,4,8,0.5,1,2,0.5,3,6,0.5,0.563,1,2,0.5,0,0,0,4,1,0,4,4,10,2
maxwece01,1984,Cedric Maxwell,SF,28,BOS,23,,752,84,167,0.503,0,1,0.0,84,166,0.506,0.503,106,136,0.779,52,67,119,55,22,7,46,77,274,241
mcadobo01,1984,Bob McAdoo,C,32,LAL,20,,447,111,215,0.516,0,1,0.0,111,214,0.519,0.516,57,81,0.7040000000000001,30,78,108,12,12,27,39,63,279,208
mccrasc01,1984,Scooter McCray,PF,23,SEA,4,,38,4,6,0.667,0,1,0.0,4,5,0.8,0.667,0,1,0.0,3,3,6,3,1,0,0,8,8,7
mcgeemi01,1984,Mike McGee,SF,24,LAL,17,,370,90,157,0.573,6,17,0.353,84,140,0.6,0.5920000000000001,25,39,0.6409999999999999,22,12,34,23,11,1,27,52,211,120
mchalke01,1984,Kevin McHale,PF,26,BOS,23,,702,123,244,0.504,0,3,0.0,123,241,0.51,0.504,94,121,0.777,62,81,143,27,3,35,38,75,340,287
mcmilto01,1984,Tom McMillen,C,31,WSB,4,,42,4,16,0.25,0,0,,4,16,0.25,0.25,1,2,0.5,1,1,2,3,0,0,1,6,9,-6
michela01,1984,Larry Micheaux,PF,23,KCK,3,,65,12,18,0.667,0,0,,12,18,0.667,0.667,6,10,0.6,12,9,21,3,0,5,2,10,30,37
mokespa01,1984,Paul Mokeski,C,27,MIL,16,,322,34,63,0.54,0,2,0.0,34,61,0.557,0.54,30,45,0.667,20,68,88,6,9,11,10,62,98,96
moncrsi01,1984,Sidney Moncrief,SG,26,MIL,16,,618,99,191,0.518,1,4,0.25,98,187,0.524,0.521,106,134,0.7909999999999999,44,67,111,68,28,9,61,54,305,286
nancela01,1984,Larry Nance,PF,24,PHO,17,,633,118,200,0.59,0,0,,118,200,0.59,0.59,51,76,0.6709999999999999,51,97,148,40,16,34,31,59,287,328
natersw01,1984,Swen Nater,C,34,LAL,17,,146,19,38,0.5,0,0,,19,38,0.5,0.5,20,26,0.769,16,24,40,1,1,2,8,27,58,42
nattca01,1984,Calvin Natt,SF,27,POR,5,,195,37,72,0.514,0,3,0.0,37,69,0.536,0.514,25,36,0.6940000000000001,11,27,38,9,6,1,10,10,99,87
nealyed01,1984,Ed Nealy,PF,23,KCK,2,,19,2,2,1.0,0,0,,2,2,1.0,1.0,2,2,1.0,2,4,6,2,0,0,1,1,6,12
nimphku01,1984,Kurt Nimphius,C,25,DAL,10,,178,14,33,0.424,0,0,,14,33,0.424,0.424,14,17,0.8240000000000001,20,33,53,13,0,14,9,24,42,67
norriau01,1984,Audie Norris,C,23,POR,5,,52,6,10,0.6,0,0,,6,10,0.6,0.6,5,8,0.625,6,10,16,4,1,1,5,13,17,14
okoremi01,1984,Mike O'Koren,SF,25,NJN,11,,216,25,59,0.424,0,1,0.0,25,58,0.431,0.424,5,6,0.833,18,17,35,21,3,4,12,37,55,34
olberma01,1984,Mark Olberding,PF,27,KCK,3,,60,6,15,0.4,0,0,,6,15,0.4,0.4,8,14,0.5710000000000001,4,11,15,6,0,0,4,6,20,16
orrlo01,1984,Louis Orr,SF,25,NYK,12,,229,29,70,0.414,0,0,,29,70,0.414,0.414,15,19,0.789,22,28,50,6,4,1,10,32,73,47
parisro01,1984,Robert Parish,C,30,BOS,23,,869,139,291,0.478,0,0,,139,291,0.478,0.478,64,99,0.6459999999999999,76,172,248,27,23,41,45,100,342,349
paultbi01,1984,Billy Paultz,C,35,ATL,2,,7,1,3,0.33299999999999996,0,0,,1,3,0.33299999999999996,0.33299999999999996,0,0,,0,0,0,0,0,0,0,0,2,0
paxsoji02,1984,Jim Paxson,SG,26,POR,5,,172,40,78,0.513,1,5,0.2,39,73,0.534,0.519,33,40,0.825,11,8,19,12,2,0,9,13,114,80
pheglro01,1984,Roger Phegley,SG,27,DAL,1,,5,0,4,0.0,0,1,0.0,0,3,0.0,0.0,2,2,1.0,0,0,0,1,2,0,0,0,2,1
pittmch01,1984,Charles Pittman,PF,25,PHO,17,,253,28,51,0.5489999999999999,0,1,0.0,28,50,0.56,0.5489999999999999,18,29,0.621,25,39,64,12,5,5,16,31,74,79
presspa01,1984,Paul Pressey,SG,25,MIL,16,,351,52,100,0.52,0,3,0.0,52,97,0.536,0.52,38,56,0.679,17,42,59,50,22,9,38,53,142,125
rambiku01,1984,Kurt Rambis,PF,25,LAL,21,,428,60,92,0.652,0,0,,60,92,0.652,0.652,21,33,0.636,33,88,121,14,10,10,22,57,141,173
ranseke01,1984,Kelvin Ransey,PG,25,NJN,5,,44,6,14,0.429,1,1,1.0,5,13,0.385,0.46399999999999997,0,0,,0,1,1,10,0,1,5,6,13,6
rautile01,1984,Leo Rautins,SF,23,PHI,3,,5,1,3,0.33299999999999996,1,2,0.5,0,1,0.0,0.5,0,0,,2,0,2,1,1,0,0,2,3,3
richacl01,1984,Clint Richardson,SG,27,PHI,5,,115,13,23,0.565,0,0,,13,23,0.565,0.565,11,12,0.917,4,12,16,10,3,1,4,17,37,35
richami01,1984,Micheal Ray Richardson,PG,28,NJN,11,,443,69,169,0.408,6,22,0.273,63,147,0.429,0.426,41,56,0.732,20,34,54,79,34,4,30,40,185,171
riverdo01,1984,Doc Rivers,PG,22,ATL,5,,130,16,32,0.5,0,3,0.0,16,29,0.552,0.5,36,41,0.878,7,3,10,16,12,4,9,16,68,64
robeyri01,1984,Rick Robey,C,28,PHO,10,,43,7,16,0.43799999999999994,0,1,0.0,7,15,0.467,0.43799999999999994,4,8,0.5,7,3,10,2,2,0,4,5,18,10
robintr01,1984,Truck Robinson,PF,32,NYK,12,,362,38,74,0.514,0,0,,38,74,0.514,0.514,9,15,0.6,31,66,97,7,7,9,27,41,85,95
robisda01,1984,Dave Robisch,C,34,KCK,3,,51,4,12,0.33299999999999996,0,0,,4,12,0.33299999999999996,0.33299999999999996,1,2,0.5,6,9,15,2,1,0,5,6,9,7
rollitr01,1984,Tree Rollins,C,28,ATL,5,,152,10,25,0.4,0,0,,10,25,0.4,0.4,5,8,0.625,10,24,34,1,2,10,11,23,25,20
romarlo01,1984,Lorenzo Romar,PG,25,MIL,13,,67,9,20,0.45,0,3,0.0,9,17,0.529,0.45,7,11,0.636,0,3,3,15,0,0,5,9,25,14
roundda01,1984,Dan Roundfield,PF,30,ATL,5,,191,30,69,0.435,1,1,1.0,29,68,0.426,0.442,25,35,0.7140000000000001,12,32,44,8,2,7,19,16,86,63
rulanje01,1984,Jeff Ruland,C,25,WSB,4,,187,37,71,0.521,0,1,0.0,37,70,0.529,0.521,22,27,0.815,16,35,51,31,2,3,19,15,96,110
sandemi01,1984,Mike Sanders,SF,23,PHO,15,,152,22,46,0.478,0,0,,22,46,0.478,0.478,16,17,0.941,10,10,20,7,6,4,14,31,60,27
schayda01,1984,Danny Schayes,C,24,DEN,5,,81,11,18,0.611,0,0,,11,18,0.611,0.611,6,8,0.75,3,21,24,4,4,3,7,20,28,27
scottal01,1984,Alvin Scott,SF,28,PHO,16,,111,10,26,0.385,1,1,1.0,9,25,0.36,0.40399999999999997,4,6,0.667,10,14,24,7,2,2,7,14,25,21
scottby01,1984,Byron Scott,SG,22,LAL,20,,404,74,161,0.46,2,10,0.2,72,151,0.47700000000000004,0.466,21,35,0.6,11,26,37,34,18,2,26,39,171,96
sikmaja01,1984,Jack Sikma,C,28,SEA,5,,193,49,98,0.5,0,1,0.0,49,97,0.505,0.5,12,14,0.857,11,40,51,5,3,7,9,22,110,94
soberri01,1984,Ricky Sobers,SG,31,WSB,4,,150,25,57,0.439,3,10,0.3,22,47,0.46799999999999997,0.465,8,10,0.8,2,3,5,16,5,2,9,19,61,27
sparrro01,1984,Rory Sparrow,PG,25,NYK,12,,389,54,121,0.446,2,6,0.33299999999999996,52,115,0.452,0.455,24,30,0.8,10,16,26,86,12,1,30,41,134,115
sprigla01,1984,Larry Spriggs,SF,24,LAL,9,,45,7,19,0.368,0,0,,7,19,0.368,0.368,11,11,1.0,4,5,9,3,0,1,7,11,25,8
sundvjo01,1984,Jon Sundvold,PG,22,SEA,3,,22,3,8,0.375,0,3,0.0,3,5,0.6,0.375,2,2,1.0,1,1,2,5,0,0,1,1,8,8
theusre01,1984,Reggie Theus,PG,26,KCK,3,,81,17,43,0.395,0,3,0.0,17,40,0.425,0.395,9,10,0.9,4,7,11,16,5,0,9,9,43,30
thomais01,1984,Isiah Thomas,PG,22,DET,5,,198,39,83,0.47,2,6,0.33299999999999996,37,77,0.48100000000000004,0.48200000000000004,27,35,0.7709999999999999,7,12,19,55,13,6,23,22,107,103
thompla01,1984,LaSalle Thompson,C,22,KCK,3,,93,18,40,0.45,0,0,,18,40,0.45,0.45,9,11,0.818,11,19,30,4,3,4,5,14,45,43
thompmy01,1984,Mychal Thompson,C,29,POR,4,,121,22,44,0.5,0,0,,22,44,0.5,0.5,17,22,0.773,9,20,29,15,5,3,6,11,61,69
threase01,1984,Sedale Threatt,PG,22,PHI,3,,6,1,3,0.33299999999999996,0,2,0.0,1,1,1.0,0.33299999999999996,0,0,,1,1,2,1,1,0,2,0,2,2
tolbera01,1984,Ray Tolbert,PF,25,DET,1,,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0
toneyan01,1984,Andrew Toney,SG,26,PHI,5,,180,40,77,0.519,0,5,0.0,40,72,0.556,0.519,23,30,0.767,5,6,11,19,4,1,25,24,103,45
tripuke01,1984,Kelly Tripucka,SF,24,DET,5,,208,48,102,0.47100000000000003,0,1,0.0,48,101,0.475,0.47100000000000003,41,51,0.804,10,13,23,15,11,0,18,22,137,82
tucketr01,1984,Trent Tucker,SG,24,NYK,12,,254,42,84,0.5,1,5,0.2,41,79,0.519,0.506,6,10,0.6,6,12,18,27,11,3,12,32,91,60
turneel01,1984,Elston Turner,SF,24,DAL,8,,53,7,20,0.35,0,0,,7,20,0.35,0.35,0,0,,5,5,10,8,6,1,3,4,14,19
tylerte01,1984,Terry Tyler,SF,27,DET,5,,42,10,24,0.41700000000000004,0,0,,10,24,0.41700000000000004,0.41700000000000004,5,9,0.556,5,2,7,1,0,3,1,4,25,13
valenda01,1984,Darnell Valentine,PG,24,POR,5,,178,30,60,0.5,0,0,,30,60,0.5,0.5,32,35,0.914,3,8,11,42,9,1,11,23,92,88
vandeki01,1984,Kiki Vandeweghe,PF,25,DEN,5,,180,49,96,0.51,2,5,0.4,47,91,0.516,0.521,27,28,0.9640000000000001,6,17,23,20,9,5,10,14,127,112
verhope01,1984,Pete Verhoeven,PF,24,POR,3,,19,0,0,,0,0,,0,0,,,2,2,1.0,0,0,0,0,1,0,1,10,2,-8
vinceja01,1984,Jay Vincent,SF,24,DAL,10,,353,48,124,0.387,0,1,0.0,48,123,0.39,0.387,56,62,0.903,29,41,70,19,7,1,25,36,152,106
vraneda01,1984,Danny Vranes,SF,25,SEA,5,,147,16,39,0.41,0,1,0.0,16,38,0.42100000000000004,0.41,4,7,0.5710000000000001,16,22,38,11,3,6,5,24,36,39
walkeda01,1984,Darrell Walker,PG,22,NYK,12,,195,27,73,0.37,0,0,,27,73,0.37,0.37,28,46,0.609,20,15,35,20,24,2,32,29,82,38
walkefo01,1984,Foots Walker,PG,32,NJN,2,,4,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,-1
webstma01,1984,Marvin Webster,C,31,NYK,12,,204,14,29,0.483,0,0,,14,29,0.483,0.483,9,15,0.6,24,32,56,3,4,17,2,32,37,62
wedmasc01,1984,Scott Wedman,SF,31,BOS,17,,226,40,96,0.41700000000000004,4,7,0.5710000000000001,36,89,0.40399999999999997,0.43799999999999994,5,10,0.5,24,23,47,17,6,0,13,19,89,66
westma01,1984,Mark West,C,23,DAL,4,,32,5,9,0.556,0,0,,5,9,0.556,0.556,2,3,0.667,0,7,7,3,0,3,3,11,12,6
westppa01,1984,Paul Westphal,SG,33,PHO,17,,222,30,80,0.375,2,9,0.222,28,71,0.39399999999999996,0.38799999999999996,28,32,0.875,3,5,8,37,12,0,24,23,90,46
wilkeja01,1984,Jamaal Wilkes,SF,30,LAL,14,,196,28,70,0.4,0,1,0.0,28,69,0.406,0.4,7,11,0.636,10,16,26,9,4,2,7,27,63,24
wilkido01,1984,Dominique Wilkins,SF,24,ATL,5,,197,35,84,0.41700000000000004,0,1,0.0,35,83,0.42200000000000004,0.41700000000000004,26,31,0.8390000000000001,21,20,41,11,12,1,15,13,96,79
wilkije01,1984,Jeff Wilkins,C,28,UTA,11,,205,30,57,0.526,0,0,,30,57,0.526,0.526,17,22,0.773,10,39,49,5,0,5,11,32,77,61
willibu01,1984,Buck Williams,PF,23,NJN,11,,473,63,130,0.485,0,0,,63,130,0.485,0.485,45,81,0.556,57,98,155,16,15,17,29,44,171,198
willigu01,1984,Gus Williams,PG,30,SEA,5,,215,50,98,0.51,2,6,0.33299999999999996,48,92,0.522,0.52,15,21,0.7140000000000001,2,10,12,57,8,3,14,7,117,122
willira01,1984,Ray Williams,SG,29,NYK,11,,310,46,130,0.354,2,12,0.16699999999999998,44,118,0.373,0.36200000000000004,29,39,0.7440000000000001,8,31,39,88,17,1,41,39,123,94
williro02,1984,Rob Williams,PG,22,DEN,5,,149,21,47,0.447,5,13,0.385,16,34,0.47100000000000003,0.5,10,12,0.833,5,14,19,24,3,1,8,19,57,49
willisa02,1984,Sam Williams,PF,24,PHI,4,,55,2,8,0.25,0,0,,2,8,0.25,0.25,1,2,0.5,1,5,6,3,2,6,5,7,5,3
willobi01,1984,Bill Willoughby,SF,26,NJN,3,,13,1,3,0.33299999999999996,0,0,,1,3,0.33299999999999996,0.33299999999999996,0,0,,3,0,3,0,0,0,0,2,2,1
wittmra01,1984,Randy Wittman,SG,24,ATL,5,,96,20,37,0.541,0,0,,20,37,0.541,0.541,0,0,,5,4,9,11,1,0,4,5,40,35
woodal01,1984,Al Wood,SG,25,SEA,5,,157,26,56,0.46399999999999997,0,1,0.0,26,55,0.473,0.46399999999999997,8,12,0.667,7,27,34,10,1,1,7,16,60,49
woodsmi01,1984,Mike Woodson,SG,25,KCK,3,,87,18,44,0.409,0,1,0.0,18,43,0.419,0.409,13,15,0.867,4,4,8,9,2,0,3,11,49,26
worthja01,1984,James Worthy,PF,22,LAL,21,,708,164,274,0.599,1,2,0.5,163,272,0.599,0.6,42,69,0.609,36,69,105,56,27,11,39,57,371,337
abdulka01,1985,Kareem Abdul-Jabbar,C,37,LAL,19,19.0,610,168,300,0.56,0,0,,168,300,0.56,0.56,80,103,0.777,50,104,154,76,23,36,52,67,416,431
adamsal01,1985,Alvan Adams,PF,30,PHO,3,3.0,79,23,46,0.5,0,0,,23,46,0.5,0.5,5,6,0.833,4,13,17,11,7,1,6,8,51,49
aguirma01,1985,Mark Aguirre,SF,25,DAL,4,4.0,164,44,89,0.494,1,2,0.5,43,87,0.494,0.5,27,32,0.8440000000000001,16,14,30,16,3,0,15,16,116,84
aingeda01,1985,Danny Ainge,SG,25,BOS,21,21.0,687,97,208,0.466,7,16,0.43799999999999994,90,192,0.469,0.483,30,39,0.769,20,38,58,121,32,1,32,76,231,215
anderro01,1985,Ron Anderson,SF,26,CLE,2,0.0,9,0,3,0.0,0,0,,0,3,0.0,0.0,0,0,,1,2,3,0,0,0,0,0,0,0
baglejo01,1985,John Bagley,PG,24,CLE,4,4.0,168,22,56,0.39299999999999996,0,3,0.0,22,53,0.415,0.39299999999999996,7,10,0.7,1,15,16,40,10,0,17,7,51,56
baileth01,1985,Thurl Bailey,PF,23,UTA,10,10.0,375,62,152,0.408,0,0,,62,152,0.408,0.408,45,55,0.818,21,71,92,27,5,18,21,30,169,160
ballagr01,1985,Greg Ballard,SF,30,WSB,4,0.0,65,11,24,0.45799999999999996,0,2,0.0,11,22,0.5,0.45799999999999996,8,9,0.889,4,10,14,6,3,0,5,7,30,27
banksge01,1985,Gene Banks,SF,25,SAS,1,0.0,10,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,0,0,1,0,0,2,3,0,-5
barklch01,1985,Charles Barkley,PF,21,PHI,13,2.0,408,75,139,0.54,4,6,0.667,71,133,0.534,0.5539999999999999,40,63,0.635,52,92,144,26,23,15,35,49,194,231
bensoke01,1985,Kent Benson,C,30,DET,9,1.0,142,25,46,0.5429999999999999,0,0,,25,46,0.5429999999999999,0.5429999999999999,13,15,0.867,9,27,36,4,8,2,6,27,63,57
birdla01,1985,Larry Bird,SF,28,BOS,20,20.0,815,196,425,0.461,7,25,0.28,189,400,0.473,0.469,121,136,0.89,53,129,182,115,34,19,57,54,520,515
blackro01,1985,Rolando Blackman,SG,25,DAL,4,4.0,169,47,92,0.511,1,2,0.5,46,90,0.511,0.516,36,38,0.9470000000000001,11,15,26,19,2,2,14,8,131,111
bowiesa01,1985,Sam Bowie,C,23,POR,9,9.0,259,26,59,0.441,0,0,,26,59,0.441,0.441,14,25,0.56,16,60,76,21,4,21,12,36,66,96
bradldu01,1985,Dudley Bradley,SG,27,WSB,4,0.0,41,5,9,0.556,1,5,0.2,4,4,1.0,0.611,3,4,0.75,2,4,6,6,2,0,5,5,14,13
breuera01,1985,Randy Breuer,C,24,MIL,8,0.0,104,15,26,0.5770000000000001,0,0,,15,26,0.5770000000000001,0.5770000000000001,14,21,0.667,9,15,24,0,2,2,8,15,44,31
brewero01,1985,Ron Brewer,SG,29,NJN,3,0.0,93,15,30,0.5,0,1,0.0,15,29,0.517,0.5,6,8,0.75,1,4,5,5,3,0,3,7,36,22
bryanwa01,1985,Wallace Bryant,C,25,DAL,2,1.0,36,0,1,0.0,0,0,,0,1,0.0,0.0,2,2,1.0,1,6,7,1,1,1,2,5,2,4
