ID,Year,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PIR
vanhoke01,2002,Keith Van Horn,SF,26,NJN,20,20.0,643,97,241,0.402,37,84,0.44,60,157,0.382,0.479,35,49,0.7140000000000001,32,101,133,41,19,9,35,56,266,219
walkean02,2002,Antoine Walker,PF,25,BOS,16,16.0,703,131,319,0.41100000000000003,42,109,0.385,89,210,0.424,0.47600000000000003,50,64,0.7809999999999999,23,115,138,52,24,6,55,56,354,261
walkesa01,2002,Samaki Walker,PF,25,LAL,19,5.0,240,24,52,0.462,1,1,1.0,23,51,0.451,0.47100000000000003,13,17,0.765,32,46,78,4,2,6,12,42,62,66
wallabe01,2002,Ben Wallace,C,27,DET,10,10.0,408,28,59,0.475,0,0,,28,59,0.475,0.475,17,39,0.436,48,113,161,12,19,26,19,24,73,195
wallage01,2002,Gerald Wallace,SF,19,SAC,5,0.0,14,0,1,0.0,0,0,,0,1,0.0,0.0,4,4,1.0,1,0,1,1,0,1,2,3,4,1
wallara01,2002,Rasheed Wallace,PF,27,POR,3,3.0,125,28,69,0.406,7,17,0.41200000000000003,21,52,0.40399999999999997,0.457,13,16,0.813,10,27,37,5,2,2,2,12,76,64
webbech01,2002,Chris Webber,PF,28,SAC,16,16.0,667,160,319,0.502,0,4,0.0,160,315,0.508,0.502,59,99,0.596,49,124,173,75,14,25,46,64,379,357
wellsbo01,2002,Bonzi Wells,SG,25,POR,3,3.0,106,14,38,0.368,0,7,0.0,14,31,0.452,0.368,9,13,0.6920000000000001,4,8,12,13,6,1,11,11,37,19
wesleda01,2002,David Wesley,SG,31,CHH,9,9.0,377,52,129,0.40299999999999997,17,38,0.447,35,91,0.385,0.469,21,23,0.9129999999999999,3,14,17,31,10,2,21,30,142,72
whitero02,2002,Rodney White,SF,21,DET,1,0.0,2,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,0,0,0,0,0,1,0,0,-2
williaa01,2002,Aaron Williams,PF,30,NJN,20,0.0,416,46,96,0.479,0,1,0.0,46,95,0.484,0.479,38,46,0.826,24,46,70,16,8,16,23,78,130,81
willial02,2002,Alvin Williams,PG,27,TOR,5,5.0,196,24,75,0.32,3,14,0.214,21,61,0.344,0.34,9,11,0.818,2,22,24,28,6,2,8,12,60,47
willier01,2002,Eric Williams,SF,29,BOS,16,16.0,487,47,94,0.5,14,30,0.467,33,64,0.516,0.574,17,23,0.7390000000000001,18,52,70,21,25,4,11,53,125,128
willije01,2002,Jerome Williams,PF,28,TOR,5,1.0,143,14,33,0.424,0,0,,14,33,0.424,0.424,8,12,0.667,16,17,33,7,9,1,4,19,36,40
willimo01,2002,Monty Williams,SF,30,ORL,4,3.0,93,14,27,0.519,0,1,0.0,14,26,0.5379999999999999,0.519,6,10,0.6,7,15,22,9,3,0,5,8,34,38
willish01,2002,Shammond Williams,SG,26,SEA,3,0.0,38,6,14,0.429,2,4,0.5,4,10,0.4,0.5,2,3,0.667,1,3,4,3,2,0,4,1,16,11
willico02,2002,Corliss Williamson,SF,28,DET,10,0.0,269,52,112,0.46399999999999997,0,2,0.0,52,110,0.473,0.46399999999999997,29,38,0.763,19,34,53,10,9,2,22,31,133,85
artesro01,2002,Metta World Peace,SF,22,IND,5,5.0,167,22,54,0.40700000000000003,6,13,0.462,16,41,0.39,0.46299999999999997,9,13,0.6920000000000001,6,24,30,16,13,3,9,19,59,57
zhizhwa01,2002,Wang Zhizhi,C,24,DAL,8,0.0,44,7,16,0.43799999999999994,3,6,0.5,4,10,0.4,0.531,3,6,0.5,5,3,8,3,0,1,0,11,20,9
abdulta01,2003,Tariq Abdul-Wahad,SG,28,DAL,8,0.0,79,9,30,0.3,0,2,0.0,9,28,0.321,0.3,7,8,0.875,11,11,22,7,0,0,1,6,25,25
alexaco02,2003,Courtney Alexander,PG,25,NOH,5,0.0,39,7,16,0.43799999999999994,1,1,1.0,6,15,0.4,0.469,3,4,0.75,2,2,4,1,2,0,1,6,18,8
amaecjo01,2003,John Amaechi,C,32,UTA,2,0.0,16,1,4,0.25,0,0,,1,4,0.25,0.25,2,4,0.5,0,1,1,0,0,0,0,4,4,-4
anderde01,2003,Derek Anderson,PG,28,POR,2,2.0,22,1,4,0.25,0,1,0.0,1,3,0.33299999999999996,0.25,0,1,0.0,1,0,1,0,0,0,1,1,2,-3
anderke01,2003,Kenny Anderson,PG,32,NOH,5,0.0,51,4,12,0.33299999999999996,0,0,,4,12,0.33299999999999996,0.33299999999999996,3,3,1.0,0,2,2,9,3,0,4,6,11,7
armstda01,2003,Darrell Armstrong,PG,34,ORL,7,1.0,226,20,44,0.455,6,18,0.33299999999999996,14,26,0.5379999999999999,0.523,20,22,0.909,7,10,17,26,6,0,17,22,66,50
arroyca01,2003,Carlos Arroyo,PG,23,UTA,3,0.0,27,3,9,0.33299999999999996,0,0,,3,9,0.33299999999999996,0.33299999999999996,3,4,0.75,2,0,2,5,0,0,0,2,9,7
atkinch01,2003,Chucky Atkins,PG,28,DET,17,3.0,312,32,91,0.35200000000000004,18,49,0.36700000000000005,14,42,0.33299999999999996,0.451,21,26,0.8079999999999999,2,18,20,26,17,0,18,39,103,45
augmost01,2003,Stacey Augmon,SG,34,NOH,4,0.0,69,5,15,0.33299999999999996,0,0,,5,15,0.33299999999999996,0.33299999999999996,7,8,0.875,1,9,10,3,3,0,3,8,17,11
barryjo01,2003,Jon Barry,SG,33,DET,14,0.0,172,23,54,0.426,15,33,0.455,8,21,0.381,0.565,9,9,1.0,5,19,24,20,8,1,7,14,70,71
battito01,2003,Tony Battie,C,26,BOS,10,10.0,213,31,55,0.564,0,3,0.0,31,52,0.596,0.564,4,8,0.5,13,36,49,5,4,14,7,42,66,61
bellra01,2003,Raja Bell,SG,26,DAL,17,7.0,305,40,73,0.5479999999999999,6,13,0.462,34,60,0.5670000000000001,0.589,11,20,0.55,13,38,51,27,5,0,6,41,97,91
bendejo01,2003,Jonathan Bender,SF,22,IND,3,0.0,34,5,15,0.33299999999999996,3,9,0.33299999999999996,2,6,0.33299999999999996,0.433,4,6,0.667,3,4,7,0,0,2,0,2,17,12
bibbymi01,2003,Mike Bibby,PG,24,SAC,12,12.0,404,57,135,0.42200000000000004,11,39,0.282,46,96,0.479,0.46299999999999997,27,34,0.794,8,23,31,60,14,5,18,31,152,128
billuch01,2003,Chauncey Billups,PG,26,DET,14,14.0,485,71,190,0.374,26,84,0.31,45,106,0.425,0.442,84,90,0.9329999999999999,4,43,47,66,9,2,34,38,252,179
blounma01,2003,Mark Blount,C,27,BOS,10,0.0,144,12,22,0.545,0,0,,12,22,0.545,0.545,7,10,0.7,12,24,36,2,11,8,8,20,31,47
bowenbr01,2003,Bruce Bowen,SF,31,SAS,24,24.0,750,54,145,0.37200000000000005,35,80,0.43799999999999994,19,65,0.292,0.493,23,42,0.5479999999999999,14,55,69,39,20,17,15,52,166,134
bradlsh01,2003,Shawn Bradley,C,30,DAL,17,7.0,246,20,50,0.4,0,1,0.0,20,49,0.408,0.4,9,12,0.75,23,42,65,5,3,14,15,48,49,40
bremejr01,2003,J.R. Bremer,PG,22,BOS,10,0.0,147,16,56,0.28600000000000003,8,32,0.25,8,24,0.33299999999999996,0.35700000000000004,7,8,0.875,0,15,15,12,3,0,8,12,47,16
brownke01,2003,Kedrick Brown,SF,21,BOS,3,0.0,11,1,4,0.25,0,0,,1,4,0.25,0.25,1,2,0.5,2,0,2,0,1,0,0,0,3,2
brownpj01,2003,P.J. Brown,PF,33,NOH,6,6.0,193,21,44,0.47700000000000004,0,0,,21,44,0.47700000000000004,0.47700000000000004,19,25,0.76,20,26,46,6,7,3,5,22,61,67
bryanko01,2003,Kobe Bryant,SG,24,LAL,12,12.0,531,137,317,0.43200000000000005,25,62,0.40299999999999997,112,255,0.439,0.47200000000000003,86,104,0.8270000000000001,16,45,61,62,14,1,42,35,385,248
bryanma01,2003,Mark Bryant,PF,37,BOS,1,0.0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0
buckngr01,2003,Greg Buckner,SG,26,PHI,10,0.0,112,10,31,0.32299999999999995,2,9,0.222,8,22,0.364,0.355,4,4,1.0,3,14,17,3,1,2,3,18,26,7
burkepa01,2003,Pat Burke,C,29,ORL,6,0.0,43,6,10,0.6,0,0,,6,10,0.6,0.6,5,6,0.833,1,10,11,1,1,0,4,9,17,12
cassesa01,2003,Sam Cassell,PG,33,MIL,6,6.0,217,39,83,0.47,11,21,0.524,28,62,0.452,0.536,14,15,0.9329999999999999,3,16,19,16,3,1,17,20,103,60
cheanca01,2003,Calbert Cheaney,SG,31,UTA,5,5.0,122,10,27,0.37,0,0,,10,27,0.37,0.37,2,4,0.5,3,4,7,8,2,1,7,15,22,-1
chrisdo01,2003,Doug Christie,SG,32,SAC,12,12.0,381,37,99,0.374,6,24,0.25,31,75,0.413,0.40399999999999997,29,31,0.935,15,59,74,55,12,3,22,22,109,145
clarkke01,2003,Keon Clark,C,27,SAC,12,0.0,171,20,41,0.488,0,0,,20,41,0.488,0.488,15,21,0.7140000000000001,14,30,44,4,3,8,13,30,55,44
claxtsp01,2003,Speedy Claxton,PG,24,SAS,24,0.0,326,46,105,0.43799999999999994,0,0,,46,105,0.43799999999999994,0.43799999999999994,33,44,0.75,7,38,45,45,16,5,24,38,125,104
colemde01,2003,Derrick Coleman,C,35,PHI,12,12.0,449,59,118,0.5,4,10,0.4,55,108,0.509,0.517,41,47,0.872,29,67,96,24,7,16,17,36,163,188
colesbi01,2003,Bimbo Coles,PG,34,BOS,3,0.0,9,0,4,0.0,0,2,0.0,0,2,0.0,0.0,0,0,,0,1,1,2,0,0,0,1,0,-2
collija04,2003,Jason Collins,C,24,NJN,20,20.0,529,33,91,0.363,0,2,0.0,33,89,0.371,0.363,51,61,0.836,51,74,125,17,13,12,18,74,117,124
croshau01,2003,Austin Croshere,PF,27,IND,4,0.0,46,5,19,0.263,0,6,0.0,5,13,0.385,0.263,6,7,0.857,8,9,17,3,0,1,3,5,16,14
currymi01,2003,Michael Curry,SF,34,DET,15,14.0,274,16,44,0.364,3,9,0.33299999999999996,13,35,0.371,0.39799999999999996,6,7,0.857,3,13,16,17,7,2,5,35,41,14
daniean01,2003,Antonio Daniels,SG,27,POR,6,1.0,98,9,19,0.474,3,5,0.6,6,14,0.429,0.5529999999999999,1,2,0.5,3,5,8,12,1,1,2,5,22,26
davisba01,2003,Baron Davis,PG,23,NOH,5,5.0,194,37,83,0.446,12,35,0.34299999999999997,25,48,0.521,0.518,16,22,0.727,4,14,18,42,7,2,15,20,102,84
davisda01,2003,Dale Davis,C,33,POR,6,6.0,162,14,24,0.583,0,0,,14,24,0.583,0.583,17,26,0.654,20,28,48,9,5,2,10,11,45,69
declean01,2003,Andrew DeClercq,C,29,ORL,7,6.0,104,12,20,0.6,0,0,,12,20,0.6,0.6,4,5,0.8,8,15,23,2,2,5,9,25,28,17
delkto01,2003,Tony Delk,PG,29,BOS,10,10.0,368,54,114,0.474,22,49,0.449,32,65,0.49200000000000005,0.57,28,32,0.875,5,42,47,36,12,4,13,24,158,156
divacvl01,2003,Vlade Divac,C,34,SAC,12,12.0,317,51,91,0.56,0,0,,51,91,0.56,0.56,35,52,0.6729999999999999,30,39,69,27,8,11,16,38,137,141
duncati01,2003,Tim Duncan,PF,26,SAS,24,24.0,1021,218,412,0.529,0,7,0.0,218,405,0.5379999999999999,0.529,157,232,0.677,96,273,369,127,15,79,76,78,593,760
eschmev01,2003,Evan Eschmeyer,C,27,DAL,5,0.0,32,3,6,0.5,0,0,,3,6,0.5,0.5,0,0,,2,3,5,2,3,1,0,8,6,6
ferryda01,2003,Danny Ferry,SF,36,SAS,16,1.0,101,8,28,0.28600000000000003,4,14,0.28600000000000003,4,14,0.28600000000000003,0.35700000000000004,0,0,,3,20,23,7,2,0,5,20,20,7
finlemi01,2003,Michael Finley,SF,29,DAL,20,20.0,822,131,301,0.435,47,114,0.41200000000000003,84,187,0.449,0.513,57,66,0.8640000000000001,25,90,115,60,26,12,31,46,366,323
fishede01,2003,Derek Fisher,PG,28,LAL,12,12.0,424,53,102,0.52,29,47,0.617,24,55,0.436,0.662,18,22,0.818,5,31,36,22,18,1,18,39,153,120
fosteje01,2003,Jeff Foster,C,26,IND,6,0.0,38,6,11,0.545,0,0,,6,11,0.545,0.545,2,2,1.0,4,4,8,2,0,3,0,3,14,19
foxri01,2003,Rick Fox,SF,33,LAL,4,4.0,79,8,18,0.444,5,10,0.5,3,8,0.375,0.583,3,4,0.75,2,4,6,7,1,1,4,15,24,9
fundela01,2003,Lawrence Funderburke,PF,32,SAC,6,0.0,15,3,8,0.375,0,0,,3,8,0.375,0.375,3,4,0.75,3,5,8,0,0,0,1,2,9,8
garneke01,2003,Kevin Garnett,PF,26,MIN,6,6.0,265,71,138,0.514,3,9,0.33299999999999996,68,129,0.527,0.525,17,28,0.607,11,83,94,31,10,10,18,23,162,188
garripa01,2003,Pat Garrity,PF,26,ORL,7,1.0,163,10,35,0.28600000000000003,4,17,0.235,6,18,0.33299999999999996,0.34299999999999997,4,4,1.0,4,14,18,5,2,3,5,24,28,2
georgde01,2003,Devean George,SF,25,LAL,11,7.0,318,35,78,0.449,10,30,0.33299999999999996,25,48,0.521,0.513,8,9,0.889,11,38,49,24,11,4,12,29,88,91
gillke01,2003,Kendall Gill,SG,34,MIN,6,0.0,118,10,27,0.37,2,4,0.5,8,23,0.348,0.40700000000000003,9,14,0.643,6,7,13,7,4,1,4,12,31,18
ginobma01,2003,Manu Ginobili,SG,25,SAS,24,0.0,660,71,184,0.386,28,73,0.384,43,111,0.387,0.462,56,74,0.757,29,63,92,70,41,9,36,62,226,209
giricgo01,2003,Gordan Giricek,SF,25,ORL,7,7.0,223,26,56,0.46399999999999997,5,15,0.33299999999999996,21,41,0.512,0.509,9,11,0.818,4,18,22,7,2,1,13,27,66,26
goodedr01,2003,Drew Gooden,PF,21,ORL,7,7.0,234,36,90,0.4,0,3,0.0,36,87,0.414,0.4,26,36,0.722,28,61,89,4,3,6,12,23,98,101
griffad01,2003,Adrian Griffin,SG,28,DAL,15,2.0,131,17,41,0.415,1,3,0.33299999999999996,16,38,0.42100000000000004,0.42700000000000005,2,2,1.0,17,27,44,8,4,0,9,24,37,36
guglito01,2003,Tom Gugliotta,PF,33,PHO,2,0.0,10,2,4,0.5,0,0,,2,4,0.5,0.5,1,2,0.5,0,2,2,0,0,0,0,2,5,2
haislma01,2003,Marcus Haislip,PF,22,MIL,2,1.0,24,4,6,0.667,0,0,,4,6,0.667,0.667,2,4,0.5,2,2,4,2,2,1,1,5,10,9
hamilri01,2003,Richard Hamilton,SG,24,DET,17,17.0,659,134,303,0.442,9,27,0.33299999999999996,125,276,0.45299999999999996,0.457,106,117,0.9059999999999999,18,48,66,45,13,1,57,51,383,220
hardaan01,2003,Anfernee Hardaway,SG,31,PHO,6,6.0,244,27,70,0.386,9,25,0.36,18,45,0.4,0.45,13,18,0.722,9,27,36,26,13,5,13,26,76,69
hardati01,2003,Tim Hardaway,PG,36,IND,4,0.0,47,5,15,0.33299999999999996,3,10,0.3,2,5,0.4,0.433,0,0,,0,2,2,9,1,0,3,2,13,10
harprma01,2003,Matt Harpring,SF,26,UTA,5,5.0,156,30,62,0.484,1,7,0.14300000000000002,29,55,0.527,0.49200000000000005,13,16,0.813,9,18,27,5,5,1,8,23,74,46
harrial01,2003,Al Harrington,SF,22,IND,6,0.0,103,7,33,0.212,0,4,0.0,7,29,0.24100000000000002,0.212,4,6,0.667,7,15,22,5,6,3,10,21,18,-5
harrilu01,2003,Lucious Harris,SG,32,NJN,20,0.0,435,54,138,0.391,11,33,0.33299999999999996,43,105,0.41,0.431,36,46,0.7829999999999999,19,33,52,32,9,0,22,39,155,93
hillty01,2003,Tyrone Hill,PF,34,PHI,10,0.0,141,12,19,0.632,0,0,,12,19,0.632,0.632,4,4,1.0,12,16,28,2,1,1,6,29,28,18
horryro01,2003,Robert Horry,PF,32,LAL,12,10.0,373,30,94,0.319,2,38,0.053,28,56,0.5,0.33,5,9,0.556,23,57,80,37,15,12,17,37,67,89
hudsotr01,2003,Troy Hudson,PG,26,MIN,6,6.0,221,44,106,0.415,17,39,0.436,27,67,0.40299999999999997,0.495,36,38,0.9470000000000001,1,11,12,33,8,0,16,5,141,109
huntest01,2003,Steven Hunter,C,21,ORL,7,0.0,40,3,10,0.3,0,0,,3,10,0.3,0.3,0,3,0.0,1,2,3,1,0,3,1,10,6,-8
iversal01,2003,Allen Iverson,SG,27,PHI,12,12.0,557,137,329,0.41600000000000004,19,55,0.345,118,274,0.431,0.445,87,118,0.737,11,41,52,89,29,1,47,25,380,256
jacksbo01,2003,Bobby Jackson,PG,29,SAC,12,0.0,331,63,138,0.457,15,43,0.349,48,95,0.505,0.511,31,35,0.8859999999999999,11,43,54,40,12,1,17,22,172,161
jacksji01,2003,Jim Jackson,SF,32,SAC,12,0.0,296,49,98,0.5,13,28,0.46399999999999997,36,70,0.514,0.5660000000000001,24,31,0.774,16,31,47,14,8,3,17,34,135,100
jacksma02,2003,Marc Jackson,C,28,MIN,6,0.0,110,17,32,0.531,0,1,0.0,17,31,0.5479999999999999,0.531,16,19,0.8420000000000001,10,23,33,8,2,1,9,19,50,48
jacksma01,2003,Mark Jackson,PG,37,UTA,5,0.0,83,15,30,0.5,5,9,0.556,10,21,0.47600000000000003,0.583,1,1,1.0,2,3,5,16,3,0,4,11,36,30
jacksst02,2003,Stephen Jackson,SG,24,SAS,24,24.0,811,108,261,0.414,38,113,0.336,70,148,0.473,0.48700000000000004,53,66,0.8029999999999999,19,79,98,65,33,9,68,53,307,225
jacobca01,2003,Casey Jacobsen,SF,21,PHO,6,0.0,39,2,10,0.2,2,5,0.4,0,5,0.0,0.3,0,2,0.0,1,2,3,2,3,0,1,4,6,-1
jefferi01,2003,Richard Jefferson,SF,22,NJN,20,20.0,711,110,231,0.47600000000000003,0,3,0.0,110,228,0.48200000000000004,0.47600000000000003,61,85,0.718,29,98,127,47,16,4,46,67,281,217
johnsan02,2003,Anthony Johnson,PG,28,NJN,17,0.0,122,17,31,0.5479999999999999,3,6,0.5,14,25,0.56,0.597,5,6,0.833,3,9,12,19,2,0,8,15,42,37
johnser02,2003,Ervin Johnson,C,35,MIL,6,3.0,76,3,8,0.375,0,0,,3,8,0.375,0.375,0,0,,6,18,24,3,3,5,3,20,6,13
johnsjo02,2003,Joe Johnson,SG,21,PHO,6,0.0,164,14,51,0.275,2,13,0.154,12,38,0.316,0.294,2,5,0.4,6,20,26,8,4,2,12,15,32,5
kempsh01,2003,Shawn Kemp,C,33,ORL,7,0.0,72,8,21,0.381,0,0,,8,21,0.381,0.381,5,6,0.833,1,14,15,0,0,0,4,13,21,5
kerrst01,2003,Steve Kerr,PG,37,SAS,10,0.0,46,7,11,0.636,5,6,0.833,2,5,0.4,0.8640000000000001,3,4,0.75,1,2,3,6,1,0,1,6,22,20
kiddja01,2003,Jason Kidd,PG,29,NJN,20,20.0,852,137,341,0.402,34,104,0.327,103,237,0.435,0.452,94,114,0.825,36,118,154,163,36,4,79,46,402,410
kirilan01,2003,Andrei Kirilenko,SF,21,UTA,5,0.0,145,18,43,0.419,1,7,0.14300000000000002,17,36,0.47200000000000003,0.43,21,24,0.875,8,16,24,7,3,10,6,6,58,62
kittlke01,2003,Kerry Kittles,SG,28,NJN,20,20.0,613,79,200,0.395,26,63,0.413,53,137,0.387,0.46,32,42,0.762,19,51,70,40,29,5,17,39,216,173
kukocto01,2003,Toni Kukoc,PF,34,MIL,6,0.0,184,32,65,0.49200000000000005,11,29,0.379,21,36,0.583,0.5770000000000001,14,20,0.7,6,19,25,22,13,1,11,12,89,88
lafrera01,2003,Raef LaFrentz,C,26,DAL,20,16.0,491,68,157,0.433,8,40,0.2,60,117,0.513,0.45899999999999996,16,19,0.8420000000000001,36,52,88,5,11,43,14,86,160,115
longgr01,2003,Grant Long,PF,36,BOS,8,0.0,34,1,4,0.25,0,0,,1,4,0.25,0.25,0,0,,3,2,5,1,0,0,1,1,2,3
lynchge01,2003,George Lynch,SG,32,NOH,6,3.0,163,18,42,0.429,5,18,0.278,13,24,0.542,0.488,1,4,0.25,10,27,37,10,6,5,8,14,42,51
madsema01,2003,Mark Madsen,PF,27,LAL,12,2.0,169,13,31,0.419,0,1,0.0,13,30,0.433,0.419,7,16,0.43799999999999994,14,14,28,12,3,2,8,32,33,11
magloja01,2003,Jamaal Magloire,C,24,NOH,6,6.0,188,22,49,0.449,0,0,,22,49,0.449,0.449,25,33,0.758,17,33,50,2,4,6,9,15,69,72
malonka01,2003,Karl Malone,PF,39,UTA,5,5.0,191,34,84,0.405,0,1,0.0,34,83,0.41,0.405,30,41,0.732,7,27,34,20,8,2,20,15,98,66
mannida01,2003,Danny Manning,PF,36,DET,4,0.0,14,1,3,0.33299999999999996,0,1,0.0,1,2,0.5,0.33299999999999996,0,0,,1,2,3,0,0,1,0,4,2,0
marbust01,2003,Stephon Marbury,PG,25,PHO,6,6.0,272,51,136,0.375,5,22,0.22699999999999998,46,114,0.40399999999999997,0.39299999999999996,25,33,0.758,6,18,24,34,7,0,23,26,132,55
mariosh01,2003,Shawn Marion,SF,24,PHO,6,6.0,282,40,107,0.374,9,28,0.321,31,79,0.392,0.41600000000000004,22,26,0.846,21,49,70,12,11,11,13,17,111,114
martike01,2003,Kenyon Martin,PF,25,NJN,20,20.0,777,149,329,0.45299999999999996,1,11,0.091,148,318,0.465,0.45399999999999996,79,114,0.693,50,137,187,57,29,31,58,92,378,317
mashbja01,2003,Jamal Mashburn,SF,30,NOH,4,4.0,162,34,79,0.43,6,15,0.4,28,64,0.43799999999999994,0.46799999999999997,25,35,0.7140000000000001,0,14,14,21,4,1,10,4,99,70
masonan01,2003,Anthony Mason,C,36,MIL,6,0.0,157,7,17,0.41200000000000003,0,0,,7,17,0.41200000000000003,0.41200000000000003,9,13,0.6920000000000001,4,16,20,1,3,1,8,17,23,9
masonde01,2003,Desmond Mason,SF,25,MIL,6,6.0,204,28,55,0.509,0,4,0.0,28,51,0.5489999999999999,0.509,22,31,0.71,6,36,42,5,6,4,7,19,78,73
masseto01,2003,Tony Massenburg,C,35,UTA,5,0.0,70,10,21,0.47600000000000003,0,0,,10,21,0.47600000000000003,0.47600000000000003,5,9,0.556,7,14,21,2,0,4,5,9,25,23
mccarwa01,2003,Walter McCarty,SF,28,BOS,10,8.0,352,36,75,0.48,21,52,0.40399999999999997,15,23,0.652,0.62,6,7,0.857,10,33,43,22,8,5,11,35,99,91
mcgratr01,2003,Tracy McGrady,SG,23,ORL,7,7.0,308,74,165,0.44799999999999995,16,47,0.34,58,118,0.49200000000000005,0.49700000000000005,58,75,0.773,10,37,47,33,14,6,26,16,222,172
mcinnje01,2003,Jeff McInnis,PG,28,POR,7,0.0,99,9,26,0.34600000000000003,0,3,0.0,9,23,0.391,0.34600000000000003,3,4,0.75,5,7,12,19,2,1,6,11,21,20
mckieaa01,2003,Aaron McKie,SF,30,PHI,12,0.0,315,38,71,0.535,5,9,0.556,33,62,0.532,0.57,12,14,0.857,5,38,43,22,10,2,15,31,93,89
medvest01,2003,Stanislav Medvedenko,PF,23,LAL,9,0.0,73,15,27,0.556,0,0,,15,27,0.556,0.556,4,6,0.667,4,14,18,1,1,1,3,14,34,24
mercero01,2003,Ron Mercer,SG,26,IND,6,0.0,135,16,49,0.327,0,0,,16,49,0.327,0.327,7,8,0.875,2,11,13,7,6,1,5,11,39,16
millebr01,2003,Brad Miller,C,26,IND,6,6.0,135,18,40,0.45,0,0,,18,40,0.45,0.45,16,22,0.727,10,23,33,15,5,0,9,17,52,51
millere01,2003,Reggie Miller,SG,37,IND,6,6.0,176,15,53,0.28300000000000003,4,25,0.16,11,28,0.39299999999999996,0.321,21,23,0.9129999999999999,1,13,14,14,1,1,7,9,55,29
moisoje01,2003,Jerome Moiso,C,24,NOH,4,0.0,60,10,16,0.625,0,0,,10,16,0.625,0.625,3,4,0.75,8,8,16,5,0,7,4,9,23,31
mutomdi01,2003,Dikembe Mutombo,C,36,NJN,10,0.0,115,7,15,0.467,0,0,,7,15,0.467,0.467,4,4,1.0,8,19,27,6,3,9,8,21,18,26
najered01,2003,Eduardo Najera,SF,26,DAL,19,5.0,394,39,86,0.45299999999999996,0,0,,39,86,0.45299999999999996,0.45299999999999996,38,48,0.792,36,38,74,15,14,4,16,53,116,97
nashst01,2003,Steve Nash,PG,28,DAL,20,20.0,729,115,257,0.447,37,76,0.48700000000000004,78,181,0.431,0.519,55,63,0.873,15,55,70,145,17,1,51,47,322,307
nestera01,2003,Rasho Nesterovic,C,26,MIN,6,6.0,169,19,38,0.5,0,0,,19,38,0.5,0.5,4,6,0.667,9,21,30,4,1,4,5,28,42,27
nowitdi01,2003,Dirk Nowitzki,PF,24,DAL,17,17.0,722,150,313,0.479,27,61,0.44299999999999995,123,252,0.488,0.522,103,113,0.912,15,181,196,37,21,16,40,52,430,435
onealje01,2003,Jermaine O'Neal,PF,24,IND,6,6.0,272,43,92,0.467,0,3,0.0,43,89,0.483,0.467,51,65,0.785,24,81,105,4,3,18,18,22,137,164
onealsh01,2003,Shaquille O'Neal,C,30,LAL,12,12.0,481,121,226,0.535,0,0,,121,226,0.535,0.535,82,132,0.621,63,115,178,44,7,34,35,34,324,363
okurme01,2003,Mehmet Okur,PF,23,DET,17,0.0,323,35,80,0.43799999999999994,7,13,0.5379999999999999,28,67,0.418,0.48100000000000004,17,32,0.531,24,46,70,13,12,12,14,39,94,88
ostergr01,2003,Greg Ostertag,C,29,UTA,5,5.0,151,16,36,0.444,0,0,,16,36,0.444,0.444,14,19,0.737,19,24,43,8,3,9,8,17,46,59
outlabo01,2003,Bo Outlaw,C,31,PHO,6,0.0,70,1,10,0.1,0,0,,1,10,0.1,0.1,2,4,0.5,6,7,13,5,1,1,6,19,4,-12
packro01,2003,Robert Pack,PG,33,NOH,4,0.0,42,6,13,0.462,0,0,,6,13,0.462,0.462,3,3,1.0,0,1,1,4,0,0,1,9,15,3
padgesc01,2003,Scott Padgett,PF,26,UTA,4,0.0,53,8,19,0.42100000000000004,2,7,0.28600000000000003,6,12,0.5,0.474,1,2,0.5,6,3,9,4,3,0,5,6,19,12
pargoja01,2003,Jannero Pargo,PG,23,LAL,11,0.0,129,8,24,0.33299999999999996,4,15,0.267,4,9,0.444,0.41700000000000004,3,4,0.75,3,6,9,14,8,1,7,22,23,9
parketo01,2003,Tony Parker,PG,20,SAS,24,24.0,814,135,335,0.40299999999999997,15,56,0.268,120,279,0.43,0.425,67,94,0.713,8,58,66,85,22,3,47,51,352,203
patteru01,2003,Ruben Patterson,SF,27,POR,7,0.0,155,25,52,0.48100000000000004,0,4,0.0,25,48,0.521,0.48100000000000004,20,29,0.69,14,12,26,11,4,1,10,10,70,56
paytoga01,2003,Gary Payton,PG,34,MIL,6,6.0,251,48,112,0.429,1,15,0.067,47,97,0.485,0.433,14,20,0.7,4,14,18,52,8,1,13,18,111,89
peelean01,2003,Anthony Peeler,SG,33,MIN,6,5.0,166,13,38,0.342,2,16,0.125,11,22,0.5,0.368,1,2,0.5,5,16,21,18,4,1,4,14,29,29
piercpa01,2003,Paul Pierce,SG,25,BOS,10,10.0,445,77,193,0.39899999999999997,16,45,0.35600000000000004,61,148,0.41200000000000003,0.44,101,117,0.863,11,79,90,67,21,8,44,38,271,243
pippesc01,2003,Scottie Pippen,SF,37,POR,4,1.0,75,9,22,0.409,3,9,0.33299999999999996,6,13,0.462,0.47700000000000004,2,2,1.0,2,9,11,13,0,0,7,8,23,19
